,time,ax,ay,az
0,10.006,-0.21,0.1,0.74
1,10.025,-0.21,0.1,0.74
2,10.045,-0.21,0.1,0.74
3,10.063,-0.21,0.1,0.74
4,10.084,-0.21,0.1,0.74
5,10.105,-0.21,0.1,0.74
6,10.121,-0.21,0.1,0.74
7,10.139,-0.21,0.1,0.74
8,10.158,-0.21,0.1,0.74
9,10.189,-0.21,0.1,0.74
10,10.197,-0.21,0.1,0.74
11,10.216,-0.21,0.1,0.74
12,10.234,-0.21,0.1,0.74
13,10.253,-0.21,0.1,0.74
14,10.273,-0.21,0.1,0.74
15,10.292,-0.21,0.1,0.74
16,10.316,-0.21,0.1,0.74
17,10.327,-0.21,0.1,0.74
18,10.346,-0.21,0.1,0.74
19,10.364,-0.21,0.1,0.74
20,10.384,-0.21,0.1,0.74
21,10.407,-0.21,0.1,0.74
22,10.42,-0.21,0.1,0.74
23,10.44,-0.21,0.1,0.74
24,10.459,-0.21,0.1,0.74
25,10.479,-0.21,0.1,0.74
26,10.497,-0.21,0.1,0.74
27,10.518,-0.21,0.1,0.74
28,10.535,-0.21,0.1,0.74
29,10.555,-0.21,0.1,0.74
30,10.574,-0.21,0.1,0.74
31,10.593,-0.21,0.1,0.74
32,10.613,-0.21,0.1,0.74
33,10.631,-0.21,0.1,0.74
34,10.65,-0.21,0.1,0.74
35,10.67,-0.21,0.1,0.74
36,10.692,-0.21,0.1,0.74
37,10.709,-0.21,0.1,0.74
38,10.726,-0.21,0.1,0.74
39,10.745,-0.21,0.1,0.74
40,10.764,-0.21,0.1,0.74
41,10.786,-0.21,0.1,0.74
42,10.803,-0.21,0.1,0.74
43,10.821,-0.21,0.1,0.74
44,10.84,-0.21,0.1,0.74
45,10.859,-0.21,0.1,0.74
46,10.878,-0.21,0.1,0.74
47,10.897,-0.21,0.1,0.74
48,10.917,-0.21,0.1,0.74
49,10.936,-0.21,0.1,0.74
50,10.954,-0.21,0.1,0.74
51,10.975,-0.21,0.1,0.74
52,10.993,-0.21,0.1,0.74
53,11.012,-0.21,0.1,0.74
54,11.031,-0.21,0.1,0.74
55,11.05,-0.21,0.1,0.74
