,time,ax,ay,az
0,10.004,0.19,0.09,0.55
1,10.018,0.08,0.08,0.66
2,10.037,0.03,0.04,0.66
3,10.057,0.02,0.09,0.64
4,10.076,-0.08,0.14,0.63
5,10.095,-0.19,0.14,0.52
6,10.113,-0.33,0.12,0.36
7,10.137,-0.38,0.09,0.25
8,10.152,-0.34,0.07,0.26
9,10.171,-0.38,0.11,0.27
10,10.189,-0.4,0.15,0.32
11,10.208,-0.34,0.17,0.41
12,10.228,-0.25,0.14,0.47
13,10.247,-0.19,0.05,0.5
14,10.267,-0.21,-0.01,0.45
15,10.285,-0.24,-0.02,0.4
16,10.304,-0.23,0.03,0.24
17,10.326,-0.23,0.02,0.24
18,10.341,-0.27,0.04,0.29
19,10.361,-0.23,0.08,0.38
20,10.384,-0.25,0.01,0.4
21,10.407,-0.32,-0.0,0.37
22,10.418,-0.32,0.11,0.39
23,10.436,-0.27,0.14,0.39
24,10.456,-0.26,0.14,0.4
25,10.476,-0.26,0.14,0.4
26,10.494,-0.25,0.14,0.4
27,10.523,-0.25,0.14,0.4
28,10.532,-0.25,0.14,0.4
29,10.552,-0.25,0.14,0.4
30,10.571,-0.25,0.14,0.4
31,10.589,-0.25,0.13,0.4
32,10.613,-0.25,0.13,0.41
33,10.628,-0.25,0.12,0.41
34,10.648,-0.25,0.12,0.41
35,10.687,-0.25,0.11,0.41
36,10.696,-0.25,0.11,0.41
37,10.704,-0.25,0.1,0.41
38,10.719,-0.25,0.09,0.41
39,10.738,-0.25,0.09,0.41
40,10.757,-0.24,0.08,0.41
41,10.776,-0.24,0.08,0.41
42,10.796,-0.24,0.07,0.42
43,10.831,-0.24,0.07,0.42
44,10.833,-0.24,0.06,0.42
45,10.852,-0.24,0.06,0.42
46,10.871,-0.24,0.06,0.42
47,10.891,-0.24,0.06,0.42
48,10.909,-0.24,0.06,0.42
49,10.929,-0.24,0.06,0.42
50,10.949,-0.24,0.06,0.42
51,10.967,-0.24,0.06,0.42
52,10.986,-0.24,0.06,0.42
53,11.007,-0.24,0.06,0.42
54,11.024,-0.24,0.06,0.42
55,11.042,-0.24,0.06,0.42
56,11.061,-0.24,0.06,0.42
57,11.081,-0.24,0.06,0.42
58,11.1,-0.24,0.06,0.42
59,11.122,-0.24,0.06,0.42
60,11.145,-0.24,0.06,0.42
61,11.157,-0.24,0.06,0.42
62,11.176,-0.24,0.06,0.42
63,11.194,-0.24,0.06,0.42
64,11.22,-0.24,0.06,0.42
65,11.24,-0.24,0.06,0.42
66,11.252,-0.24,0.06,0.42
67,11.272,-0.24,0.06,0.42
68,11.29,-0.24,0.06,0.42
69,11.309,-0.24,0.06,0.42
70,11.328,-0.24,0.06,0.42
71,11.355,-0.24,0.06,0.42
72,11.366,-0.24,0.06,0.42
73,11.385,-0.24,0.06,0.42
74,11.405,-0.24,0.06,0.42
75,11.433,-0.24,0.06,0.42
76,11.442,-0.24,0.06,0.42
77,11.46,-0.24,0.06,0.42
78,11.482,-0.24,0.06,0.42
79,11.499,-0.24,0.06,0.42
80,11.523,-0.24,0.06,0.42
81,11.543,-0.24,0.06,0.42
82,11.557,-0.24,0.06,0.42
83,11.576,-0.24,0.06,0.42
84,11.594,-0.24,0.06,0.42
85,11.629,-0.24,0.06,0.42
86,11.632,-0.24,0.06,0.42
87,11.651,-0.24,0.06,0.42
88,11.686,-0.24,0.06,0.42
89,11.69,-0.24,0.06,0.42
90,11.708,-0.24,0.06,0.42
91,11.728,-0.24,0.06,0.42
92,11.747,-0.24,0.06,0.42
93,11.766,-0.24,0.06,0.42
94,11.784,-0.24,0.06,0.42
95,11.805,-0.24,0.06,0.42
96,11.828,-0.24,0.06,0.42
97,11.842,-0.24,0.06,0.42
98,11.862,-0.24,0.06,0.42
99,11.881,-0.24,0.06,0.42
100,11.899,-0.24,0.06,0.42
101,11.918,-0.24,0.06,0.42
102,11.939,-0.24,0.06,0.42
103,11.956,-0.24,0.06,0.42
104,11.975,-0.24,0.06,0.42
105,11.995,-0.24,0.06,0.42
106,12.022,-0.24,0.06,0.42
107,12.033,-0.24,0.06,0.42
108,12.052,-0.24,0.06,0.42
109,12.071,-0.24,0.06,0.42
110,12.089,-0.24,0.06,0.42
111,12.108,-0.24,0.06,0.42
112,12.128,-0.24,0.06,0.42
113,12.154,-0.24,0.06,0.42
114,12.165,-0.24,0.06,0.42
115,12.185,-0.24,0.06,0.42
116,12.206,-0.24,0.06,0.42
117,12.226,-0.24,0.06,0.42
118,12.241,-0.24,0.06,0.42
119,12.261,-0.24,0.06,0.42
120,12.281,-0.24,0.06,0.42
121,12.298,-0.24,0.06,0.42
122,12.322,-0.24,0.06,0.42
123,12.342,-0.24,0.06,0.42
