,time,ax,ay,az
0,10.005,-0.24,0.06,0.38
1,10.012,-0.24,0.06,0.38
2,10.022,-0.24,0.06,0.38
3,10.031,-0.24,0.06,0.38
4,10.042,-0.24,0.06,0.38
5,10.063,-0.24,0.06,0.38
6,10.064,-0.24,0.06,0.38
7,10.071,-0.24,0.05,0.38
8,10.079,-0.24,0.05,0.38
9,10.089,-0.24,0.05,0.38
10,10.098,-0.24,0.05,0.38
11,10.107,-0.24,0.05,0.38
12,10.12,-0.24,0.05,0.38
13,10.127,-0.24,0.05,0.38
14,10.142,-0.24,0.05,0.38
15,10.145,-0.24,0.05,0.38
16,10.156,-0.24,0.05,0.38
17,10.165,-0.24,0.05,0.38
18,10.175,-0.24,0.05,0.38
19,10.184,-0.24,0.05,0.38
20,10.194,-0.24,0.05,0.38
21,10.203,-0.24,0.05,0.38
22,10.214,-0.24,0.05,0.38
23,10.225,-0.24,0.05,0.38
24,10.231,-0.24,0.05,0.38
25,10.251,-0.24,0.05,0.38
26,10.253,-0.24,0.05,0.38
27,10.26,-0.24,0.05,0.38
28,10.269,-0.24,0.05,0.38
29,10.279,-0.24,0.05,0.38
30,10.289,-0.24,0.05,0.38
31,10.298,-0.24,0.05,0.38
32,10.307,-0.24,0.05,0.38
33,10.321,-0.24,0.05,0.38
34,10.327,-0.24,0.05,0.38
35,10.345,-0.24,0.05,0.38
36,10.347,-0.24,0.05,0.38
37,10.356,-0.24,0.05,0.38
38,10.367,-0.24,0.05,0.38
39,10.375,-0.24,0.05,0.38
40,10.384,-0.24,0.05,0.38
41,10.394,-0.24,0.05,0.38
42,10.402,-0.24,0.05,0.38
43,10.412,-0.24,0.05,0.38
44,10.434,-0.24,0.05,0.38
45,10.436,-0.24,0.05,0.38
46,10.441,-0.24,0.05,0.38
47,10.451,-0.24,0.05,0.38
48,10.46,-0.24,0.05,0.38
49,10.47,-0.24,0.05,0.38
50,10.479,-0.24,0.05,0.38
51,10.488,-0.24,0.05,0.38
52,10.497,-0.24,0.05,0.38
53,10.507,-0.24,0.05,0.38
54,10.522,-0.24,0.05,0.38
55,10.527,-0.24,0.05,0.38
56,10.537,-0.24,0.05,0.38
57,10.546,-0.24,0.05,0.38
58,10.555,-0.24,0.05,0.38
59,10.565,-0.24,0.05,0.38
60,10.574,-0.24,0.05,0.38
61,10.583,-0.24,0.05,0.38
62,10.593,-0.24,0.05,0.38
63,10.603,-0.24,0.05,0.38
64,10.613,-0.24,0.05,0.38
65,10.627,-0.24,0.05,0.38
66,10.631,-0.24,0.05,0.38
67,10.65,-0.24,0.05,0.38
68,10.651,-0.24,0.05,0.38
69,10.659,-0.24,0.05,0.38
70,10.67,-0.24,0.05,0.38
71,10.679,-0.24,0.05,0.38
72,10.689,-0.24,0.05,0.38
73,10.699,-0.24,0.05,0.38
74,10.707,-0.24,0.05,0.38
75,10.718,-0.24,0.05,0.38
76,10.727,-0.24,0.05,0.38
77,10.737,-0.24,0.05,0.38
78,10.746,-0.24,0.05,0.38
79,10.76,-0.24,0.05,0.38
80,10.769,-0.24,0.05,0.38
81,10.774,-0.24,0.05,0.38
82,10.784,-0.24,0.05,0.38
83,10.793,-0.24,0.05,0.38
84,10.803,-0.24,0.05,0.38
85,10.812,-0.24,0.05,0.38
86,10.823,-0.24,0.05,0.38
87,10.831,-0.24,0.05,0.38
88,10.846,-0.24,0.05,0.38
89,10.856,-0.24,0.05,0.38
90,10.86,-0.24,0.05,0.38
91,10.87,-0.24,0.05,0.38
92,10.879,-0.24,0.05,0.38
93,10.889,-0.24,0.05,0.38
94,10.898,-0.24,0.05,0.38
95,10.907,-0.24,0.05,0.38
96,10.921,-0.24,0.05,0.38
97,10.927,-0.24,0.05,0.38
98,10.942,-0.24,0.05,0.38
99,10.946,-0.24,0.05,0.38
100,10.955,-0.24,0.05,0.38
101,10.966,-0.24,0.05,0.38
102,10.975,-0.24,0.05,0.38
103,10.985,-0.24,0.05,0.38
104,10.994,-0.24,0.05,0.38
105,11.005,-0.24,0.05,0.38
106,11.012,-0.24,0.05,0.38
107,11.022,-0.24,0.05,0.38
108,11.045,-0.24,0.05,0.38
109,11.047,-0.24,0.05,0.38
110,11.056,-0.24,0.05,0.38
111,11.061,-0.24,0.05,0.38
112,11.07,-0.24,0.05,0.38
113,11.079,-0.24,0.05,0.38
114,11.089,-0.24,0.05,0.38
115,11.099,-0.24,0.05,0.38
116,11.107,-0.24,0.05,0.38
117,11.118,-0.24,0.05,0.38
118,11.128,-0.24,0.05,0.38
119,11.139,-0.24,0.05,0.38
120,11.146,-0.24,0.05,0.38
121,11.162,-0.24,0.05,0.38
122,11.172,-0.24,0.05,0.38
123,11.174,-0.24,0.05,0.38
124,11.184,-0.24,0.05,0.38
125,11.194,-0.24,0.05,0.38
126,11.206,-0.24,0.05,0.38
127,11.212,-0.24,0.05,0.38
128,11.221,-0.24,0.05,0.38
129,11.232,-0.24,0.05,0.38
130,11.241,-0.24,0.05,0.38
131,11.251,-0.24,0.05,0.38
132,11.26,-0.24,0.05,0.38
133,11.269,-0.24,0.05,0.38
134,11.279,-0.24,0.05,0.38
135,11.288,-0.24,0.05,0.38
136,11.298,-0.24,0.05,0.38
137,11.307,-0.24,0.05,0.38
