,time,ax,ay,az
0,10.003,3.15,-0.94,-0.49
1,10.022,2.83,-2.15,-3.3
2,10.051,0.66,-3.38,-8.51
3,10.061,-0.53,-4.14,-10.19
4,10.08,-0.83,-4.5,-7.01
5,10.098,-0.72,-4.71,-3.52
6,10.118,-0.81,-4.5,-0.81
7,10.136,-1.08,-4.15,2.93
8,10.155,-1.56,-3.92,5.45
9,10.174,-1.93,-3.4,6.32
10,10.193,-1.74,-1.36,1.79
11,10.227,0.54,-0.45,-3.33
12,10.235,0.71,-0.15,-3.54
13,10.251,0.29,-0.06,-0.79
14,10.27,-0.07,0.04,0.95
15,10.289,-0.81,0.81,0.61
16,10.313,-1.12,1.73,0.06
17,10.334,-1.26,2.89,0.48
18,10.346,-1.36,3.85,1.52
19,10.365,-1.61,4.49,2.19
20,10.384,-1.83,4.71,2.12
21,10.403,-1.88,4.37,1.52
22,10.423,-1.89,3.94,0.82
23,10.459,-1.81,3.72,0.47
24,10.466,-1.51,3.42,0.23
25,10.479,-1.32,3.15,-0.06
26,10.498,-0.94,-0.58,-6.91
27,10.517,3.2,-5.88,-11.75
28,10.536,9.04,-7.84,-12.96
29,10.555,9.04,-3.5,-6.92
30,10.574,2.87,0.78,-3.07
31,10.593,0.75,3.04,-2.15
32,10.613,-1.34,3.13,-0.52
33,10.632,-3.64,-4.62,0.33
34,10.665,-3.49,-8.48,1.15
35,10.67,-1.73,-8.08,1.47
36,10.689,-1.29,-1.67,-7.07
37,10.711,0.95,-0.71,-10.68
38,10.736,1.6,0.29,0.64
39,10.747,1.69,2.2,5.62
40,10.765,1.75,2.53,3.63
41,10.783,2.08,1.82,3.1
42,10.803,2.09,-0.3,3.61
43,10.822,2.3,-1.36,4.69
44,10.864,2.47,-1.55,3.09
45,10.867,2.24,-0.68,-0.93
46,10.879,1.67,0.34,-3.68
47,10.898,0.44,0.96,-1.57
48,10.917,-0.61,1.24,1.16
49,10.947,-0.98,1.21,1.87
50,10.955,-0.94,1.01,1.11
51,10.974,-0.38,0.85,0.4
52,10.993,0.43,0.86,0.43
53,11.012,1.02,0.97,0.62
54,11.032,1.26,0.94,0.52
55,11.068,1.12,0.57,0.08
56,11.07,0.93,0.32,-0.23
57,11.088,0.19,-0.1,-0.98
58,11.107,-0.22,-0.17,-1.26
59,11.129,-0.23,-0.26,-1.4
60,11.156,0.27,-0.37,-1.65
61,11.164,1.28,-0.44,-2.15
62,11.183,2.57,-0.47,-2.43
63,11.202,3.74,-0.51,-2.25
64,11.234,4.13,-0.69,-2.55
65,11.257,1.77,-1.36,-4.77
66,11.261,-0.51,-3.53,-6.76
67,11.279,-1.56,-4.07,-6.54
68,11.298,-1.72,-4.01,-4.14
69,11.317,-1.08,-3.6,-1.62
70,11.336,-0.72,-3.73,2.19
71,11.355,-1.19,-4.24,4.58
72,11.376,-1.94,-4.08,5.33
73,11.393,-2.1,-3.05,3.47
74,11.413,-1.19,-1.22,-1.63
75,11.431,-0.03,-0.76,-3.79
76,11.45,0.3,-0.63,-1.67
77,11.475,-0.16,-0.19,0.53
78,11.488,-0.64,0.56,1.17
79,11.507,-0.75,1.45,1.28
80,11.528,-0.87,2.38,1.12
81,11.56,-1.14,3.09,1.12
82,11.564,-1.41,3.5,1.57
83,11.583,-1.55,3.79,2.05
84,11.602,-1.48,4.05,2.07
85,11.621,-1.41,4.16,1.72
86,11.652,-1.48,4.03,1.35
87,11.659,-1.47,3.9,1.18
88,11.678,-1.31,2.99,0.21
89,11.697,-1.02,0.87,-3.41
90,11.717,0.96,-3.51,-8.46
91,11.736,6.96,-6.02,-11.4
92,11.755,10.79,-4.4,-9.69
93,11.777,6.5,-2.26,-5.34
94,11.793,1.16,-0.07,-1.86
95,11.812,-2.14,0.09,0.05
96,11.831,-3.94,-4.05,0.5
97,11.86,-3.89,-5.7,0.59
98,11.869,-2.62,-4.24,-1.61
99,11.888,-0.6,-2.17,-7.92
100,11.906,0.65,1.39,-5.7
101,11.927,0.56,3.78,3.89
102,11.949,0.34,5.61,6.05
103,11.964,0.87,3.54,6.1
104,11.983,1.45,-0.75,5.66
105,12.002,1.77,-2.58,4.95
106,12.021,2.37,-2.49,2.95
107,12.061,3.08,-0.36,-2.61
108,12.063,2.97,0.1,-5.87
109,12.078,0.87,0.19,-4.15
110,12.097,0.6,0.22,1.6
111,12.116,0.9,0.59,2.61
112,12.135,1.15,0.87,2.51
113,12.154,1.16,0.87,1.66
114,12.176,1.09,0.77,1.08
