,time,ax,ay,az
0,10.006,-1.41,-0.08,-0.56
1,10.015,-1.16,0.14,-0.75
2,10.025,-0.81,0.47,-0.65
3,10.035,-0.46,0.85,-0.29
4,10.043,-0.21,1.08,0.21
5,10.053,-0.1,1.02,0.77
6,10.079,-0.19,0.56,1.28
7,10.081,-0.44,-1.25,1.7
8,10.082,-0.72,-2.78,1.94
9,10.092,-0.96,-3.37,2.0
10,10.101,-1.05,-3.76,1.93
11,10.112,-1.0,-3.71,1.74
12,10.12,-1.0,-3.71,1.74
13,10.13,-0.84,-1.8,1.18
14,10.139,-0.9,-1.55,0.89
15,10.152,-1.11,-1.33,0.71
16,10.158,-1.36,-1.14,0.74
17,10.19,-1.55,-0.94,0.95
18,10.192,-1.64,-0.8,1.32
19,10.193,-1.59,-0.8,1.71
20,10.199,-1.48,-1.01,2.15
21,10.205,-1.33,-1.44,2.62
22,10.215,-1.0,-1.88,3.1
23,10.225,-0.45,-2.18,3.61
24,10.234,1.37,-2.3,4.05
25,10.243,1.78,-2.25,4.38
26,10.253,2.36,-2.17,4.56
27,10.275,2.91,-2.1,4.54
28,10.276,3.38,-1.94,4.29
29,10.284,3.67,-1.71,3.76
30,10.291,3.75,-1.39,3.07
31,10.301,3.58,-1.01,2.38
32,10.309,3.58,-1.01,2.38
33,10.32,2.69,-0.24,1.71
34,10.329,2.18,0.05,1.83
35,10.339,1.77,0.28,2.16
36,10.348,1.39,0.4,2.59
37,10.358,1.08,0.43,3.03
38,10.373,0.82,0.4,3.35
39,10.377,0.57,0.35,3.38
40,10.396,0.57,0.35,3.38
41,10.398,0.3,0.1,3.1
42,10.405,0.22,-0.07,2.59
43,10.415,0.13,-0.2,1.89
44,10.425,0.04,-0.24,1.21
45,10.451,-0.05,-0.18,0.58
46,10.454,-0.07,-0.05,0.12
47,10.456,-0.07,-0.05,0.12
48,10.465,0.34,0.2,-0.14
49,10.489,0.69,0.28,-0.07
50,10.491,1.06,0.34,0.08
51,10.492,1.34,0.35,0.24
52,10.501,1.55,0.4,0.38
53,10.51,1.55,0.4,0.38
54,10.52,1.78,0.43,0.36
55,10.529,1.82,0.5,0.11
56,10.538,1.86,0.55,-0.29
57,10.548,1.87,0.59,-0.74
58,10.558,1.87,0.57,-1.13
59,10.567,1.84,0.47,-1.44
60,10.576,1.79,0.36,-1.6
61,10.595,1.78,0.28,-1.68
62,10.596,1.83,0.33,-1.85
63,10.605,1.87,0.48,-2.24
64,10.614,1.86,0.66,-3.97
65,10.624,1.69,0.84,-4.34
66,10.633,1.24,1.03,-4.62
67,10.643,-0.56,1.24,-4.3
68,10.653,-1.01,1.47,-2.33
69,10.679,-2.56,1.73,-0.28
70,10.681,-3.0,1.94,0.36
71,10.682,-3.42,2.09,0.77
72,10.691,-3.69,2.17,0.78
73,10.7,-3.69,2.17,0.78
74,10.711,-3.43,2.12,0.29
75,10.719,-2.89,2.06,0.31
76,10.729,-1.21,2.04,0.66
77,10.738,0.53,2.05,1.25
78,10.747,0.87,2.01,1.82
79,10.757,1.39,1.83,2.06
80,10.767,1.86,1.46,1.82
81,10.776,2.19,0.91,0.19
82,10.789,2.43,0.28,-0.08
83,10.799,2.6,-0.27,-0.51
84,10.805,2.65,-0.62,-0.85
85,10.814,2.58,-0.7,-1.07
86,10.824,2.35,-0.56,-1.21
87,10.834,1.99,-0.33,-1.24
88,10.843,1.59,-0.12,-1.24
89,10.853,1.18,0.03,-1.27
90,10.879,0.75,0.13,-1.28
91,10.882,0.28,0.21,-1.21
92,10.884,-0.14,0.24,-1.08
93,10.89,-0.14,0.24,-1.08
94,10.9,-0.58,-0.23,-0.9
95,10.909,-0.56,-2.05,-1.0
96,10.919,-0.5,-2.46,-1.3
97,10.928,-0.41,-3.0,-1.69
98,10.938,-0.35,-3.34,-2.16
99,10.948,-0.37,-3.3,-2.73
100,10.957,-0.49,-2.97,-4.18
101,10.967,-0.74,-2.59,-4.59
102,10.976,-1.06,-2.37,-5.13
103,10.986,-1.4,-2.35,-5.62
104,10.995,-1.67,-2.46,-5.9
105,11.005,-1.76,-2.61,-6.0
106,11.014,-1.7,-2.73,-5.88
107,11.024,-1.47,-2.79,-5.52
108,11.033,-1.12,-2.78,-4.93
109,11.042,-0.79,-2.68,-3.19
110,11.052,-0.53,-2.58,-2.87
111,11.064,-0.36,-2.48,-2.35
112,11.072,-0.27,-2.43,-1.76
113,11.09,-0.24,-2.46,-1.21
114,11.093,-0.24,-2.46,-1.21
115,11.1,-0.34,-2.45,-0.57
116,11.109,-0.5,-2.29,-0.58
117,11.119,-0.74,-1.94,-0.78
118,11.128,-0.96,-1.42,-1.01
119,11.138,-1.13,-0.81,-1.14
120,11.147,-1.19,-0.16,-1.1
121,11.156,-1.11,1.26,-0.96
122,11.168,-0.92,1.54,-0.81
123,11.177,-0.69,1.92,-0.74
124,11.199,-0.46,2.39,-0.73
125,11.2,-0.32,2.89,-0.73
126,11.204,-0.3,3.47,-0.73
127,11.214,-0.4,4.11,-0.63
128,11.224,-0.54,4.68,-0.51
129,11.233,-0.76,5.12,-0.38
130,11.242,-0.94,5.29,-0.26
131,11.252,-1.04,5.16,-0.16
132,11.266,-1.13,4.82,-0.09
133,11.271,-1.16,4.32,-0.05
134,11.291,-1.14,3.77,-0.02
135,11.292,-1.14,3.77,-0.02
136,11.3,-0.94,2.8,-0.09
137,11.309,-0.79,2.42,-0.1
138,11.319,-0.66,2.14,-0.06
139,11.328,-0.66,1.97,-0.02
140,11.337,-0.73,1.89,0.01
141,11.347,-0.82,1.86,0.03
142,11.357,-0.94,1.87,0.05
143,11.367,-0.99,1.85,0.05
144,11.375,-0.98,1.77,0.04
145,11.391,-0.87,1.59,0.02
146,11.4,-0.66,1.27,-0.04
147,11.404,-0.36,0.8,-0.14
148,11.415,-0.06,0.23,-0.36
149,11.423,0.18,-0.32,-0.74
150,11.432,0.28,-0.7,-1.21
151,11.455,0.21,-0.84,-1.68
152,11.458,-0.05,-0.78,-2.03
153,11.469,-0.05,-0.78,-2.03
154,11.471,-0.68,-0.18,-2.33
155,11.497,-0.68,-0.18,-2.33
156,11.499,-0.79,0.74,-2.2
157,11.5,-0.55,1.26,-1.92
158,11.508,-0.24,1.72,-1.57
159,11.518,0.02,2.05,-1.19
160,11.528,0.17,2.26,-0.81
161,11.537,0.21,2.34,-0.45
162,11.547,0.22,2.29,-0.12
163,11.556,0.19,2.18,0.13
164,11.568,0.16,2.03,0.25
165,11.575,0.16,1.84,0.23
166,11.601,0.17,1.62,0.11
167,11.603,0.25,1.41,-0.07
168,11.604,0.39,1.14,-0.21
169,11.613,0.51,0.83,-0.26
170,11.623,0.63,0.53,-0.18
171,11.633,0.67,0.26,-0.04
172,11.642,0.66,0.11,0.07
173,11.653,0.58,0.08,0.1
174,11.661,0.41,0.12,0.11
175,11.67,0.11,0.12,0.25
176,11.682,0.11,0.12,0.25
177,11.69,-0.69,-0.44,1.06
178,11.705,-1.05,-1.02,1.52
179,11.709,-1.25,-1.66,1.84
180,11.718,-1.25,-2.17,1.94
181,11.728,-1.15,-2.54,1.76
182,11.737,-1.06,-2.74,1.39
183,11.747,-1.04,-2.75,0.97
184,11.756,-1.2,-2.57,0.78
185,11.767,-1.45,-2.16,1.04
186,11.775,-1.72,-1.65,3.12
187,11.798,-1.91,-1.22,3.55
188,11.8,-1.98,-1.08,4.05
189,11.803,-1.88,-1.43,4.21
190,11.812,-1.52,-3.09,3.96
191,11.823,0.27,-4.96,3.51
192,11.832,2.22,-5.19,2.92
193,11.842,4.85,-5.27,1.06
194,11.851,6.77,-4.93,-0.5
195,11.866,6.77,-4.93,-0.5
196,11.87,6.77,-2.76,-1.14
197,11.892,4.9,-2.23,1.07
198,11.896,2.53,-1.69,3.43
199,11.899,0.9,-1.17,5.14
200,11.909,0.41,-0.63,5.45
201,11.917,-0.14,-0.1,5.85
202,11.928,-0.59,0.36,6.11
203,11.936,-0.92,0.71,6.09
204,11.946,-1.16,0.87,5.8
205,11.956,-1.28,0.84,5.32
206,11.967,-1.29,0.68,4.71
207,11.974,-1.2,0.48,4.06
208,11.994,-0.99,0.32,3.32
209,11.997,-0.69,0.25,1.75
210,12.003,-0.36,0.29,1.34
211,12.012,-0.08,0.34,0.94
212,12.023,0.06,0.37,0.74
213,12.032,0.1,0.39,0.7
214,12.042,0.09,0.39,0.64
215,12.051,0.12,0.46,0.52
216,12.065,0.12,0.46,0.52
217,12.07,0.43,0.69,0.26
218,12.092,0.72,0.78,0.13
219,12.093,1.07,0.79,0.06
220,12.099,1.5,0.78,-0.03
221,12.108,1.95,0.73,-0.3
222,12.118,2.42,0.7,-0.79
223,12.127,2.85,0.69,-2.46
224,12.136,3.1,0.7,-2.69
225,12.145,3.19,0.76,-2.96
226,12.155,3.02,0.81,-3.08
227,12.166,2.64,0.93,-3.07
228,12.174,2.15,1.11,-2.93
229,12.194,1.6,1.35,-2.71
230,12.195,1.08,1.67,-2.39
231,12.203,0.6,2.04,-1.98
232,12.213,0.17,2.43,-1.51
233,12.222,-0.22,2.81,-0.98
234,12.233,-0.55,3.14,-0.44
235,12.242,-0.78,3.33,0.02
236,12.251,-0.88,3.32,0.33
237,12.266,-0.88,3.32,0.33
238,12.269,-0.64,2.74,0.4
239,12.299,-0.25,2.31,0.31
240,12.3,0.27,1.94,0.32
241,12.301,1.88,1.68,0.48
242,12.309,2.03,1.46,0.72
243,12.318,2.28,1.3,0.82
244,12.326,2.5,1.21,0.71
245,12.336,2.68,1.23,0.38
246,12.345,2.8,1.37,0.0
247,12.355,2.8,1.46,-0.19
248,12.371,2.72,1.21,-0.15
249,12.374,2.49,-0.5,0.0
250,12.394,2.22,-2.81,0.06
251,12.396,2.03,-5.19,-0.18
252,12.402,1.94,-6.71,-1.96
253,12.412,1.97,-6.81,-2.37
254,12.422,1.87,-6.51,-3.0
255,12.432,1.47,-4.78,-3.51
256,12.454,-0.28,-4.53,-3.74
257,12.457,-0.28,-4.53,-3.74
258,12.468,-1.33,-4.2,-3.39
259,12.471,-1.33,-4.2,-3.39
260,12.501,-2.39,-4.62,-2.45
261,12.503,-2.39,-4.62,-2.45
262,12.504,-2.54,-4.93,-1.31
263,12.507,-2.08,-4.66,-0.88
264,12.517,-0.54,-4.08,-0.64
265,12.527,-0.14,-2.36,-0.6
266,12.536,0.17,-1.86,-0.71
267,12.546,0.21,-1.23,-0.81
268,12.556,-0.03,-0.64,-0.84
269,12.567,-0.48,-0.15,-0.81
270,12.574,-0.9,0.21,-0.75
271,12.591,-1.21,0.38,-0.8
272,12.593,-1.34,0.47,-0.96
273,12.602,-1.28,0.53,-1.11
274,12.611,-1.15,0.63,-1.23
275,12.622,-1.01,0.86,-1.2
276,12.632,-0.82,1.19,-1.03
277,12.641,-0.62,1.55,-0.82
278,12.651,-0.62,1.55,-0.82
279,12.666,-0.23,2.2,-0.37
280,12.669,-0.11,2.43,-0.25
281,12.694,-0.06,2.6,-0.18
282,12.696,-0.09,2.7,-0.18
283,12.697,-0.12,2.73,-0.16
284,12.707,-0.18,2.7,-0.09
285,12.716,-0.23,2.66,-0.03
286,12.726,-0.22,2.58,0.09
287,12.736,-0.19,2.5,0.2
288,12.745,-0.13,2.4,0.28
289,12.754,-0.06,2.29,0.34
290,12.765,-0.03,2.19,0.37
291,12.773,-0.11,2.14,0.37
292,12.787,-0.25,2.18,0.36
293,12.795,-0.48,2.25,0.35
294,12.802,-0.8,2.37,0.27
295,12.812,-1.12,2.48,0.17
296,12.822,-1.39,2.54,0.04
297,12.831,-1.54,2.59,-0.11
298,12.84,-1.54,2.59,-0.11
299,12.85,-1.3,2.58,-0.49
300,12.863,-0.95,2.49,-0.71
301,12.868,-0.54,2.3,-0.95
302,12.892,-0.15,1.97,-1.26
303,12.894,0.19,1.55,-1.59
304,12.897,0.44,1.06,-1.91
305,12.907,0.61,0.57,-2.23
306,12.916,0.7,0.2,-2.51
307,12.926,0.67,-0.03,-2.73
308,12.935,0.57,-0.16,-2.92
309,12.945,0.45,-0.18,-3.04
310,12.955,0.3,-0.15,-3.06
311,12.965,0.13,-0.14,-3.03
312,12.973,-0.05,-0.09,-2.94
313,12.993,-0.25,-0.02,-2.8
314,12.995,-0.45,0.07,-2.62
315,13.001,-0.54,0.18,-2.4
316,13.012,-0.49,0.34,-2.2
317,13.022,-0.28,0.51,-2.04
318,13.031,0.07,0.75,-1.9
319,13.04,0.07,0.75,-1.9
320,13.05,0.78,1.24,-1.48
321,13.065,1.0,1.45,-1.02
322,13.068,1.06,1.63,-0.48
323,13.091,0.99,1.82,-0.02
324,13.093,0.81,2.02,0.28
325,13.097,0.46,2.12,0.41
326,13.106,-0.06,1.91,0.43
327,13.116,-1.71,-0.26,0.44
328,13.126,-3.37,-2.47,0.6
329,13.135,-5.01,-4.16,1.18
330,13.144,-5.26,-4.57,3.3
331,13.154,-5.54,-5.08,4.9
332,13.167,-5.69,-5.47,5.53
333,13.191,-5.74,-5.61,5.93
334,13.195,-5.65,-5.42,5.93
335,13.196,-5.3,-4.86,5.71
336,13.202,-3.54,-3.35,5.32
337,13.211,-3.07,-3.32,3.68
338,13.22,-3.07,-3.32,3.68
339,13.23,0.5,-3.98,0.19
340,13.24,2.09,-4.18,-0.14
341,13.249,3.82,-3.93,-0.31
342,13.264,4.14,-1.95,1.19
343,13.268,4.59,-1.52,3.56
344,13.295,4.96,-0.93,5.52
345,13.297,5.11,-0.52,5.94
346,13.298,4.89,-0.4,6.44
347,13.306,4.32,-0.45,6.75
348,13.316,2.65,-0.54,6.74
349,13.326,2.1,-0.5,6.44
350,13.335,0.36,-0.28,6.01
351,13.344,0.02,0.03,5.54
352,13.354,-0.53,0.39,5.1
353,13.364,-2.25,0.81,4.62
354,13.373,-2.63,1.22,3.99
355,13.399,-4.39,1.57,1.91
356,13.401,-4.77,1.92,1.32
357,13.402,-6.51,2.14,-0.53
358,13.411,-6.6,2.26,-0.82
359,13.421,-6.6,2.26,-0.82
360,13.43,-6.19,2.24,-0.95
361,13.454,-4.3,2.1,-0.96
362,13.457,-2.28,1.82,-0.9
363,13.459,-0.2,1.4,-0.91
364,13.469,-0.2,1.4,-0.91
365,13.504,1.84,0.24,-0.18
366,13.506,1.84,0.24,-0.18
367,13.507,2.49,-0.78,0.26
368,13.508,2.53,-1.03,0.25
