,time,ax,ay,az
0,10.0,-2.89,1.42,-0.95
1,10.003,-3.06,1.75,-1.04
2,10.004,-3.01,1.95,-1.07
3,10.015,-2.77,2.1,-1.04
4,10.024,-2.35,2.25,-0.95
5,10.034,-1.89,2.4,-0.9
6,10.043,-1.89,2.4,-0.9
7,10.053,-1.15,2.77,-0.97
8,10.062,-0.94,2.97,-0.97
9,10.072,-0.82,3.14,-0.94
10,10.084,-0.8,3.24,-0.87
11,10.092,-0.8,3.21,-0.81
12,10.101,-0.81,3.05,-0.75
13,10.11,-0.79,2.8,-0.65
14,10.12,-0.69,2.53,-0.52
15,10.13,-0.59,2.25,-0.38
16,10.139,-0.44,2.0,-0.21
17,10.149,-0.29,1.79,-0.13
18,10.164,-0.2,1.62,-0.1
19,10.168,-0.17,1.51,-0.12
20,10.186,-0.27,1.47,-0.2
21,10.187,-0.45,1.46,-0.29
22,10.195,-0.64,1.47,-0.42
23,10.205,-0.72,1.49,-0.58
24,10.215,-0.66,1.51,-0.71
25,10.225,-0.41,1.56,-0.82
26,10.234,-0.05,1.6,-0.86
27,10.243,-0.05,1.6,-0.86
28,10.252,0.62,1.57,-0.8
29,10.263,0.89,1.48,-0.7
30,10.272,1.06,1.36,-0.62
31,10.29,1.16,1.24,-0.57
32,10.292,1.19,1.13,-0.55
33,10.3,1.2,1.06,-0.56
34,10.31,1.2,1.03,-0.61
35,10.32,1.16,1.09,-0.69
36,10.33,1.11,1.22,-0.82
37,10.339,1.02,1.39,-0.94
38,10.349,0.92,1.56,-1.01
39,10.364,0.81,1.71,-0.98
40,10.367,0.71,1.79,-0.86
41,10.385,0.66,1.8,-0.68
42,10.386,0.66,1.73,-0.48
43,10.395,0.75,1.6,-0.37
44,10.405,0.91,1.44,-0.35
45,10.415,1.11,1.33,-0.45
46,10.424,1.36,1.33,-0.68
47,10.434,1.36,1.33,-0.68
48,10.444,1.76,1.58,-0.98
49,10.452,1.78,1.7,-0.76
50,10.472,1.63,1.76,-0.19
51,10.473,1.33,1.75,1.33
52,10.481,0.98,1.67,1.71
53,10.503,0.6,1.59,2.03
54,10.504,0.6,1.59,2.03
55,10.509,-0.04,1.56,1.92
56,10.518,-0.33,1.62,1.63
57,10.528,-0.33,1.62,1.63
58,10.538,-0.8,1.66,0.97
59,10.548,-1.13,1.52,0.76
60,10.562,-1.51,1.24,0.68
61,10.567,-1.86,0.79,0.65
62,10.584,-2.19,-1.13,0.71
63,10.585,-2.44,-2.9,0.76
64,10.595,-2.64,-3.43,0.71
65,10.606,-2.72,-4.92,0.7
66,10.616,-2.55,-4.82,0.85
67,10.624,-2.55,-4.82,0.85
68,10.633,-1.61,-2.73,2.84
69,10.643,-1.15,-2.23,3.29
70,10.653,-1.04,-2.1,3.76
71,10.664,-1.33,-2.51,4.11
72,10.671,-3.17,-4.48,4.37
73,10.692,-3.61,-6.46,4.55
74,10.693,-4.17,-7.93,4.24
75,10.7,-4.19,-7.95,-0.33
76,10.712,-2.11,-6.15,-3.71
77,10.728,0.04,-3.93,-4.13
78,10.73,0.04,-3.93,-4.13
79,10.741,2.41,-1.39,1.66
80,10.748,3.0,0.25,5.79
81,10.764,4.49,0.72,7.57
82,10.766,4.73,1.11,7.74
83,10.78,4.75,1.17,7.95
84,10.784,4.46,0.75,8.01
85,10.794,3.93,-0.71,7.85
86,10.804,3.43,-1.08,6.02
87,10.814,2.93,-1.3,3.72
88,10.823,2.93,-1.3,3.72
89,10.832,0.67,-0.91,0.72
90,10.842,-1.08,-0.48,0.11
91,10.851,-2.77,-0.11,0.1
92,10.862,-2.93,0.13,1.98
93,10.871,-3.0,0.32,2.28
94,10.886,-2.88,0.41,2.57
95,10.894,-2.49,0.45,2.47
96,10.899,-0.82,0.48,1.95
97,10.913,-0.48,0.47,1.21
98,10.92,0.09,0.42,0.58
99,10.929,0.75,0.35,0.31
100,10.938,1.41,0.3,0.41
101,10.946,2.04,0.32,0.74
102,10.96,2.61,0.41,1.04
103,10.965,3.08,0.52,1.08
104,10.983,3.4,0.64,0.88
105,10.984,3.45,0.66,0.48
106,10.994,3.25,0.61,0.06
107,11.005,2.79,0.54,-0.28
108,11.015,2.21,0.47,-0.56
109,11.023,2.21,0.47,-0.56
110,11.032,1.16,0.62,-1.06
111,11.042,0.68,0.87,-1.37
112,11.052,0.3,1.2,-1.63
113,11.062,0.03,1.58,-1.72
114,11.071,-0.11,1.99,-1.69
115,11.091,-0.03,2.35,-1.59
116,11.092,0.2,2.52,-1.42
117,11.1,0.52,2.46,-1.17
118,11.111,0.81,2.24,-0.79
119,11.118,0.97,1.98,-0.37
120,11.129,0.95,1.81,-0.09
121,11.137,0.73,1.8,-0.06
