,time,ax,ay,az
0,10.004,2.82,-2.48,1.09
1,10.025,1.0,-3.05,1.41
2,10.04,-2.43,-3.89,1.33
3,10.059,-4.43,-4.12,0.41
4,10.078,-4.81,-3.48,-0.85
5,10.097,-2.73,-2.49,-1.47
6,10.116,-2.12,-1.82,-1.03
7,10.135,-1.5,-1.6,-0.26
8,10.155,-1.2,-1.75,0.08
9,10.174,-1.22,-2.01,-0.18
10,10.192,-1.3,-2.01,-0.79
11,10.214,-0.95,-1.59,-1.16
12,10.23,-0.74,-1.21,-0.72
13,10.249,-1.1,-1.13,0.23
14,10.268,-1.29,-1.13,0.63
15,10.287,-0.98,-0.9,0.0
16,10.306,-0.53,-0.33,-1.07
17,10.325,-0.18,0.15,-2.92
18,10.344,0.18,0.29,-3.0
19,10.37,1.05,0.22,-0.97
20,10.382,2.13,0.15,-0.5
21,10.401,2.31,0.29,-1.02
22,10.427,1.7,0.85,-1.86
23,10.44,0.76,1.78,-2.23
24,10.459,-0.08,2.95,-1.73
25,10.478,-0.5,4.16,-0.76
26,10.497,-0.58,5.0,-0.22
27,10.516,-0.41,5.32,-0.31
28,10.535,-0.12,5.29,-0.79
29,10.553,0.28,5.29,-1.2
30,10.573,0.6,5.54,-1.45
31,10.591,0.68,5.69,-1.75
32,10.628,0.74,5.4,-1.95
33,10.63,0.89,5.1,-2.0
34,10.649,1.63,4.2,-1.66
35,10.668,1.73,3.95,-1.27
36,10.687,1.29,3.7,-3.43
37,10.706,0.92,1.3,-7.85
38,10.725,1.03,-1.87,-8.44
39,10.744,-1.02,-2.96,-7.73
40,10.763,-1.22,-2.61,-3.84
41,10.783,1.21,1.35,-1.28
42,10.802,1.64,2.34,-0.21
43,10.829,1.47,2.55,0.34
44,10.839,0.26,-0.14,1.04
45,10.858,-0.65,-3.69,0.15
46,10.878,-0.63,-3.88,-0.21
47,10.896,-0.2,-1.73,0.42
48,10.917,0.15,-1.0,1.56
49,10.939,0.66,-0.23,2.55
50,10.953,1.12,-0.11,3.19
51,10.972,0.48,-4.12,3.36
52,10.991,-0.43,-5.16,2.72
53,11.016,1.8,-2.92,1.56
54,11.039,1.53,-2.21,0.74
55,11.048,-0.7,-1.42,0.99
56,11.068,-0.34,0.6,1.99
57,11.087,-0.7,-0.98,2.44
58,11.106,-0.1,-0.94,2.2
59,11.124,1.53,-0.47,1.94
60,11.146,1.58,-0.35,2.31
61,11.163,1.27,-0.34,3.26
62,11.182,-0.02,-0.32,3.95
63,11.2,-1.07,1.36,3.64
64,11.221,-0.83,2.74,2.69
65,11.239,-1.31,2.52,1.79
66,11.258,-1.38,0.17,1.34
67,11.279,-0.04,-0.09,1.0
68,11.296,0.35,1.59,1.01
69,11.315,-0.29,0.03,1.47
70,11.334,-0.05,-0.23,1.63
71,11.365,1.74,0.46,1.47
72,11.371,1.14,-0.01,1.44
73,11.392,0.99,-0.11,1.35
74,11.413,1.25,1.54,1.25
75,11.434,-0.42,-0.76,1.08
76,11.448,-2.2,-1.15,1.0
77,11.467,-0.32,0.59,0.97
78,11.485,-0.78,1.71,1.01
79,11.505,-0.85,-0.33,1.41
80,11.524,-0.37,-0.15,2.01
81,11.543,1.14,0.23,2.54
82,11.563,1.37,-0.21,3.5
83,11.582,3.14,-0.13,5.25
84,11.6,1.53,-2.21,5.09
85,11.619,-2.61,-4.79,-0.02
86,11.638,-2.89,-4.58,-5.11
87,11.657,-2.01,-3.67,-5.08
88,11.676,-1.31,-4.21,-1.42
89,11.695,1.87,-2.66,-1.04
90,11.715,1.75,-1.8,-1.09
91,11.738,-0.13,-3.74,-1.68
92,11.752,-0.54,-2.56,-2.12
93,11.771,-2.66,-2.82,-2.29
94,11.79,-2.44,-3.03,-2.27
95,11.815,-2.24,-2.39,-1.66
96,11.836,-2.4,-2.16,0.82
97,11.848,-2.56,-2.33,1.55
98,11.867,-1.41,-1.54,1.76
99,11.885,0.87,-1.18,-0.47
100,11.904,1.71,-0.71,-2.32
101,11.923,2.08,0.12,-2.3
102,11.946,2.43,0.57,-1.47
103,11.963,2.58,1.33,-0.43
104,11.982,2.04,2.33,-0.17
105,11.999,1.14,3.2,-0.49
106,12.018,0.3,4.16,0.0
107,12.04,-0.47,5.28,1.04
108,12.056,-1.12,6.17,1.6
109,12.076,-1.38,6.49,1.53
110,12.094,-1.2,6.23,0.64
111,12.116,-0.68,5.6,-1.28
112,12.133,-0.01,4.91,-2.16
113,12.151,0.59,4.63,-2.68
114,12.171,0.94,4.74,-2.66
115,12.19,1.09,4.65,-2.74
116,12.214,1.15,4.29,-3.27
117,12.237,1.1,3.83,-5.38
118,12.247,0.85,3.18,-7.28
119,12.266,0.63,2.09,-7.07
120,12.284,-0.19,-0.03,-6.62
121,12.303,-1.64,-1.09,-6.34
122,12.323,-0.87,0.67,-3.49
123,12.341,0.07,2.67,-2.05
124,12.367,0.08,3.25,0.33
125,12.38,0.03,3.12,1.42
126,12.399,-0.14,-0.34,1.72
127,12.418,-0.19,-2.79,1.6
128,12.441,0.33,-4.79,1.47
129,12.456,0.98,-4.65,1.23
130,12.477,1.3,-2.53,1.54
131,12.494,1.23,-1.72,2.59
132,12.515,0.88,-1.24,3.61
133,12.549,0.4,-1.69,4.14
134,12.551,0.11,-3.92,4.19
135,12.57,0.17,-4.11,3.98
136,12.589,1.05,-4.59,2.73
137,12.613,1.77,-3.72,2.16
138,12.637,2.08,-2.43,2.49
139,12.646,2.13,-1.41,2.93
140,12.665,2.2,-0.71,3.04
141,12.684,2.04,-0.2,2.89
142,12.703,1.64,0.42,2.71
143,12.722,1.04,1.36,2.5
144,12.745,0.25,2.15,1.92
145,12.761,-0.52,2.38,1.34
