,time,ax,ay,az
0,10.017,0.08,-0.48,1.7
1,10.019,-0.25,-0.58,2.21
2,10.051,-0.25,-0.58,2.21
3,10.053,-0.25,-1.21,2.56
4,10.1,-0.25,-1.21,2.56
5,10.101,-0.29,-1.75,2.72
6,10.14,-0.29,-1.75,2.72
7,10.144,-0.07,-1.52,2.72
8,10.167,-0.07,-1.52,2.72
9,10.171,0.13,-1.28,2.8
10,10.203,0.13,-1.28,2.8
11,10.204,0.24,-1.2,2.74
12,10.242,0.24,-1.2,2.74
13,10.245,0.41,-0.93,2.37
14,10.279,0.41,-0.93,2.37
15,10.283,0.43,-0.43,2.22
16,10.324,0.43,-0.43,2.22
17,10.329,0.21,-0.03,2.1
18,10.355,0.21,-0.03,2.1
19,10.356,0.01,0.31,1.78
20,10.393,0.01,0.31,1.78
21,10.396,-0.29,0.55,1.6
22,10.43,-0.29,0.55,1.6
23,10.432,-0.53,0.58,1.46
24,10.47,-0.53,0.58,1.46
25,10.473,-0.44,0.57,1.25
26,10.516,-0.44,0.57,1.25
27,10.519,-0.32,0.49,1.18
28,10.545,-0.32,0.49,1.18
29,10.547,-0.19,0.46,1.22
30,10.583,-0.19,0.46,1.22
31,10.586,-0.19,0.47,1.24
32,10.621,-0.19,0.47,1.24
33,10.624,-0.23,0.43,1.33
34,10.659,-0.23,0.43,1.33
35,10.662,-0.05,0.28,1.59
36,10.696,-0.05,0.28,1.59
37,10.699,0.06,-0.14,1.83
38,10.735,0.06,-0.14,1.83
39,10.737,-0.02,-0.62,1.73
40,10.773,-0.02,-0.62,1.73
41,10.775,-0.19,-1.19,1.58
42,10.817,-0.19,-1.19,1.58
43,10.819,-0.56,-2.67,1.14
44,10.848,-0.56,-2.67,1.14
45,10.85,-0.96,-2.8,0.31
46,10.886,-0.96,-2.8,0.31
47,10.89,-1.06,-2.87,-0.37
48,10.934,-1.06,-2.87,-0.37
49,10.937,-1.08,-2.85,-1.96
50,10.962,-1.08,-2.85,-1.96
51,10.966,-0.91,-2.61,-2.12
52,11.001,-0.91,-2.61,-2.12
53,11.004,-0.47,-2.3,-1.79
54,11.038,-0.47,-2.3,-1.79
55,11.039,0.11,-1.93,-1.57
56,11.076,0.11,-1.93,-1.57
57,11.078,0.53,-1.44,-1.34
58,11.128,0.53,-1.44,-1.34
59,11.13,0.8,0.28,-1.35
60,11.152,0.8,0.28,-1.35
61,11.154,0.95,0.63,-1.55
62,11.19,0.95,0.63,-1.55
63,11.192,0.68,2.17,-1.2
64,11.23,0.68,2.17,-1.2
65,11.233,0.34,4.05,-0.68
66,11.267,0.34,4.05,-0.68
67,11.269,0.04,4.27,-0.53
68,11.312,0.04,4.27,-0.53
69,11.314,-0.12,4.63,-0.69
70,11.342,-0.12,4.63,-0.69
71,11.345,-0.12,4.75,-2.03
72,11.38,-0.12,4.75,-2.03
73,11.384,-0.05,4.65,-2.31
74,11.426,-0.05,4.65,-2.31
75,11.429,-0.1,4.44,-2.6
76,11.457,-0.1,4.44,-2.6
77,11.458,-0.38,2.09,-5.18
78,11.494,-0.38,2.09,-5.18
79,11.496,-0.38,1.57,-4.87
80,11.532,-0.38,1.57,-4.87
81,11.534,-0.33,1.19,-4.06
82,11.57,-0.33,1.19,-4.06
83,11.572,-0.45,0.46,-2.78
84,11.614,-0.45,0.46,-2.78
85,11.616,-0.34,-1.19,0.44
86,11.645,-0.34,-1.19,0.44
87,11.648,-0.3,-1.08,2.37
88,11.684,-0.3,-1.08,2.37
89,11.685,-0.07,-1.49,2.64
90,11.722,-0.07,-1.49,2.64
91,11.725,1.62,-2.06,2.67
92,11.76,1.62,-2.06,2.67
93,11.762,1.62,-1.85,2.85
94,11.798,1.62,-1.85,2.85
95,11.799,1.39,-1.47,2.6
96,11.836,1.39,-1.47,2.6
97,11.837,0.98,-1.01,2.14
98,11.874,0.98,-1.01,2.14
99,11.876,0.5,-0.28,2.01
100,11.912,0.5,-0.28,2.01
101,11.915,0.21,0.42,1.81
102,11.95,0.21,0.42,1.81
103,11.952,0.1,0.79,1.45
104,11.988,0.1,0.79,1.45
105,11.989,0.05,0.93,1.08
106,12.027,0.05,0.93,1.08
107,12.029,0.0,0.84,0.78
108,12.064,0.0,0.84,0.78
109,12.066,-0.07,0.62,0.68
110,12.101,-0.07,0.62,0.68
111,12.103,-0.18,0.43,0.84
112,12.151,-0.18,0.43,0.84
113,12.153,-0.28,0.26,1.06
114,12.177,-0.28,0.26,1.06
115,12.179,-0.33,0.04,1.32
116,12.216,-0.33,0.04,1.32
117,12.219,-0.22,-0.32,3.12
118,12.255,-0.22,-0.32,3.12
119,12.257,-0.24,-2.17,3.15
120,12.292,-0.24,-2.17,3.15
121,12.293,-0.71,-2.54,1.24
122,12.329,-0.71,-2.54,1.24
123,12.332,-1.02,-2.87,0.74
124,12.368,-1.02,-2.87,0.74
125,12.37,-1.24,-3.06,-1.27
126,12.414,-1.24,-3.06,-1.27
127,12.417,-1.23,-2.99,-1.97
128,12.444,-1.23,-2.99,-1.97
129,12.446,-0.77,-2.67,-1.6
130,12.481,-0.77,-2.67,-1.6
131,12.485,-0.4,-2.42,-1.4
132,12.519,-0.4,-2.42,-1.4
133,12.521,-0.27,-2.07,-0.98
134,12.557,-0.27,-2.07,-0.98
135,12.559,0.01,-0.47,-0.73
136,12.596,0.01,-0.47,-0.73
137,12.6,0.43,-0.08,-0.91
138,12.633,0.43,-0.08,-0.91
139,12.635,0.55,1.58,-0.73
140,12.672,0.55,1.58,-0.73
141,12.673,0.49,3.13,-0.43
142,12.716,0.49,3.13,-0.43
143,12.719,0.22,5.0,-0.31
144,12.746,0.22,5.0,-0.31
145,12.748,-0.03,5.34,-0.23
146,12.785,-0.03,5.34,-0.23
147,12.787,-0.07,5.72,-0.52
148,12.826,-0.07,5.72,-0.52
149,12.83,0.12,5.79,-1.98
150,12.862,0.12,5.79,-1.98
151,12.865,0.32,5.4,-4.73
152,12.899,0.32,5.4,-4.73
153,12.903,0.3,3.15,-4.92
154,12.936,0.3,3.15,-4.92
155,12.938,0.09,1.57,-5.01
156,12.976,0.09,1.57,-5.01
157,12.978,-0.16,1.28,-4.16
158,13.013,-0.16,1.28,-4.16
159,13.016,-0.52,-0.55,-0.19
160,13.051,-0.52,-0.55,-0.19
161,13.052,-0.61,-1.11,1.16
162,13.089,-0.61,-1.11,1.16
163,13.091,-0.46,-1.73,2.37
164,13.138,-0.46,-1.73,2.37
165,13.142,-0.22,-3.61,3.17
166,13.168,-0.22,-3.61,3.17
167,13.169,0.25,-3.44,3.22
168,13.203,0.25,-3.44,3.22
169,13.204,0.57,-2.94,3.3
170,13.241,0.57,-2.94,3.3
171,13.242,0.71,-2.38,3.26
172,13.279,0.71,-2.38,3.26
173,13.281,0.82,-1.6,2.76
174,13.317,0.82,-1.6,2.76
175,13.32,0.94,-0.7,2.24
176,13.354,0.94,-0.7,2.24
177,13.356,1.03,-0.05,2.15
178,13.393,1.03,-0.05,2.15
179,13.394,0.97,0.47,1.79
180,13.431,0.97,0.47,1.79
181,13.435,0.68,0.73,1.41
182,13.469,0.68,0.73,1.41
183,13.47,0.21,0.83,1.29
184,13.506,0.21,0.83,1.29
185,13.509,-0.08,0.83,1.11
186,13.544,-0.08,0.83,1.11
187,13.545,-0.09,0.69,1.14
188,13.582,-0.09,0.69,1.14
189,13.585,-0.04,0.46,1.28
190,13.626,-0.04,0.46,1.28
191,13.629,-0.03,0.14,1.5
192,13.658,-0.03,0.14,1.5
193,13.66,-0.12,-0.25,1.9
194,13.697,-0.12,-0.25,1.9
195,13.7,-0.12,-0.64,3.6
196,13.734,-0.12,-0.64,3.6
197,13.736,-1.95,-2.61,3.49
198,13.773,-1.95,-2.61,3.49
199,13.774,-2.22,-2.78,2.8
200,13.811,-2.22,-2.78,2.8
201,13.813,-2.18,-2.9,0.61
202,13.848,-2.18,-2.9,0.61
203,13.849,-2.03,-2.98,-2.33
204,13.886,-2.03,-2.98,-2.33
205,13.888,-0.21,-2.56,-2.38
206,13.932,-0.21,-2.56,-2.38
207,13.934,0.07,-1.9,-1.95
208,13.962,0.07,-1.9,-1.95
209,13.964,-1.53,-0.42,-1.56
210,14.001,-1.53,-0.42,-1.56
211,14.003,-3.02,0.1,0.03
212,14.041,-3.02,0.1,0.03
213,14.044,-2.78,1.6,0.38
214,14.076,-2.78,1.6,0.38
215,14.079,-2.22,1.77,0.26
216,14.126,-2.22,1.77,0.26
217,14.13,-1.45,1.95,0.2
218,14.152,-1.45,1.95,0.2
219,14.155,0.36,2.04,0.1
220,14.19,0.36,2.04,0.1
221,14.193,0.69,2.08,-0.04
222,14.227,0.69,2.08,-0.04
223,14.229,0.74,2.34,0.09
224,14.266,0.74,2.34,0.09
225,14.269,0.77,2.65,0.08
226,14.305,0.77,2.65,0.08
227,14.308,1.04,2.81,-0.15
228,14.342,1.04,2.81,-0.15
229,14.344,1.61,2.54,-0.61
230,14.38,1.61,2.54,-0.61
231,14.382,3.54,0.68,-2.62
232,14.425,3.54,0.68,-2.62
233,14.427,3.73,-1.37,-4.41
234,14.456,3.73,-1.37,-4.41
235,14.458,3.23,-3.32,-4.31
236,14.494,3.23,-3.32,-4.31
237,14.496,0.97,-3.26,-4.53
238,14.534,0.97,-3.26,-4.53
239,14.536,-1.76,-0.77,-1.42
240,14.571,-1.76,-0.77,-1.42
241,14.573,-2.39,-0.3,-0.44
242,14.608,-2.39,-0.3,-0.44
243,14.61,-2.32,1.37,2.39
244,14.645,-2.32,1.37,2.39
245,14.649,-0.82,1.15,4.21
246,14.683,-0.82,1.15,4.21
247,14.685,-0.28,0.78,4.41
248,14.724,-0.28,0.78,4.41
249,14.725,-0.05,0.4,4.46
250,14.76,-0.05,0.4,4.46
251,14.762,-0.01,0.25,3.97
252,14.797,-0.01,0.25,3.97
253,14.799,0.07,0.37,3.2
254,14.836,0.07,0.37,3.2
255,14.839,0.15,0.43,2.6
256,14.873,0.15,0.43,2.6
257,14.875,0.43,0.46,2.12
258,14.911,0.43,0.46,2.12
259,14.913,0.84,0.49,1.5
260,14.949,0.84,0.49,1.5
261,14.951,1.08,0.39,0.85
262,14.987,1.08,0.39,0.85
263,14.989,1.16,0.19,-0.0
264,15.026,1.16,0.19,-0.0
265,15.028,1.2,0.11,-0.65
266,15.064,1.2,0.11,-0.65
267,15.066,1.32,0.16,-0.76
268,15.102,1.32,0.16,-0.76
269,15.104,1.36,0.25,-0.65
270,15.151,1.36,0.25,-0.65
271,15.153,1.26,0.09,-0.5
272,15.177,1.26,0.09,-0.5
273,15.179,1.03,-0.39,-0.68
274,15.216,1.03,-0.39,-0.68
275,15.218,0.56,-2.09,-2.44
276,15.253,0.56,-2.09,-2.44
277,15.255,-1.23,-2.26,-2.47
278,15.291,-1.23,-2.26,-2.47
279,15.293,-3.12,-2.26,-2.21
280,15.329,-3.12,-2.26,-2.21
281,15.332,-3.59,-2.08,-1.47
282,15.367,-3.59,-2.08,-1.47
283,15.369,-3.72,-1.66,-0.58
284,15.406,-3.72,-1.66,-0.58
285,15.408,-3.09,-1.14,0.08
286,15.443,-3.09,-1.14,0.08
287,15.446,-0.96,-0.58,0.1
288,15.481,-0.96,-0.58,0.1
289,15.483,-0.37,1.21,-0.02
290,15.523,-0.37,1.21,-0.02
291,15.525,0.1,1.74,0.06
292,15.558,0.1,1.74,0.06
293,15.56,0.54,3.14,0.09
294,15.595,0.54,3.14,0.09
295,15.597,0.93,3.15,0.08
296,15.633,0.93,3.15,0.08
297,15.635,1.55,2.62,-0.29
298,15.671,1.55,2.62,-0.29
299,15.673,3.68,0.41,-2.33
300,15.709,3.68,0.41,-2.33
301,15.71,4.03,-1.22,-4.21
302,15.747,4.03,-1.22,-4.21
303,15.75,3.86,-1.53,-4.68
304,15.786,3.86,-1.53,-4.68
305,15.787,3.24,-1.9,-4.57
306,15.823,3.24,-1.9,-4.57
307,15.828,-0.46,-2.03,-2.58
308,15.861,-0.46,-2.03,-2.58
309,15.863,-2.65,-1.47,-0.22
310,15.899,-2.65,-1.47,-0.22
311,15.901,-3.3,-0.06,0.69
312,15.94,-3.3,-0.06,0.69
313,15.943,-3.68,0.14,3.09
314,15.976,-3.68,0.14,3.09
315,15.978,-1.91,0.5,5.01
316,16.013,-1.91,0.5,5.01
317,16.015,0.16,0.28,5.05
318,16.05,0.16,0.28,5.05
319,16.053,0.48,-0.14,4.53
320,16.089,0.48,-0.14,4.53
321,16.092,0.88,-0.19,2.53
322,16.14,0.88,-0.19,2.53
323,16.143,1.15,-0.16,1.54
324,16.167,1.15,-0.16,1.54
325,16.169,1.2,-0.11,0.6
326,16.203,1.2,-0.11,0.6
327,16.206,1.61,0.01,0.46
328,16.241,1.61,0.01,0.46
329,16.242,1.84,0.03,-0.07
330,16.278,1.84,0.03,-0.07
331,16.28,1.47,0.14,-0.77
332,16.316,1.47,0.14,-0.77
333,16.32,0.86,0.29,-1.01
334,16.359,0.86,0.29,-1.01
335,16.361,0.41,0.38,-0.99
336,16.393,0.41,0.38,-0.99
337,16.394,0.13,0.44,-0.55
338,16.43,0.13,0.44,-0.55
339,16.432,-0.04,0.23,0.06
340,16.468,-0.04,0.23,0.06
341,16.469,0.04,-0.09,0.65
342,16.506,0.04,-0.09,0.65
343,16.508,-0.1,-1.83,1.25
344,16.544,-0.1,-1.83,1.25
345,16.546,-0.71,-2.21,1.02
346,16.582,-0.71,-2.21,1.02
347,16.584,-1.1,-2.59,0.39
348,16.62,-1.1,-2.59,0.39
349,16.623,-1.27,-3.04,-1.51
350,16.658,-1.27,-3.04,-1.51
351,16.659,-1.24,-3.22,-3.38
352,16.696,-1.24,-3.22,-3.38
353,16.697,-0.66,-3.18,-3.23
354,16.743,-0.66,-3.18,-3.23
355,16.744,-0.36,-3.13,-3.14
356,16.772,-0.36,-3.13,-3.14
357,16.773,-0.55,-2.61,-2.46
358,16.811,-0.55,-2.61,-2.46
359,16.814,-0.25,-0.95,-1.77
360,16.848,-0.25,-0.95,-1.77
361,16.852,0.2,-0.5,-1.43
362,16.886,0.2,-0.5,-1.43
363,16.888,0.44,1.48,-0.86
364,16.924,0.44,1.48,-0.86
365,16.925,0.59,3.15,-0.35
366,16.962,0.59,3.15,-0.35
367,16.963,0.25,5.24,0.25
368,16.999,0.25,5.24,0.25
369,17.001,-0.25,5.71,0.6
370,17.039,-0.25,5.71,0.6
371,17.041,-0.22,6.05,0.41
372,17.076,-0.22,6.05,0.41
373,17.078,0.05,5.73,-3.39
374,17.127,0.05,5.73,-3.39
375,17.129,0.1,1.78,-5.19
376,17.152,0.1,1.78,-5.19
377,17.155,0.08,1.5,-5.02
378,17.19,0.08,1.5,-5.02
379,17.192,-0.25,1.37,-4.49
380,17.228,-0.25,1.37,-4.49
381,17.229,-0.55,-1.31,-2.05
382,17.266,-0.55,-1.31,-2.05
383,17.267,-0.35,-1.32,-0.9
384,17.303,-0.35,-1.32,-0.9
385,17.305,-0.19,-1.31,1.03
386,17.341,-0.19,-1.31,1.03
387,17.343,0.04,-2.07,1.78
388,17.38,0.04,-2.07,1.78
389,17.382,0.54,-2.21,2.07
390,17.419,0.54,-2.21,2.07
391,17.422,0.9,-1.83,2.46
392,17.456,0.9,-1.83,2.46
393,17.458,1.19,-1.65,2.38
394,17.493,1.19,-1.65,2.38
395,17.495,1.53,-1.36,2.16
396,17.538,1.53,-1.36,2.16
397,17.539,1.59,-0.67,2.15
398,17.57,1.59,-0.67,2.15
399,17.571,1.36,-0.0,2.15
400,17.608,1.36,-0.0,2.15
401,17.611,0.98,0.47,1.99
402,17.646,0.98,0.47,1.99
403,17.649,0.49,0.74,1.73
404,17.683,0.49,0.74,1.73
405,17.685,0.0,0.82,1.39
406,17.722,0.0,0.82,1.39
407,17.723,-0.23,0.82,0.99
408,17.759,-0.23,0.82,0.99
409,17.762,-0.28,0.59,0.89
410,17.796,-0.28,0.59,0.89
411,17.797,-0.23,0.2,0.8
412,17.838,-0.23,0.2,0.8
413,17.84,-0.11,-0.26,2.27
414,17.873,-0.11,-0.26,2.27
415,17.874,-0.18,-2.14,2.71
416,17.911,-0.18,-2.14,2.71
417,17.915,-1.84,-2.47,2.53
418,17.948,-1.84,-2.47,2.53
419,17.95,-1.92,-2.92,0.69
420,17.986,-1.92,-2.92,0.69
421,17.988,-1.82,-3.41,-2.22
422,18.025,-1.82,-3.41,-2.22
423,18.027,-1.67,-3.93,-2.77
424,18.067,-1.67,-3.93,-2.77
425,18.07,-1.02,-4.04,-1.44
426,18.102,-1.02,-4.04,-1.44
427,18.104,-0.35,-3.72,-1.34
428,18.151,-0.35,-3.72,-1.34
429,18.154,0.21,-2.05,-0.72
430,18.176,0.21,-2.05,-0.72
431,18.177,0.85,-0.18,-0.41
432,18.215,0.85,-0.18,-0.41
433,18.216,1.18,1.43,-0.3
434,18.254,1.18,1.43,-0.3
435,18.256,1.18,3.37,0.1
436,18.291,1.18,3.37,0.1
437,18.293,0.83,5.03,0.47
438,18.328,0.83,5.03,0.47
439,18.33,0.35,5.47,0.56
440,18.366,0.35,5.47,0.56
441,18.368,0.24,5.59,-1.03
442,18.405,0.24,5.59,-1.03
443,18.406,0.41,5.35,-2.49
444,18.447,0.41,5.35,-2.49
445,18.449,0.46,4.91,-2.86
446,18.481,0.46,4.91,-2.86
447,18.483,0.5,3.23,-5.06
448,18.519,0.5,3.23,-5.06
449,18.52,0.33,2.65,-6.37
450,18.557,0.33,2.65,-6.37
451,18.561,0.32,2.38,-5.45
452,18.595,0.32,2.38,-5.45
453,18.597,0.24,2.15,-4.58
454,18.638,0.24,2.15,-4.58
455,18.642,-0.02,0.29,-1.54
456,18.67,-0.02,0.29,-1.54
457,18.671,-0.07,-0.31,1.14
458,18.708,-0.07,-0.31,1.14
459,18.71,-0.35,-2.23,1.95
460,18.746,-0.35,-2.23,1.95
461,18.747,-0.41,-2.8,2.8
462,18.784,-0.41,-2.8,2.8
463,18.786,-0.14,-2.97,3.11
464,18.822,-0.14,-2.97,3.11
465,18.824,0.06,-2.76,3.06
466,18.86,0.06,-2.76,3.06
467,18.862,0.28,-2.65,2.85
468,18.898,0.28,-2.65,2.85
469,18.899,0.68,-2.39,2.64
470,18.936,0.68,-2.39,2.64
471,18.938,1.06,-1.64,2.6
472,18.974,1.06,-1.64,2.6
473,18.975,1.1,0.19,2.59
474,19.013,1.1,0.19,2.59
475,19.015,0.9,0.61,2.16
476,19.054,0.9,0.61,2.16
477,19.057,0.52,1.17,1.59
478,19.088,0.52,1.17,1.59
479,19.09,-0.07,1.57,1.19
480,19.137,-0.07,1.57,1.19
481,19.14,-0.51,1.62,1.11
482,19.166,-0.51,1.62,1.11
483,19.168,-0.75,1.25,1.1
484,19.202,-0.75,1.25,1.1
485,19.204,-0.79,-0.51,1.34
486,19.24,-0.79,-0.51,1.34
487,19.243,-0.45,-0.86,1.69
488,19.278,-0.45,-0.86,1.69
489,19.279,0.11,-1.26,3.42
490,19.316,0.11,-1.26,3.42
491,19.318,0.16,-1.83,3.36
492,19.361,0.16,-1.83,3.36
493,19.363,-1.38,-2.08,2.68
494,19.392,-1.38,-2.08,2.68
495,19.393,-1.62,-2.15,0.81
496,19.43,-1.62,-2.15,0.81
497,19.433,-1.9,-2.27,-1.39
498,19.477,-1.9,-2.27,-1.39
499,19.478,-1.7,-2.17,-1.67
