,time,ax,ay,az
0,10.006,0.85,-0.17,0.16
1,10.034,0.18,-0.03,0.0
2,10.043,0.04,0.21,0.71
3,10.062,0.32,0.3,1.59
4,10.081,0.6,0.21,2.03
5,10.099,0.71,0.06,1.79
6,10.119,0.59,-0.09,1.22
7,10.137,0.5,-0.14,0.91
8,10.157,0.68,-0.05,1.04
9,10.175,0.82,-0.01,1.2
10,10.195,1.03,-0.02,1.43
11,10.214,0.92,-0.03,1.17
12,10.233,0.81,-0.05,0.89
13,10.252,0.61,-0.02,0.85
14,10.271,0.31,0.07,1.07
15,10.29,0.07,0.14,1.25
16,10.308,0.05,0.17,1.19
17,10.332,0.31,0.15,0.96
18,10.347,0.46,0.17,0.8
19,10.366,0.41,0.19,0.69
20,10.389,0.34,0.16,0.57
21,10.407,0.12,0.1,0.43
22,10.423,-0.08,-0.03,0.22
23,10.443,-0.1,-0.1,0.08
24,10.461,-0.1,0.01,0.19
25,10.48,-0.09,0.19,0.3
26,10.499,0.05,0.24,0.22
27,10.523,0.25,0.14,0.12
28,10.537,0.44,-0.03,0.1
29,10.556,0.52,-0.09,0.17
30,10.575,0.36,-0.01,0.22
31,10.594,0.06,0.03,0.18
32,10.614,-0.3,0.12,0.02
33,10.636,-0.54,0.22,-0.26
34,10.652,-0.52,0.23,-0.38
35,10.671,-0.4,0.19,-0.22
36,10.689,-0.22,0.15,-0.08
37,10.711,0.04,0.06,-0.06
38,10.733,0.2,-0.02,-0.01
39,10.747,0.22,0.01,0.0
40,10.766,0.16,0.03,-0.04
41,10.785,-0.15,0.13,-0.35
42,10.805,-0.28,0.18,-0.34
43,10.825,-0.35,0.19,-0.23
44,10.842,-0.27,0.22,-0.19
45,10.86,-0.16,0.22,-0.2
46,10.893,-0.09,0.26,-0.13
47,10.899,-0.1,0.26,-0.07
48,10.926,-0.33,0.12,0.06
49,10.939,-0.53,0.09,0.04
50,10.955,-0.59,0.16,0.0
51,10.975,-0.56,0.21,0.01
52,10.994,-0.47,0.21,-0.02
53,11.014,-0.35,0.21,-0.05
54,11.039,-0.18,0.21,0.03
55,11.051,-0.01,0.18,0.1
56,11.071,0.04,0.15,0.08
57,11.09,-0.05,0.13,0.09
58,11.108,-0.2,0.21,0.11
59,11.127,-0.31,0.24,0.06
60,11.147,-0.34,0.22,0.03
61,11.165,-0.32,0.17,-0.03
62,11.184,-0.06,0.18,-0.15
63,11.205,0.15,0.19,-0.21
64,11.226,0.19,0.18,-0.17
65,11.242,0.1,0.12,-0.15
