,time,ax,ay,az
0,10.005,0.03,0.09,0.0
1,10.024,0.03,0.09,0.0
2,10.043,0.02,0.09,-0.0
3,10.062,0.02,0.09,-0.0
4,10.082,0.02,0.09,-0.01
5,10.1,0.02,0.09,-0.01
6,10.119,0.02,0.09,-0.01
7,10.138,0.02,0.09,-0.01
8,10.157,0.02,0.09,-0.01
9,10.176,0.02,0.09,-0.01
10,10.195,0.02,0.2,-0.16
11,10.214,0.03,0.22,-0.21
12,10.233,0.04,0.18,-0.24
13,10.252,0.12,0.13,-0.24
14,10.277,0.21,0.1,-0.22
15,10.29,0.22,0.12,-0.25
16,10.31,0.11,0.15,-0.27
17,10.329,0.02,0.18,-0.26
18,10.35,-0.02,0.19,-0.24
19,10.371,-0.02,0.19,-0.22
20,10.386,-0.02,0.19,-0.21
21,10.405,-0.05,0.13,-0.02
22,10.423,-0.0,0.05,0.04
23,10.456,-0.0,0.05,0.06
24,10.462,-0.06,0.19,0.06
25,10.48,-0.08,0.18,-0.04
26,10.499,-0.01,0.17,-0.14
27,10.519,0.07,0.16,-0.14
28,10.538,0.11,0.12,-0.07
29,10.556,0.15,0.12,0.0
30,10.577,0.22,0.09,0.07
31,10.595,0.2,0.08,0.07
32,10.614,0.11,0.14,0.02
33,10.633,0.07,0.19,0.09
34,10.652,0.03,0.19,0.17
35,10.671,0.02,0.17,0.17
36,10.693,0.02,0.17,0.17
37,10.709,0.02,0.17,0.16
38,10.73,0.02,0.17,0.15
39,10.747,0.02,0.17,0.15
40,10.769,0.02,0.17,0.14
41,10.785,0.02,0.17,0.13
42,10.804,0.02,0.17,0.12
43,10.823,0.02,0.17,0.1
44,10.843,0.27,0.06,-0.19
45,10.861,0.23,0.13,-0.18
46,10.886,0.18,0.2,-0.2
47,10.9,0.17,0.24,-0.21
48,10.919,0.19,0.26,-0.16
49,10.937,0.2,0.2,-0.11
50,10.957,0.16,0.08,-0.09
51,10.976,0.14,0.02,-0.14
52,11.008,0.13,0.05,-0.16
53,11.016,0.12,0.06,-0.16
54,11.033,0.12,0.06,-0.16
55,11.051,0.11,0.06,-0.15
56,11.071,0.1,0.06,-0.14
57,11.09,0.09,0.06,-0.13
58,11.11,0.09,0.06,-0.12
59,11.129,0.08,0.07,-0.11
60,11.147,0.07,0.07,-0.1
61,11.168,0.06,0.07,-0.09
62,11.189,0.06,0.07,-0.08
63,11.205,0.05,0.08,-0.06
64,11.223,0.04,0.08,-0.05
65,11.243,0.03,0.08,-0.04
66,11.267,0.02,0.08,-0.02
67,11.285,0.02,0.08,-0.01
68,11.299,0.02,0.08,-0.01
69,11.319,0.01,0.08,-0.01
70,11.337,0.01,0.08,-0.01
71,11.357,0.01,0.08,-0.01
72,11.376,0.01,0.09,-0.01
73,11.398,0.01,0.09,-0.01
74,11.414,0.01,0.09,-0.01
75,11.451,0.01,0.09,-0.01
76,11.456,0.01,0.09,-0.01
77,11.474,0.01,0.09,-0.01
78,11.49,0.01,0.09,-0.01
79,11.509,0.01,0.09,-0.01
80,11.529,0.01,0.09,-0.01
81,11.547,0.01,0.09,-0.01
82,11.567,0.01,0.09,-0.01
83,11.59,0.01,0.09,-0.01
84,11.605,0.01,0.09,-0.01
85,11.623,0.01,0.09,-0.01
86,11.643,0.01,0.09,-0.01
87,11.666,0.01,0.09,-0.01
88,11.68,0.01,0.09,-0.01
89,11.699,0.01,0.09,-0.01
90,11.719,0.01,0.09,-0.01
91,11.738,0.01,0.09,-0.01
92,11.757,0.01,0.09,-0.01
93,11.776,0.01,0.09,-0.01
94,11.799,0.01,0.09,-0.01
95,11.814,0.01,0.09,-0.01
96,11.833,0.01,0.09,-0.01
97,11.852,0.01,0.09,-0.01
98,11.871,0.01,0.09,-0.01
99,11.89,0.01,0.09,-0.01
