
time,ax,ay,az,wx,wy,wz,
6.468,-0.21,0.16,0.33,-0.09,-0.10,-0.09,
6.469,-0.21,0.16,0.33,-0.09,-0.10,-0.09,
6.469,-0.21,0.16,0.33,-0.09,-0.10,-0.09,
6.469,-0.21,0.16,0.33,-0.09,-0.10,-0.09,
6.469,-0.21,0.16,0.33,-0.09,-0.10,-0.09,
6.476,-0.21,0.16,0.33,-0.14,-0.13,-0.09,
6.477,-0.21,0.16,0.33,-0.14,-0.13,-0.09,
6.478,-0.20,0.12,0.39,-0.14,-0.13,-0.09,
6.478,-0.20,0.12,0.39,-0.14,-0.13,-0.09,
6.486,-0.20,0.12,0.39,-0.16,-0.15,-0.08,
6.487,-0.20,0.12,0.39,-0.16,-0.15,-0.08,
6.487,-0.20,0.13,0.42,-0.16,-0.15,-0.08,
6.488,-0.20,0.13,0.42,-0.16,-0.15,-0.08,
6.496,-0.20,0.13,0.42,-0.16,-0.16,-0.07,
6.496,-0.20,0.13,0.42,-0.16,-0.16,-0.07,
6.497,-0.21,0.13,0.39,-0.16,-0.16,-0.07,
6.498,-0.21,0.13,0.39,-0.16,-0.16,-0.07,
6.506,-0.21,0.13,0.39,-0.14,-0.16,-0.08,
6.507,-0.21,0.13,0.39,-0.14,-0.16,-0.08,
6.508,-0.26,0.12,0.38,-0.14,-0.16,-0.08,
6.509,-0.26,0.12,0.38,-0.14,-0.16,-0.08,
6.515,-0.26,0.12,0.38,-0.12,-0.16,-0.09,
6.516,-0.26,0.12,0.38,-0.12,-0.16,-0.09,
6.517,-0.35,0.15,0.36,-0.12,-0.16,-0.09,
6.518,-0.35,0.15,0.36,-0.12,-0.16,-0.09,
6.524,-0.35,0.15,0.36,-0.09,-0.16,-0.09,
6.525,-0.35,0.15,0.36,-0.09,-0.16,-0.09,
6.525,-0.46,0.17,0.35,-0.09,-0.16,-0.09,
6.526,-0.46,0.17,0.35,-0.09,-0.16,-0.09,
6.534,-0.46,0.17,0.35,-0.07,-0.17,-0.10,
6.535,-0.46,0.17,0.35,-0.07,-0.17,-0.10,
6.535,-0.58,0.20,0.38,-0.07,-0.17,-0.10,
6.536,-0.58,0.20,0.38,-0.07,-0.17,-0.10,
6.544,-0.58,0.20,0.38,-0.07,-0.17,-0.10,
6.545,-0.58,0.20,0.38,-0.07,-0.17,-0.10,
6.546,-0.58,0.20,0.38,-0.07,-0.17,-0.10,
6.546,-0.58,0.20,0.38,-0.07,-0.17,-0.10,
6.554,-0.58,0.20,0.38,-0.06,-0.20,-0.10,
6.555,-0.58,0.20,0.38,-0.06,-0.20,-0.10,
6.556,-0.79,0.23,0.42,-0.06,-0.20,-0.10,
6.557,-0.79,0.23,0.42,-0.06,-0.20,-0.10,
6.563,-0.79,0.23,0.42,-0.06,-0.25,-0.09,
6.563,-0.79,0.23,0.42,-0.06,-0.25,-0.09,
6.564,-0.84,0.19,0.45,-0.06,-0.25,-0.09,
6.565,-0.84,0.19,0.45,-0.06,-0.25,-0.09,
6.578,-0.84,0.19,0.45,-0.07,-0.32,-0.06,
6.579,-0.84,0.19,0.45,-0.07,-0.32,-0.06,
6.58,-0.90,0.17,0.45,-0.07,-0.32,-0.06,
6.58,-0.90,0.17,0.45,-0.07,-0.32,-0.06,
6.586,-0.90,0.17,0.45,-0.07,-0.39,-0.04,
6.587,-0.90,0.17,0.45,-0.07,-0.39,-0.04,
6.587,-0.92,0.11,0.48,-0.07,-0.39,-0.04,
6.588,-0.92,0.11,0.48,-0.07,-0.39,-0.04,
6.591,-0.92,0.11,0.48,-0.07,-0.46,-0.01,
6.591,-0.92,0.11,0.48,-0.07,-0.46,-0.01,
6.592,-0.94,0.04,0.49,-0.07,-0.46,-0.01,
6.592,-0.94,0.04,0.49,-0.07,-0.46,-0.01,
6.601,-0.94,0.04,0.49,-0.05,-0.50,0.01,
6.602,-0.94,0.04,0.49,-0.05,-0.50,0.01,
6.603,-0.95,-0.00,0.48,-0.05,-0.50,0.01,
6.603,-0.95,-0.00,0.48,-0.05,-0.50,0.01,
6.61,-0.95,-0.00,0.48,-0.02,-0.53,0.03,
6.611,-0.95,-0.00,0.48,-0.02,-0.53,0.03,
6.612,-0.93,-0.05,0.47,-0.02,-0.53,0.03,
6.613,-0.93,-0.05,0.47,-0.02,-0.53,0.03,
6.62,-0.93,-0.05,0.47,0.03,-0.53,0.04,
6.621,-0.93,-0.05,0.47,0.03,-0.53,0.04,
6.622,-0.94,-0.07,0.46,0.03,-0.53,0.04,
6.622,-0.94,-0.07,0.46,0.03,-0.53,0.04,
6.629,-0.94,-0.07,0.46,0.08,-0.51,0.04,
6.629,-0.94,-0.07,0.46,0.08,-0.51,0.04,
6.63,-0.92,-0.07,0.46,0.08,-0.51,0.04,
6.63,-0.92,-0.07,0.46,0.08,-0.51,0.04,
6.639,-0.92,-0.07,0.46,0.12,-0.49,0.04,
6.639,-0.92,-0.07,0.46,0.12,-0.49,0.04,
6.64,-0.90,-0.06,0.45,0.12,-0.49,0.04,
6.641,-0.90,-0.06,0.45,0.12,-0.49,0.04,
6.653,-0.90,-0.06,0.45,0.15,-0.45,0.05,
6.654,-0.90,-0.06,0.45,0.15,-0.45,0.05,
6.655,-0.91,-0.03,0.42,0.15,-0.45,0.05,
6.655,-0.91,-0.03,0.42,0.15,-0.45,0.05,
6.658,-0.91,-0.03,0.42,0.16,-0.41,0.05,
6.658,-0.91,-0.03,0.42,0.16,-0.41,0.05,
6.664,-0.90,0.03,0.38,0.16,-0.41,0.05,
6.664,-0.90,0.03,0.38,0.16,-0.41,0.05,
6.667,-0.90,0.03,0.38,0.16,-0.36,0.05,
6.668,-0.90,0.03,0.38,0.16,-0.36,0.05,
6.668,-0.90,0.11,0.35,0.16,-0.36,0.05,
6.669,-0.90,0.11,0.35,0.16,-0.36,0.05,
6.676,-0.90,0.11,0.35,0.14,-0.33,0.03,
6.677,-0.90,0.11,0.35,0.14,-0.33,0.03,
6.678,-0.93,0.18,0.34,0.14,-0.33,0.03,
6.678,-0.93,0.18,0.34,0.14,-0.33,0.03,
6.687,-0.93,0.18,0.34,0.10,-0.29,0.00,
6.688,-0.93,0.18,0.34,0.10,-0.29,0.00,
6.689,-0.91,0.21,0.36,0.10,-0.29,0.00,
6.689,-0.91,0.21,0.36,0.10,-0.29,0.00,
6.697,-0.91,0.21,0.36,0.04,-0.27,-0.02,
6.698,-0.91,0.21,0.36,0.04,-0.27,-0.02,
6.699,-0.91,0.23,0.40,0.04,-0.27,-0.02,
6.7,-0.91,0.23,0.40,0.04,-0.27,-0.02,
6.706,-0.91,0.23,0.40,-0.02,-0.26,-0.04,
6.707,-0.91,0.23,0.40,-0.02,-0.26,-0.04,
6.708,-0.91,0.22,0.40,-0.02,-0.26,-0.04,
6.708,-0.91,0.22,0.40,-0.02,-0.26,-0.04,
6.715,-0.91,0.22,0.40,-0.07,-0.24,-0.05,
6.716,-0.91,0.22,0.40,-0.07,-0.24,-0.05,
6.716,-0.94,0.19,0.44,-0.07,-0.24,-0.05,
6.717,-0.94,0.19,0.44,-0.07,-0.24,-0.05,
6.724,-0.94,0.19,0.44,-0.11,-0.23,-0.06,
6.724,-0.94,0.19,0.44,-0.11,-0.23,-0.06,
6.725,-0.95,0.20,0.45,-0.11,-0.23,-0.06,
6.725,-0.95,0.20,0.45,-0.11,-0.23,-0.06,
6.734,-0.95,0.20,0.45,-0.14,-0.23,-0.06,
6.734,-0.95,0.20,0.45,-0.14,-0.23,-0.06,
6.735,-0.95,0.20,0.41,-0.14,-0.23,-0.06,
6.735,-0.95,0.20,0.41,-0.14,-0.23,-0.06,
6.744,-0.95,0.20,0.41,-0.14,-0.23,-0.06,
6.745,-0.95,0.20,0.41,-0.14,-0.23,-0.06,
6.745,-0.95,0.20,0.41,-0.14,-0.23,-0.06,
6.746,-0.95,0.20,0.41,-0.14,-0.23,-0.06,
6.754,-0.95,0.20,0.41,-0.15,-0.23,-0.06,
6.755,-0.95,0.20,0.41,-0.15,-0.23,-0.06,
6.756,-0.88,0.25,0.37,-0.15,-0.23,-0.06,
6.757,-0.88,0.25,0.37,-0.15,-0.23,-0.06,
6.762,-0.88,0.25,0.37,-0.15,-0.23,-0.05,
6.763,-0.88,0.25,0.37,-0.15,-0.23,-0.05,
6.763,-0.84,0.25,0.37,-0.15,-0.23,-0.05,
6.763,-0.84,0.25,0.37,-0.15,-0.23,-0.05,
6.771,-0.84,0.25,0.37,-0.15,-0.23,-0.04,
6.772,-0.84,0.25,0.37,-0.15,-0.23,-0.04,
6.773,-0.78,0.24,0.39,-0.15,-0.23,-0.04,
6.773,-0.78,0.24,0.39,-0.15,-0.23,-0.04,
6.782,-0.78,0.24,0.39,-0.15,-0.23,-0.05,
6.782,-0.78,0.24,0.39,-0.15,-0.23,-0.05,
6.783,-0.73,0.24,0.42,-0.15,-0.23,-0.05,
6.783,-0.73,0.24,0.42,-0.15,-0.23,-0.05,
6.791,-0.73,0.24,0.42,-0.15,-0.21,-0.06,
6.792,-0.73,0.24,0.42,-0.15,-0.21,-0.06,
6.793,-0.68,0.22,0.45,-0.15,-0.21,-0.06,
6.793,-0.68,0.22,0.45,-0.15,-0.21,-0.06,
6.8,-0.68,0.22,0.45,-0.15,-0.18,-0.07,
6.802,-0.68,0.22,0.45,-0.15,-0.18,-0.07,
6.802,-0.64,0.18,0.48,-0.15,-0.18,-0.07,
6.803,-0.64,0.18,0.48,-0.15,-0.18,-0.07,
6.81,-0.64,0.18,0.48,-0.14,-0.14,-0.07,
6.811,-0.64,0.18,0.48,-0.14,-0.14,-0.07,
6.811,-0.61,0.17,0.52,-0.14,-0.14,-0.07,
6.812,-0.61,0.17,0.52,-0.14,-0.14,-0.07,
6.82,-0.61,0.17,0.52,-0.12,-0.10,-0.06,
6.821,-0.61,0.17,0.52,-0.12,-0.10,-0.06,
6.822,-0.59,0.14,0.56,-0.12,-0.10,-0.06,
6.823,-0.59,0.14,0.56,-0.12,-0.10,-0.06,
6.829,-0.59,0.14,0.56,-0.09,-0.07,-0.05,
6.83,-0.59,0.14,0.56,-0.09,-0.07,-0.05,
6.831,-0.53,0.12,0.58,-0.09,-0.07,-0.05,
6.831,-0.53,0.12,0.58,-0.09,-0.07,-0.05,
6.839,-0.53,0.12,0.58,-0.06,-0.04,-0.05,
6.84,-0.53,0.12,0.58,-0.06,-0.04,-0.05,
6.841,-0.45,0.10,0.58,-0.06,-0.04,-0.05,
6.842,-0.45,0.10,0.58,-0.06,-0.04,-0.05,
6.853,-0.45,0.10,0.58,-0.03,-0.01,-0.05,
6.854,-0.45,0.10,0.58,-0.03,-0.01,-0.05,
6.854,-0.36,0.09,0.58,-0.03,-0.01,-0.05,
6.855,-0.36,0.09,0.58,-0.03,-0.01,-0.05,
6.858,-0.36,0.09,0.58,0.00,0.02,-0.05,
6.859,-0.36,0.09,0.58,0.00,0.02,-0.05,
6.86,-0.26,0.11,0.55,0.00,0.02,-0.05,
6.86,-0.26,0.11,0.55,0.00,0.02,-0.05,
6.87,-0.26,0.11,0.55,0.03,0.06,-0.05,
6.871,-0.26,0.11,0.55,0.03,0.06,-0.05,
6.872,-0.17,0.12,0.53,0.03,0.06,-0.05,
6.873,-0.17,0.12,0.53,0.03,0.06,-0.05,
6.877,-0.17,0.12,0.53,0.05,0.10,-0.06,
6.877,-0.17,0.12,0.53,0.05,0.10,-0.06,
6.878,-0.09,0.13,0.52,0.05,0.10,-0.06,
6.879,-0.09,0.13,0.52,0.05,0.10,-0.06,
6.886,-0.09,0.13,0.52,0.06,0.15,-0.08,
6.887,-0.09,0.13,0.52,0.06,0.15,-0.08,
6.887,-0.04,0.15,0.54,0.06,0.15,-0.08,
6.888,-0.04,0.15,0.54,0.06,0.15,-0.08,
6.895,-0.04,0.15,0.54,0.06,0.20,-0.09,
6.896,-0.04,0.15,0.54,0.06,0.20,-0.09,
6.901,0.00,0.14,0.55,0.06,0.20,-0.09,
6.901,0.00,0.14,0.55,0.06,0.20,-0.09,
6.905,0.00,0.14,0.55,0.05,0.24,-0.10,
6.906,0.00,0.14,0.55,0.05,0.24,-0.10,
6.907,0.03,0.14,0.56,0.05,0.24,-0.10,
6.907,0.03,0.14,0.56,0.05,0.24,-0.10,
6.914,0.03,0.14,0.56,0.04,0.27,-0.10,
6.915,0.03,0.14,0.56,0.04,0.27,-0.10,
6.916,0.05,0.16,0.56,0.04,0.27,-0.10,
6.916,0.05,0.16,0.56,0.04,0.27,-0.10,
6.924,0.05,0.16,0.56,0.02,0.28,-0.10,
6.925,0.05,0.16,0.56,0.02,0.28,-0.10,
6.925,0.09,0.16,0.56,0.02,0.28,-0.10,
6.926,0.09,0.16,0.56,0.02,0.28,-0.10,
6.934,0.09,0.16,0.56,0.01,0.29,-0.09,
6.935,0.09,0.16,0.56,0.01,0.29,-0.09,
6.935,0.14,0.16,0.55,0.01,0.29,-0.09,
6.935,0.14,0.16,0.55,0.01,0.29,-0.09,
6.945,0.14,0.16,0.55,-0.00,0.28,-0.09,
6.946,0.14,0.16,0.55,-0.00,0.28,-0.09,
6.946,0.16,0.17,0.56,-0.00,0.28,-0.09,
6.947,0.16,0.17,0.56,-0.00,0.28,-0.09,
6.955,0.16,0.17,0.56,-0.00,0.28,-0.09,
6.956,0.16,0.17,0.56,-0.00,0.28,-0.09,
6.957,0.16,0.17,0.56,-0.00,0.28,-0.09,
6.957,0.16,0.17,0.56,-0.00,0.28,-0.09,
6.962,0.16,0.17,0.56,-0.01,0.27,-0.09,
6.963,0.16,0.17,0.56,-0.01,0.27,-0.09,
6.963,0.16,0.07,0.55,-0.01,0.27,-0.09,
6.964,0.16,0.07,0.55,-0.01,0.27,-0.09,
6.976,0.16,0.07,0.55,-0.02,0.26,-0.08,
6.977,0.16,0.07,0.55,-0.02,0.26,-0.08,
6.977,0.15,0.00,0.57,-0.02,0.26,-0.08,
6.978,0.15,0.00,0.57,-0.02,0.26,-0.08,
6.984,0.15,0.00,0.57,-0.01,0.24,-0.07,
6.985,0.15,0.00,0.57,-0.01,0.24,-0.07,
6.985,0.14,-0.04,0.58,-0.01,0.24,-0.07,
6.986,0.14,-0.04,0.58,-0.01,0.24,-0.07,
6.991,0.14,-0.04,0.58,0.01,0.21,-0.05,
6.992,0.14,-0.04,0.58,0.01,0.21,-0.05,
6.992,0.14,-0.03,0.59,0.01,0.21,-0.05,
6.993,0.14,-0.03,0.59,0.01,0.21,-0.05,
7.0,0.14,-0.03,0.59,0.04,0.18,-0.03,
7.002,0.14,-0.03,0.59,0.04,0.18,-0.03,
7.003,0.12,0.02,0.59,0.04,0.18,-0.03,
7.004,0.12,0.02,0.59,0.04,0.18,-0.03,
7.01,0.12,0.02,0.59,0.06,0.15,-0.00,
7.011,0.12,0.02,0.59,0.06,0.15,-0.00,
7.012,0.11,0.08,0.56,0.06,0.15,-0.00,
7.012,0.11,0.08,0.56,0.06,0.15,-0.00,
7.02,0.11,0.08,0.56,0.07,0.11,0.02,
7.022,0.11,0.08,0.56,0.07,0.11,0.02,
7.022,0.11,0.10,0.56,0.07,0.11,0.02,
7.023,0.11,0.10,0.56,0.07,0.11,0.02,
7.029,0.11,0.10,0.56,0.06,0.09,0.04,
7.03,0.11,0.10,0.56,0.06,0.09,0.04,
7.03,0.08,0.10,0.56,0.06,0.09,0.04,
7.031,0.08,0.10,0.56,0.06,0.09,0.04,
7.038,0.08,0.10,0.56,0.04,0.06,0.05,
7.039,0.08,0.10,0.56,0.04,0.06,0.05,
7.04,0.04,0.08,0.59,0.04,0.06,0.05,
7.041,0.04,0.08,0.59,0.04,0.06,0.05,
7.053,0.04,0.08,0.59,0.02,0.04,0.03,
7.054,0.04,0.08,0.59,0.02,0.04,0.03,
7.055,0.01,0.06,0.63,0.02,0.04,0.03,
7.055,0.01,0.06,0.63,0.02,0.04,0.03,
7.058,0.01,0.06,0.63,0.00,0.02,0.02,
7.059,0.01,0.06,0.63,0.00,0.02,0.02,
7.059,-0.02,0.07,0.63,0.00,0.02,0.02,
7.06,-0.02,0.07,0.63,0.00,0.02,0.02,
7.067,-0.02,0.07,0.63,-0.01,-0.01,0.00,
7.068,-0.02,0.07,0.63,-0.01,-0.01,0.00,
7.068,-0.04,0.09,0.62,-0.01,-0.01,0.00,
7.068,-0.04,0.09,0.62,-0.01,-0.01,0.00,
7.077,-0.04,0.09,0.62,-0.01,-0.03,-0.00,
7.078,-0.04,0.09,0.62,-0.01,-0.03,-0.00,
7.078,-0.06,0.08,0.59,-0.01,-0.03,-0.00,
7.079,-0.06,0.08,0.59,-0.01,-0.03,-0.00,
7.087,-0.06,0.08,0.59,-0.01,-0.04,0.00,
7.088,-0.06,0.08,0.59,-0.01,-0.04,0.00,
7.088,-0.11,0.10,0.55,-0.01,-0.04,0.00,
7.089,-0.11,0.10,0.55,-0.01,-0.04,0.00,
7.095,-0.11,0.10,0.55,-0.02,-0.06,0.01,
7.096,-0.11,0.10,0.55,-0.02,-0.06,0.01,
7.097,-0.15,0.13,0.53,-0.02,-0.06,0.01,
7.097,-0.15,0.13,0.53,-0.02,-0.06,0.01,
7.106,-0.15,0.13,0.53,-0.03,-0.08,0.02,
7.107,-0.15,0.13,0.53,-0.03,-0.08,0.02,
7.107,-0.17,0.14,0.53,-0.03,-0.08,0.02,
7.108,-0.17,0.14,0.53,-0.03,-0.08,0.02,
7.115,-0.17,0.14,0.53,-0.04,-0.10,0.02,
7.116,-0.17,0.14,0.53,-0.04,-0.10,0.02,
7.117,-0.19,0.15,0.55,-0.04,-0.10,0.02,
7.117,-0.19,0.15,0.55,-0.04,-0.10,0.02,
7.124,-0.19,0.15,0.55,-0.05,-0.12,0.03,
7.125,-0.19,0.15,0.55,-0.05,-0.12,0.03,
7.126,-0.18,0.12,0.57,-0.05,-0.12,0.03,
7.127,-0.18,0.12,0.57,-0.05,-0.12,0.03,
7.134,-0.18,0.12,0.57,-0.07,-0.14,0.03,
7.134,-0.18,0.12,0.57,-0.07,-0.14,0.03,
7.14,-0.18,0.10,0.56,-0.07,-0.14,0.03,
7.14,-0.18,0.10,0.56,-0.07,-0.14,0.03,
7.144,-0.18,0.10,0.56,-0.07,-0.14,0.04,
7.145,-0.18,0.10,0.56,-0.07,-0.14,0.04,
7.145,-0.17,0.11,0.53,-0.07,-0.14,0.04,
7.146,-0.17,0.11,0.53,-0.07,-0.14,0.04,
7.153,-0.17,0.11,0.53,-0.07,-0.14,0.04,
7.154,-0.17,0.11,0.53,-0.07,-0.14,0.04,
7.155,-0.17,0.11,0.53,-0.07,-0.14,0.04,
7.156,-0.17,0.11,0.53,-0.07,-0.14,0.04,
7.163,-0.17,0.11,0.53,-0.07,-0.14,0.04,
7.163,-0.17,0.11,0.53,-0.07,-0.14,0.04,
7.164,-0.17,0.12,0.52,-0.07,-0.14,0.04,
7.164,-0.17,0.12,0.52,-0.07,-0.14,0.04,
7.174,-0.17,0.12,0.52,-0.06,-0.12,0.04,
7.174,-0.17,0.12,0.52,-0.06,-0.12,0.04,
7.175,-0.18,0.10,0.53,-0.06,-0.12,0.04,
7.175,-0.18,0.10,0.53,-0.06,-0.12,0.04,
7.182,-0.18,0.10,0.53,-0.06,-0.10,0.05,
7.182,-0.18,0.10,0.53,-0.06,-0.10,0.05,
7.183,-0.20,0.07,0.54,-0.06,-0.10,0.05,
7.183,-0.20,0.07,0.54,-0.06,-0.10,0.05,
7.191,-0.20,0.07,0.54,-0.05,-0.09,0.06,
7.192,-0.20,0.07,0.54,-0.05,-0.09,0.06,
7.193,-0.21,0.06,0.54,-0.05,-0.09,0.06,
7.193,-0.21,0.06,0.54,-0.05,-0.09,0.06,
7.201,-0.21,0.06,0.54,-0.04,-0.07,0.06,
7.202,-0.21,0.06,0.54,-0.04,-0.07,0.06,
7.202,-0.23,0.06,0.55,-0.04,-0.07,0.06,
7.203,-0.23,0.06,0.55,-0.04,-0.07,0.06,
7.211,-0.23,0.06,0.55,-0.03,-0.06,0.04,
7.211,-0.23,0.06,0.55,-0.03,-0.06,0.04,
7.212,-0.25,0.06,0.59,-0.03,-0.06,0.04,
7.213,-0.25,0.06,0.59,-0.03,-0.06,0.04,
7.22,-0.25,0.06,0.59,-0.01,-0.05,0.03,
7.221,-0.25,0.06,0.59,-0.01,-0.05,0.03,
7.222,-0.27,0.07,0.64,-0.01,-0.05,0.03,
7.222,-0.27,0.07,0.64,-0.01,-0.05,0.03,
7.229,-0.27,0.07,0.64,0.00,-0.05,0.02,
7.23,-0.27,0.07,0.64,0.00,-0.05,0.02,
7.23,-0.27,0.07,0.69,0.00,-0.05,0.02,
7.231,-0.27,0.07,0.69,0.00,-0.05,0.02,
7.239,-0.27,0.07,0.69,0.00,-0.04,0.02,
7.24,-0.27,0.07,0.69,0.00,-0.04,0.02,
7.24,-0.28,0.11,0.72,0.00,-0.04,0.02,
7.241,-0.28,0.11,0.72,0.00,-0.04,0.02,
7.255,-0.28,0.11,0.72,0.01,-0.03,0.02,
7.256,-0.28,0.11,0.72,0.01,-0.03,0.02,
7.257,-0.28,0.15,0.71,0.01,-0.03,0.02,
7.257,-0.28,0.15,0.71,0.01,-0.03,0.02,
7.258,-0.28,0.15,0.71,0.01,-0.03,0.01,
7.259,-0.28,0.15,0.71,0.01,-0.03,0.01,
7.259,-0.28,0.15,0.71,0.01,-0.03,0.01,
7.26,-0.28,0.15,0.71,0.01,-0.03,0.01,
7.267,-0.28,0.15,0.71,0.01,-0.02,0.01,
7.268,-0.28,0.15,0.71,0.01,-0.02,0.01,
7.268,-0.28,0.15,0.71,0.01,-0.02,0.01,
7.268,-0.28,0.15,0.71,0.01,-0.02,0.01,
7.277,-0.28,0.15,0.71,-0.00,-0.02,0.01,
7.278,-0.28,0.15,0.71,-0.00,-0.02,0.01,
7.278,-0.29,0.15,0.71,-0.00,-0.02,0.01,
7.279,-0.29,0.15,0.71,-0.00,-0.02,0.01,
7.286,-0.29,0.15,0.71,-0.02,-0.01,0.01,
7.287,-0.29,0.15,0.71,-0.02,-0.01,0.01,
7.288,-0.29,0.15,0.71,-0.02,-0.01,0.01,
7.288,-0.29,0.15,0.71,-0.02,-0.01,0.01,
7.309,-0.29,0.15,0.71,-0.02,-0.00,0.01,
7.31,-0.29,0.15,0.71,-0.02,-0.00,0.01,
7.311,-0.29,0.15,0.71,-0.02,-0.00,0.01,
7.311,-0.29,0.15,0.71,-0.02,-0.00,0.01,
7.312,-0.29,0.15,0.71,-0.02,-0.00,0.01,
7.313,-0.29,0.15,0.71,-0.02,-0.00,0.01,
7.313,-0.29,0.15,0.71,-0.02,-0.00,0.01,
7.314,-0.28,0.15,0.71,-0.02,-0.00,0.01,
7.314,-0.28,0.15,0.71,-0.02,-0.00,0.01,
7.315,-0.28,0.15,0.71,-0.02,-0.00,0.01,
7.32,-0.28,0.15,0.71,-0.02,-0.00,0.00,
7.321,-0.28,0.15,0.71,-0.02,-0.00,0.00,
7.322,-0.28,0.15,0.71,-0.02,-0.00,0.00,
7.323,-0.28,0.15,0.71,-0.02,-0.00,0.00,
7.329,-0.28,0.15,0.71,-0.01,-0.00,0.00,
7.33,-0.28,0.15,0.71,-0.01,-0.00,0.00,
7.33,-0.27,0.15,0.71,-0.01,-0.00,0.00,
7.33,-0.27,0.15,0.71,-0.01,-0.00,0.00,
7.339,-0.27,0.15,0.71,-0.01,-0.00,0.00,
7.339,-0.27,0.15,0.71,-0.01,-0.00,0.00,
7.34,-0.27,0.15,0.71,-0.01,-0.00,0.00,
7.341,-0.27,0.15,0.71,-0.01,-0.00,0.00,
7.35,-0.27,0.15,0.71,-0.01,-0.00,0.00,
7.351,-0.27,0.15,0.71,-0.01,-0.00,0.00,
7.351,-0.26,0.15,0.72,-0.01,-0.00,0.00,
7.352,-0.26,0.15,0.72,-0.01,-0.00,0.00,
7.358,-0.26,0.15,0.72,-0.01,-0.00,0.00,
7.358,-0.26,0.15,0.72,-0.01,-0.00,0.00,
7.358,-0.26,0.15,0.72,-0.01,-0.00,0.00,
7.359,-0.26,0.15,0.72,-0.01,-0.00,0.00,
7.367,-0.26,0.15,0.72,-0.01,-0.00,0.00,
7.367,-0.26,0.15,0.72,-0.01,-0.00,0.00,
7.368,-0.25,0.15,0.72,-0.01,-0.00,0.00,
7.368,-0.25,0.15,0.72,-0.01,-0.00,0.00,
7.377,-0.25,0.15,0.72,-0.01,-0.00,0.00,
7.378,-0.25,0.15,0.72,-0.01,-0.00,0.00,
7.378,-0.25,0.14,0.72,-0.01,-0.00,0.00,
7.379,-0.25,0.14,0.72,-0.01,-0.00,0.00,
7.386,-0.25,0.14,0.72,-0.00,0.00,0.00,
7.387,-0.25,0.14,0.72,-0.00,0.00,0.00,
7.388,-0.24,0.14,0.72,-0.00,0.00,0.00,
7.388,-0.24,0.14,0.72,-0.00,0.00,0.00,
7.396,-0.24,0.14,0.72,0.00,-0.00,0.00,
7.397,-0.24,0.14,0.72,0.00,-0.00,0.00,
7.397,-0.24,0.14,0.72,0.00,-0.00,0.00,
7.398,-0.24,0.14,0.72,0.00,-0.00,0.00,
7.405,-0.24,0.14,0.72,0.00,0.00,0.00,
7.406,-0.24,0.14,0.72,0.00,0.00,0.00,
7.407,-0.23,0.14,0.72,0.00,0.00,0.00,
7.407,-0.23,0.14,0.72,0.00,0.00,0.00,
7.414,-0.23,0.14,0.72,-0.00,-0.00,-0.00,
7.415,-0.23,0.14,0.72,-0.00,-0.00,-0.00,
7.416,-0.23,0.14,0.73,-0.00,-0.00,-0.00,
7.416,-0.23,0.14,0.73,-0.00,-0.00,-0.00,
7.425,-0.23,0.14,0.73,-0.00,0.00,0.00,
7.426,-0.23,0.14,0.73,-0.00,0.00,0.00,
7.427,-0.23,0.13,0.73,-0.00,0.00,0.00,
7.427,-0.23,0.13,0.73,-0.00,0.00,0.00,
7.435,-0.23,0.13,0.73,0.00,-0.00,0.00,
7.436,-0.23,0.13,0.73,0.00,-0.00,0.00,
7.437,-0.22,0.13,0.73,0.00,-0.00,0.00,
7.438,-0.22,0.13,0.73,0.00,-0.00,0.00,
7.445,-0.22,0.13,0.73,0.00,0.00,0.00,
7.445,-0.22,0.13,0.73,0.00,0.00,0.00,
7.446,-0.22,0.13,0.73,0.00,0.00,0.00,
7.447,-0.22,0.13,0.73,0.00,0.00,0.00,
7.455,-0.22,0.13,0.73,0.00,0.00,0.00,
7.456,-0.22,0.13,0.73,0.00,0.00,0.00,
7.456,-0.22,0.13,0.73,0.00,0.00,0.00,
7.457,-0.22,0.13,0.73,0.00,0.00,0.00,
7.463,-0.22,0.13,0.73,0.00,0.00,-0.00,
7.463,-0.22,0.13,0.73,0.00,0.00,-0.00,
7.464,-0.21,0.13,0.73,0.00,0.00,-0.00,
7.464,-0.21,0.13,0.73,0.00,0.00,-0.00,
7.479,-0.21,0.13,0.73,-0.00,0.00,0.00,
7.48,-0.21,0.13,0.73,-0.00,0.00,0.00,
7.481,-0.21,0.13,0.73,-0.00,0.00,0.00,
7.481,-0.21,0.13,0.73,-0.00,0.00,0.00,
7.482,-0.21,0.13,0.73,-0.00,0.00,-0.00,
7.483,-0.21,0.13,0.73,-0.00,0.00,-0.00,
7.483,-0.20,0.13,0.73,-0.00,0.00,-0.00,
7.483,-0.20,0.13,0.73,-0.00,0.00,-0.00,
7.491,-0.20,0.13,0.73,-0.00,0.00,0.00,
7.491,-0.20,0.13,0.73,-0.00,0.00,0.00,
7.492,-0.20,0.13,0.74,-0.00,0.00,0.00,
7.492,-0.20,0.13,0.74,-0.00,0.00,0.00,
7.501,-0.20,0.13,0.74,0.00,0.00,0.00,
7.502,-0.20,0.13,0.74,0.00,0.00,0.00,
7.502,-0.20,0.12,0.74,0.00,0.00,0.00,
7.502,-0.20,0.12,0.74,0.00,0.00,0.00,
7.51,-0.20,0.12,0.74,-0.00,-0.00,0.00,
