time,ax,ay,az,wx,wy,wz
5.211,0,0.2,-1.03,-0.45,-0.1,0.3
5.212,0,0.2,-1.03,-0.45,-0.1,0.3
5.213,0.11,0.15,-0.97,-0.45,-0.1,0.3
5.213,0.11,0.15,-0.97,-0.45,-0.1,0.3
5.22,0.11,0.15,-0.97,-0.62,-0.04,0.44
5.221,0.11,0.15,-0.97,-0.62,-0.04,0.44
5.221,0.28,0.13,-0.82,-0.62,-0.04,0.44
5.222,0.28,0.13,-0.82,-0.62,-0.04,0.44
5.23,0.28,0.13,-0.82,-0.75,0,0.5
5.231,0.28,0.13,-0.82,-0.75,0,0.5
5.231,0.43,0.12,-0.66,-0.75,0,0.5
5.232,0.43,0.12,-0.66,-0.75,0,0.5
5.239,0.43,0.12,-0.66,-0.82,0.01,0.49
5.24,0.43,0.12,-0.66,-0.82,0.01,0.49
5.24,0.58,0.12,-0.51,-0.82,0.01,0.49
5.24,0.58,0.12,-0.51,-0.82,0.01,0.49
5.249,0.58,0.12,-0.51,-0.8,-0.02,0.4
5.25,0.58,0.12,-0.51,-0.8,-0.02,0.4
5.25,0.74,0.12,-0.4,-0.8,-0.02,0.4
5.251,0.74,0.12,-0.4,-0.8,-0.02,0.4
5.258,0.74,0.12,-0.4,-0.71,-0.08,0.27
5.259,0.74,0.12,-0.4,-0.71,-0.08,0.27
5.259,0.89,0.11,-0.32,-0.71,-0.08,0.27
5.259,0.89,0.11,-0.32,-0.71,-0.08,0.27
5.268,0.89,0.11,-0.32,-0.57,-0.15,0.11
5.268,0.89,0.11,-0.32,-0.57,-0.15,0.11
5.269,1.02,0.13,-0.24,-0.57,-0.15,0.11
5.269,1.02,0.13,-0.24,-0.57,-0.15,0.11
5.278,1.02,0.13,-0.24,-0.41,-0.23,-0.06
5.279,1.02,0.13,-0.24,-0.41,-0.23,-0.06
5.279,1.11,0.18,-0.18,-0.41,-0.23,-0.06
5.279,1.11,0.18,-0.18,-0.41,-0.23,-0.06
5.287,1.11,0.18,-0.18,-0.25,-0.31,-0.23
5.288,1.11,0.18,-0.18,-0.25,-0.31,-0.23
5.289,1.19,0.23,-0.18,-0.25,-0.31,-0.23
5.29,1.19,0.23,-0.18,-0.25,-0.31,-0.23
5.296,1.19,0.23,-0.18,-0.1,-0.36,-0.39
5.297,1.19,0.23,-0.18,-0.1,-0.36,-0.39
5.298,1.21,0.22,-0.24,-0.1,-0.36,-0.39
5.299,1.21,0.22,-0.24,-0.1,-0.36,-0.39
5.306,1.21,0.22,-0.24,0.02,-0.38,-0.53
5.307,1.21,0.22,-0.24,0.02,-0.38,-0.53
5.308,1.19,0.19,-0.38,0.02,-0.38,-0.53
5.308,1.19,0.19,-0.38,0.02,-0.38,-0.53
5.316,1.19,0.19,-0.38,0.1,-0.36,-0.63
5.317,1.19,0.19,-0.38,0.1,-0.36,-0.63
5.318,1.13,0.16,-0.54,0.1,-0.36,-0.63
5.318,1.13,0.16,-0.54,0.1,-0.36,-0.63
5.325,1.13,0.16,-0.54,0.13,-0.35,-0.7
5.325,1.13,0.16,-0.54,0.13,-0.35,-0.7
5.326,1.03,0.16,-0.7,0.13,-0.35,-0.7
5.326,1.03,0.16,-0.7,0.13,-0.35,-0.7
5.335,1.03,0.16,-0.7,0.1,-0.34,-0.72
5.336,1.03,0.16,-0.7,0.1,-0.34,-0.72
5.336,0.98,0.23,-0.84,0.1,-0.34,-0.72
5.337,0.98,0.23,-0.84,0.1,-0.34,-0.72
5.346,0.98,0.23,-0.84,0.03,-0.33,-0.69
5.347,0.98,0.23,-0.84,0.03,-0.33,-0.69
5.347,0.96,0.31,-0.92,0.03,-0.33,-0.69
5.348,0.96,0.31,-0.92,0.03,-0.33,-0.69
5.353,0.96,0.31,-0.92,-0.08,-0.31,-0.64
5.354,0.96,0.31,-0.92,-0.08,-0.31,-0.64
5.354,0.99,0.36,-0.98,-0.08,-0.31,-0.64
5.354,0.99,0.36,-0.98,-0.08,-0.31,-0.64
5.363,0.99,0.36,-0.98,-0.19,-0.28,-0.58
5.363,0.99,0.36,-0.98,-0.19,-0.28,-0.58
5.364,1.08,0.42,-1.02,-0.19,-0.28,-0.58
5.364,1.08,0.42,-1.02,-0.19,-0.28,-0.58
5.373,1.08,0.42,-1.02,-0.29,-0.26,-0.53
5.374,1.08,0.42,-1.02,-0.29,-0.26,-0.53
5.374,1.17,0.48,-1.07,-0.29,-0.26,-0.53
5.374,1.17,0.48,-1.07,-0.29,-0.26,-0.53
5.383,1.17,0.48,-1.07,-0.29,-0.26,-0.53
5.384,1.17,0.48,-1.07,-0.29,-0.26,-0.53
5.384,1.17,0.48,-1.07,-0.29,-0.26,-0.53
5.385,1.17,0.48,-1.07,-0.29,-0.26,-0.53
5.391,1.17,0.48,-1.07,-0.37,-0.24,-0.5
5.392,1.17,0.48,-1.07,-0.37,-0.24,-0.5
5.393,1.37,0.39,-1.27,-0.37,-0.24,-0.5
5.394,1.37,0.39,-1.27,-0.37,-0.24,-0.5
5.401,1.37,0.39,-1.27,-0.43,-0.23,-0.51
5.402,1.37,0.39,-1.27,-0.43,-0.23,-0.51
5.403,1.37,0.13,-1.38,-0.43,-0.23,-0.51
5.404,1.37,0.13,-1.38,-0.43,-0.23,-0.51
5.41,1.37,0.13,-1.38,-0.5,-0.23,-0.55
5.411,1.37,0.13,-1.38,-0.5,-0.23,-0.55
5.411,1.31,-0.32,-1.48,-0.5,-0.23,-0.55
5.412,1.31,-0.32,-1.48,-0.5,-0.23,-0.55
5.419,1.31,-0.32,-1.48,-0.58,-0.23,-0.6
5.42,1.31,-0.32,-1.48,-0.58,-0.23,-0.6
5.42,1.22,-1.97,-1.57,-0.58,-0.23,-0.6
5.421,1.22,-1.97,-1.57,-0.58,-0.23,-0.6
5.429,1.22,-1.97,-1.57,-0.68,-0.24,-0.63
5.429,1.22,-1.97,-1.57,-0.68,-0.24,-0.63
5.43,1.1,-2.29,-1.65,-0.68,-0.24,-0.63
5.43,1.1,-2.29,-1.65,-0.68,-0.24,-0.63
5.438,1.1,-2.29,-1.65,-0.78,-0.23,-0.62
5.44,1.1,-2.29,-1.65,-0.78,-0.23,-0.62
5.44,0.97,-2.79,-1.78,-0.78,-0.23,-0.62
5.441,0.97,-2.79,-1.78,-0.78,-0.23,-0.62
5.451,0.97,-2.79,-1.78,-0.88,-0.22,-0.55
5.453,0.97,-2.79,-1.78,-0.88,-0.22,-0.55
5.454,0.81,-3.35,-2,-0.88,-0.22,-0.55
5.454,0.81,-3.35,-2,-0.88,-0.22,-0.55
5.458,0.81,-3.35,-2,-0.95,-0.2,-0.45
5.459,0.81,-3.35,-2,-0.95,-0.2,-0.45
5.46,0.61,-3.77,-2.27,-0.95,-0.2,-0.45
5.46,0.61,-3.77,-2.27,-0.95,-0.2,-0.45
5.467,0.61,-3.77,-2.27,-1.02,-0.19,-0.32
5.469,0.61,-3.77,-2.27,-1.02,-0.19,-0.32
5.47,0.31,-3.97,-2.57,-1.02,-0.19,-0.32
5.47,0.31,-3.97,-2.57,-1.02,-0.19,-0.32
5.479,0.31,-3.97,-2.57,-1.1,-0.18,-0.18
5.48,0.31,-3.97,-2.57,-1.1,-0.18,-0.18
5.482,-0.14,-3.99,-2.85,-1.1,-0.18,-0.18
5.482,-0.14,-3.99,-2.85,-1.1,-0.18,-0.18
5.498,-0.14,-3.99,-2.85,-1.18,-0.17,-0.01
5.5,-0.14,-3.99,-2.85,-1.18,-0.17,-0.01
5.5,-0.77,-3.81,-3.05,-1.18,-0.17,-0.01
5.5,-0.77,-3.81,-3.05,-1.18,-0.17,-0.01
5.501,-0.77,-3.81,-3.05,-1.27,-0.14,0.18
5.501,-0.77,-3.81,-3.05,-1.27,-0.14,0.18
5.502,-2.3,-3.54,-3.07,-1.27,-0.14,0.18
5.502,-2.3,-3.54,-3.07,-1.27,-0.14,0.18
5.505,-2.3,-3.54,-3.07,-1.35,-0.08,0.44
5.506,-2.3,-3.54,-3.07,-1.35,-0.08,0.44
5.506,-2.71,-3.24,-2.82,-1.35,-0.08,0.44
5.506,-2.71,-3.24,-2.82,-1.35,-0.08,0.44
5.515,-2.71,-3.24,-2.82,-1.39,0.05,0.79
5.516,-2.71,-3.24,-2.82,-1.39,0.05,0.79
5.516,-3.13,-2.89,-2.22,-1.39,0.05,0.79
5.517,-3.13,-2.89,-2.22,-1.39,0.05,0.79
5.524,-3.13,-2.89,-2.22,-1.36,0.25,1.23
5.525,-3.13,-2.89,-2.22,-1.36,0.25,1.23
5.526,-3.38,-2.56,-0.46,-1.36,0.25,1.23
5.526,-3.38,-2.56,-0.46,-1.36,0.25,1.23
5.534,-3.38,-2.56,-0.46,-1.19,0.48,1.66
5.535,-3.38,-2.56,-0.46,-1.19,0.48,1.66
5.536,-3.42,-2.29,1.28,-1.19,0.48,1.66
5.536,-3.42,-2.29,1.28,-1.19,0.48,1.66
5.546,-3.42,-2.29,1.28,-0.79,0.71,2.01
5.547,-3.42,-2.29,1.28,-0.79,0.71,2.01
5.547,-3.32,-2.09,1.65,-0.79,0.71,2.01
5.547,-3.32,-2.09,1.65,-0.79,0.71,2.01
5.553,-3.32,-2.09,1.65,-0.16,0.88,2.22
5.554,-3.32,-2.09,1.65,-0.16,0.88,2.22
5.554,-3.14,-1.92,2.03,-0.16,0.88,2.22
5.554,-3.14,-1.92,2.03,-0.16,0.88,2.22
5.562,-3.14,-1.92,2.03,0.61,0.98,2.3
5.563,-3.14,-1.92,2.03,0.61,0.98,2.3
5.563,-2.92,-1.73,2.21,0.61,0.98,2.3
5.563,-2.92,-1.73,2.21,0.61,0.98,2.3
5.572,-2.92,-1.73,2.21,0.61,0.98,2.3
5.572,-2.92,-1.73,2.21,0.61,0.98,2.3
5.573,-2.92,-1.73,2.21,0.61,0.98,2.3
5.573,-2.92,-1.73,2.21,0.61,0.98,2.3
5.581,-2.92,-1.73,2.21,1.32,0.99,2.25
5.582,-2.92,-1.73,2.21,1.32,0.99,2.25
5.583,-2.49,-1.3,0.27,1.32,0.99,2.25
5.583,-2.49,-1.3,0.27,1.32,0.99,2.25
5.59,-2.49,-1.3,0.27,1.82,0.98,2.08
5.591,-2.49,-1.3,0.27,1.82,0.98,2.08
5.591,-2.3,-1.19,-0.16,1.82,0.98,2.08
5.592,-2.3,-1.19,-0.16,1.82,0.98,2.08
5.6,-2.3,-1.19,-0.16,1.99,0.98,1.82
5.602,-2.3,-1.19,-0.16,1.99,0.98,1.82
5.602,-2.12,-1.16,-1.8,1.99,0.98,1.82
5.603,-2.12,-1.16,-1.8,1.99,0.98,1.82
5.61,-2.12,-1.16,-1.8,1.81,1.03,1.51
5.612,-2.12,-1.16,-1.8,1.81,1.03,1.51
5.612,-1.99,-1.21,-2.2,1.81,1.03,1.51
5.613,-1.99,-1.21,-2.2,1.81,1.03,1.51
5.619,-1.99,-1.21,-2.2,1.34,1.13,1.17
5.62,-1.99,-1.21,-2.2,1.34,1.13,1.17
5.621,-1.87,-1.22,-2.36,1.34,1.13,1.17
5.621,-1.87,-1.22,-2.36,1.34,1.13,1.17
5.628,-1.87,-1.22,-2.36,0.7,1.26,0.85
5.63,-1.87,-1.22,-2.36,0.7,1.26,0.85
5.63,-1.84,-1.19,-2.03,0.7,1.26,0.85
5.63,-1.84,-1.19,-2.03,0.7,1.26,0.85
5.638,-1.84,-1.19,-2.03,0.08,1.38,0.57
5.639,-1.84,-1.19,-2.03,0.08,1.38,0.57
5.639,-1.88,-1.14,-0.14,0.08,1.38,0.57
5.64,-1.88,-1.14,-0.14,0.08,1.38,0.57
5.647,-1.88,-1.14,-0.14,-0.36,1.43,0.34
5.648,-1.88,-1.14,-0.14,-0.36,1.43,0.34
5.649,-1.93,-1.01,0.27,-0.36,1.43,0.34
5.649,-1.93,-1.01,0.27,-0.36,1.43,0.34
5.657,-1.93,-1.01,0.27,-0.51,1.38,0.17
5.658,-1.93,-1.01,0.27,-0.51,1.38,0.17
5.658,-1.98,-0.84,0.79,-0.51,1.38,0.17
5.658,-1.98,-0.84,0.79,-0.51,1.38,0.17
5.666,-1.98,-0.84,0.79,-0.35,1.23,0.07
5.667,-1.98,-0.84,0.79,-0.35,1.23,0.07
5.668,-1.99,-0.63,1.16,-0.35,1.23,0.07
5.668,-1.99,-0.63,1.16,-0.35,1.23,0.07
5.676,-1.99,-0.63,1.16,-0.01,1.02,0.03
5.677,-1.99,-0.63,1.16,-0.01,1.02,0.03
5.678,-1.94,-0.32,1.3,-0.01,1.02,0.03
5.678,-1.94,-0.32,1.3,-0.01,1.02,0.03
5.686,-1.94,-0.32,1.3,0.37,0.8,0.04
5.687,-1.94,-0.32,1.3,0.37,0.8,0.04
5.687,-1.83,0.02,1.28,0.37,0.8,0.04
5.688,-1.83,0.02,1.28,0.37,0.8,0.04
5.695,-1.83,0.02,1.28,0.69,0.58,0.08
5.696,-1.83,0.02,1.28,0.69,0.58,0.08
5.697,-1.67,0.36,1.11,0.69,0.58,0.08
5.698,-1.67,0.36,1.11,0.69,0.58,0.08
5.705,-1.67,0.36,1.11,0.93,0.39,0.12
5.706,-1.67,0.36,1.11,0.93,0.39,0.12
5.707,-1.44,0.7,0.88,0.93,0.39,0.12
5.708,-1.44,0.7,0.88,0.93,0.39,0.12
5.714,-1.44,0.7,0.88,1.05,0.23,0.15
5.716,-1.44,0.7,0.88,1.05,0.23,0.15
5.716,-1.15,0.99,0.69,1.05,0.23,0.15
5.717,-1.15,0.99,0.69,1.05,0.23,0.15
5.723,-1.15,0.99,0.69,1.06,0.11,0.16
5.724,-1.15,0.99,0.69,1.06,0.11,0.16
5.724,-0.88,1.26,0.54,1.06,0.11,0.16
5.725,-0.88,1.26,0.54,1.06,0.11,0.16
5.734,-0.88,1.26,0.54,0.98,0.03,0.12
5.735,-0.88,1.26,0.54,0.98,0.03,0.12
5.735,-0.69,1.52,0.45,0.98,0.03,0.12
5.735,-0.69,1.52,0.45,0.98,0.03,0.12
5.745,-0.69,1.52,0.45,0.84,-0.03,0.05
5.746,-0.69,1.52,0.45,0.84,-0.03,0.05
5.746,-0.57,1.78,0.39,0.84,-0.03,0.05
5.747,-0.57,1.78,0.39,0.84,-0.03,0.05
5.752,-0.57,1.78,0.39,0.68,-0.07,-0.04
5.753,-0.57,1.78,0.39,0.68,-0.07,-0.04
5.753,-0.58,2.05,0.34,0.68,-0.07,-0.04
5.754,-0.58,2.05,0.34,0.68,-0.07,-0.04
5.762,-0.58,2.05,0.34,0.52,-0.12,-0.12
5.763,-0.58,2.05,0.34,0.52,-0.12,-0.12
5.763,-0.67,2.33,0.32,0.52,-0.12,-0.12
5.763,-0.67,2.33,0.32,0.52,-0.12,-0.12
5.772,-0.67,2.33,0.32,0.52,-0.12,-0.12
5.773,-0.67,2.33,0.32,0.52,-0.12,-0.12
5.773,-0.67,2.33,0.32,0.52,-0.12,-0.12
5.774,-0.67,2.33,0.32,0.52,-0.12,-0.12
5.781,-0.67,2.33,0.32,0.37,-0.16,-0.16
5.782,-0.67,2.33,0.32,0.37,-0.16,-0.16
5.783,-1,2.83,0.45,0.37,-0.16,-0.16
5.784,-1,2.83,0.45,0.37,-0.16,-0.16
5.791,-1,2.83,0.45,0.26,-0.21,-0.14
5.792,-1,2.83,0.45,0.26,-0.21,-0.14
5.792,-1.11,3.08,0.55,0.26,-0.21,-0.14
5.793,-1.11,3.08,0.55,0.26,-0.21,-0.14
5.8,-1.11,3.08,0.55,0.19,-0.28,-0.02
5.802,-1.11,3.08,0.55,0.19,-0.28,-0.02
5.803,-1.11,3.41,0.58,0.19,-0.28,-0.02
5.804,-1.11,3.41,0.58,0.19,-0.28,-0.02
5.81,-1.11,3.41,0.58,0.17,-0.26,0.19
5.811,-1.11,3.41,0.58,0.17,-0.26,0.19
5.812,-1.05,3.84,0.49,0.17,-0.26,0.19
5.812,-1.05,3.84,0.49,0.17,-0.26,0.19
5.819,-1.05,3.84,0.49,0.13,-0.15,0.45
5.82,-1.05,3.84,0.49,0.13,-0.15,0.45
5.821,-0.93,4.28,0.36,0.13,-0.15,0.45
5.821,-0.93,4.28,0.36,0.13,-0.15,0.45
5.828,-0.93,4.28,0.36,0.1,-0.05,0.71
5.829,-0.93,4.28,0.36,0.1,-0.05,0.71
5.83,-0.74,4.69,0.2,0.1,-0.05,0.71
5.83,-0.74,4.69,0.2,0.1,-0.05,0.71
5.838,-0.74,4.69,0.2,0.12,0.06,0.92
5.839,-0.74,4.69,0.2,0.12,0.06,0.92
5.84,-0.52,4.96,0.09,0.12,0.06,0.92
5.84,-0.52,4.96,0.09,0.12,0.06,0.92
5.848,-0.52,4.96,0.09,0.1,0.01,1.07
5.849,-0.52,4.96,0.09,0.1,0.01,1.07
5.85,-0.22,5.08,0.04,0.1,0.01,1.07
5.85,-0.22,5.08,0.04,0.1,0.01,1.07
5.857,-0.22,5.08,0.04,0.06,-0.1,1.15
5.858,-0.22,5.08,0.04,0.06,-0.1,1.15
5.858,0.17,5.03,-0.01,0.06,-0.1,1.15
5.858,0.17,5.03,-0.01,0.06,-0.1,1.15
5.866,0.17,5.03,-0.01,0.01,-0.16,1.13
5.867,0.17,5.03,-0.01,0.01,-0.16,1.13
5.867,0.59,4.84,-0.07,0.01,-0.16,1.13
5.868,0.59,4.84,-0.07,0.01,-0.16,1.13
5.876,0.59,4.84,-0.07,-0.07,-0.23,0.97
5.877,0.59,4.84,-0.07,-0.07,-0.23,0.97
5.877,1,4.51,-0.15,-0.07,-0.23,0.97
5.878,1,4.51,-0.15,-0.07,-0.23,0.97
5.885,1,4.51,-0.15,-0.13,-0.24,0.65
5.886,1,4.51,-0.15,-0.13,-0.24,0.65
5.887,1.34,4.04,-0.25,-0.13,-0.24,0.65
5.887,1.34,4.04,-0.25,-0.13,-0.24,0.65
5.895,1.34,4.04,-0.25,-0.21,-0.2,0.18
5.896,1.34,4.04,-0.25,-0.21,-0.2,0.18
5.897,1.59,3.54,-0.48,-0.21,-0.2,0.18
5.897,1.59,3.54,-0.48,-0.21,-0.2,0.18
5.905,1.59,3.54,-0.48,-0.24,-0.17,-0.4
5.905,1.59,3.54,-0.48,-0.24,-0.17,-0.4
5.906,1.74,3.01,-0.86,-0.24,-0.17,-0.4
5.907,1.74,3.01,-0.86,-0.24,-0.17,-0.4
5.914,1.74,3.01,-0.86,-0.21,-0.16,-0.98
5.916,1.74,3.01,-0.86,-0.21,-0.16,-0.98
5.917,1.78,2.55,-1.43,-0.21,-0.16,-0.98
5.918,1.78,2.55,-1.43,-0.21,-0.16,-0.98
5.924,1.78,2.55,-1.43,-0.2,-0.16,-1.49
5.925,1.78,2.55,-1.43,-0.2,-0.16,-1.49
5.925,1.79,2.19,-2.99,-0.2,-0.16,-1.49
5.926,1.79,2.19,-2.99,-0.2,-0.16,-1.49
5.935,1.79,2.19,-2.99,-0.52,-0.16,-1.83
5.935,1.79,2.19,-2.99,-0.52,-0.16,-1.83
5.936,1.76,1.94,-4.75,-0.52,-0.16,-1.83
5.937,1.76,1.94,-4.75,-0.52,-0.16,-1.83
5.943,1.76,1.94,-4.75,-1.34,-0.04,-1.99
5.944,1.76,1.94,-4.75,-1.34,-0.04,-1.99
5.945,1.75,1.8,-5.21,-1.34,-0.04,-1.99
5.946,1.75,1.8,-5.21,-1.34,-0.04,-1.99
5.955,1.75,1.8,-5.21,-2.42,0.15,-2
5.956,1.75,1.8,-5.21,-2.42,0.15,-2
5.956,1.86,1.78,-6.97,-2.42,0.15,-2
5.957,1.86,1.78,-6.97,-2.42,0.15,-2
5.965,1.86,1.78,-6.97,-3.62,0.27,-1.9
5.967,1.86,1.78,-6.97,-3.62,0.27,-1.9
5.968,2.03,1.85,-7.17,-3.62,0.27,-1.9
5.968,2.03,1.85,-7.17,-3.62,0.27,-1.9
5.971,2.03,1.85,-7.17,-3.62,0.27,-1.9
5.972,2.03,1.85,-7.17,-3.62,0.27,-1.9
5.972,2.03,1.85,-7.17,-3.62,0.27,-1.9
5.972,2.03,1.85,-7.17,-3.62,0.27,-1.9
5.981,2.03,1.85,-7.17,-4.72,0.3,-1.77
5.982,2.03,1.85,-7.17,-4.72,0.3,-1.77
5.982,2.53,2.13,-6.68,-4.72,0.3,-1.77
5.983,2.53,2.13,-6.68,-4.72,0.3,-1.77
5.99,2.53,2.13,-6.68,-5.51,0.23,-1.68
5.991,2.53,2.13,-6.68,-5.51,0.23,-1.68
5.991,2.67,2.23,-4.75,-5.51,0.23,-1.68
5.992,2.67,2.23,-4.75,-5.51,0.23,-1.68
6,2.67,2.23,-4.75,-5.81,0.13,-1.41
6.001,2.67,2.23,-4.75,-5.81,0.13,-1.41
6.001,2.64,2.23,-2.86,-5.81,0.13,-1.41
6.002,2.64,2.23,-2.86,-5.81,0.13,-1.41
6.01,2.64,2.23,-2.86,-5.49,0.03,-1.25
6.01,2.64,2.23,-2.86,-5.49,0.03,-1.25
6.01,2.35,2.07,-1.1,-5.49,0.03,-1.25
6.011,2.35,2.07,-1.1,-5.49,0.03,-1.25
6.019,2.35,2.07,-1.1,-4.52,-0.02,-1.38
6.02,2.35,2.07,-1.1,-4.52,-0.02,-1.38
6.02,1.88,1.81,0.67,-4.52,-0.02,-1.38
6.021,1.88,1.81,0.67,-4.52,-0.02,-1.38
6.028,1.88,1.81,0.67,-3,-0.02,-1.38
6.029,1.88,1.81,0.67,-3,-0.02,-1.38
6.03,1.43,1.55,0.87,-3,-0.02,-1.38
6.031,1.43,1.55,0.87,-3,-0.02,-1.38
6.039,1.43,1.55,0.87,-1.14,0,-1.22
6.039,1.43,1.55,0.87,-1.14,0,-1.22
6.04,1.14,1.36,1.1,-1.14,0,-1.22
6.041,1.14,1.36,1.1,-1.14,0,-1.22
6.049,1.14,1.36,1.1,0.75,-0.02,-0.91
6.051,1.14,1.36,1.1,0.75,-0.02,-0.91
6.051,1.09,1.32,1.18,0.75,-0.02,-0.91
6.052,1.09,1.32,1.18,0.75,-0.02,-0.91
6.062,1.09,1.32,1.18,2.34,-0.14,-0.53
6.063,1.09,1.32,1.18,2.34,-0.14,-0.53
6.064,1.28,1.44,1.13,2.34,-0.14,-0.53
6.064,1.28,1.44,1.13,2.34,-0.14,-0.53
6.066,1.28,1.44,1.13,3.45,-0.34,-0.16
6.067,1.28,1.44,1.13,3.45,-0.34,-0.16
6.068,1.59,1.61,0.97,3.45,-0.34,-0.16
6.068,1.59,1.61,0.97,3.45,-0.34,-0.16
