
time,ax,ay,az,wx,wy,wz,
6.177,0.73,0.37,0.63,-0.05,0.34,-0.18,
6.177,0.73,0.37,0.63,-0.05,0.34,-0.18,
6.178,0.78,0.33,0.57,-0.05,0.34,-0.18,
6.178,0.78,0.33,0.57,-0.05,0.34,-0.18,
6.186,0.78,0.33,0.57,0.01,0.41,-0.15,
6.187,0.78,0.33,0.57,0.01,0.41,-0.15,
6.187,0.77,0.32,0.55,0.01,0.41,-0.15,
6.188,0.77,0.32,0.55,0.01,0.41,-0.15,
6.195,0.77,0.32,0.55,0.07,0.46,-0.13,
6.196,0.77,0.32,0.55,0.07,0.46,-0.13,
6.197,0.69,0.34,0.56,0.07,0.46,-0.13,
6.197,0.69,0.34,0.56,0.07,0.46,-0.13,
6.205,0.69,0.34,0.56,0.11,0.48,-0.11,
6.206,0.69,0.34,0.56,0.11,0.48,-0.11,
6.207,0.54,0.35,0.57,0.11,0.48,-0.11,
6.207,0.54,0.35,0.57,0.11,0.48,-0.11,
6.214,0.54,0.35,0.57,0.12,0.48,-0.08,
6.215,0.54,0.35,0.57,0.12,0.48,-0.08,
6.216,0.28,0.31,0.59,0.12,0.48,-0.08,
6.217,0.28,0.31,0.59,0.12,0.48,-0.08,
6.224,0.28,0.31,0.59,0.12,0.44,-0.05,
6.225,0.28,0.31,0.59,0.12,0.44,-0.05,
6.226,-0.04,0.27,0.57,0.12,0.44,-0.05,
6.227,-0.04,0.27,0.57,0.12,0.44,-0.05,
6.233,-0.04,0.27,0.57,0.11,0.37,-0.02,
6.234,-0.04,0.27,0.57,0.11,0.37,-0.02,
6.235,-0.35,0.24,0.59,0.11,0.37,-0.02,
6.236,-0.35,0.24,0.59,0.11,0.37,-0.02,
6.243,-0.35,0.24,0.59,0.08,0.25,0.03,
6.243,-0.35,0.24,0.59,0.08,0.25,0.03,
6.244,-0.63,0.19,0.66,0.08,0.25,0.03,
6.244,-0.63,0.19,0.66,0.08,0.25,0.03,
6.252,-0.63,0.19,0.66,0.05,0.10,0.09,
6.253,-0.63,0.19,0.66,0.05,0.10,0.09,
6.254,-0.78,0.20,0.76,0.05,0.10,0.09,
6.254,-0.78,0.20,0.76,0.05,0.10,0.09,
6.263,-0.78,0.20,0.76,0.01,-0.07,0.17,
6.264,-0.87,0.19,0.84,0.01,-0.07,0.17,
6.264,-0.87,0.19,0.84,0.01,-0.07,0.17,
6.264,-0.87,0.19,0.84,0.01,-0.07,0.17,
6.271,-0.87,0.19,0.84,-0.02,-0.22,0.25,
6.272,-0.87,0.19,0.84,-0.02,-0.22,0.25,
6.272,-0.85,0.16,0.85,-0.02,-0.22,0.25,
6.273,-0.85,0.16,0.85,-0.02,-0.22,0.25,
6.281,-0.85,0.16,0.85,-0.05,-0.33,0.32,
6.282,-0.85,0.16,0.85,-0.05,-0.33,0.32,
6.283,-0.75,0.11,0.79,-0.05,-0.33,0.32,
6.283,-0.75,0.11,0.79,-0.05,-0.33,0.32,
6.291,-0.75,0.11,0.79,-0.06,-0.40,0.35,
6.292,-0.75,0.11,0.79,-0.06,-0.40,0.35,
6.292,-0.64,0.04,0.69,-0.06,-0.40,0.35,
6.293,-0.64,0.04,0.69,-0.06,-0.40,0.35,
6.301,-0.64,0.04,0.69,-0.06,-0.40,0.35,
6.302,-0.64,0.04,0.69,-0.06,-0.40,0.35,
6.303,-0.64,0.04,0.69,-0.06,-0.40,0.35,
6.303,-0.64,0.04,0.69,-0.06,-0.40,0.35,
6.312,-0.64,0.04,0.69,-0.05,-0.42,0.37,
6.313,-0.64,0.04,0.69,-0.05,-0.42,0.37,
6.313,-0.38,-0.07,0.44,-0.05,-0.42,0.37,
6.314,-0.38,-0.07,0.44,-0.05,-0.42,0.37,
6.32,-0.38,-0.07,0.44,-0.04,-0.40,0.36,
6.32,-0.38,-0.07,0.44,-0.04,-0.40,0.36,
6.321,-0.25,-0.14,0.33,-0.04,-0.40,0.36,
6.322,-0.25,-0.14,0.33,-0.04,-0.40,0.36,
6.329,-0.25,-0.14,0.33,-0.00,-0.36,0.34,
6.33,-0.25,-0.14,0.33,-0.00,-0.36,0.34,
6.33,-0.12,-0.25,0.21,-0.00,-0.36,0.34,
6.331,-0.12,-0.25,0.21,-0.00,-0.36,0.34,
6.338,-0.12,-0.25,0.21,0.04,-0.30,0.32,
6.339,-0.12,-0.25,0.21,0.04,-0.30,0.32,
6.34,0.01,-0.40,0.11,0.04,-0.30,0.32,
6.34,0.01,-0.40,0.11,0.04,-0.30,0.32,
6.349,0.01,-0.40,0.11,0.08,-0.22,0.30,
6.35,0.01,-0.40,0.11,0.08,-0.22,0.30,
6.351,0.12,-0.56,0.04,0.08,-0.22,0.30,
6.351,0.12,-0.56,0.04,0.08,-0.22,0.30,
6.357,0.12,-0.56,0.04,0.13,-0.15,0.31,
6.358,0.12,-0.56,0.04,0.13,-0.15,0.31,
6.358,0.18,-0.68,0.00,0.13,-0.15,0.31,
6.359,0.18,-0.68,0.00,0.13,-0.15,0.31,
6.367,0.18,-0.68,0.00,0.17,-0.08,0.33,
6.368,0.18,-0.68,0.00,0.17,-0.08,0.33,
6.369,0.19,-0.77,-0.02,0.17,-0.08,0.33,
6.37,0.19,-0.77,-0.02,0.17,-0.08,0.33,
6.377,0.19,-0.77,-0.02,0.21,-0.01,0.37,
6.377,0.19,-0.77,-0.02,0.21,-0.01,0.37,
6.378,0.12,-0.81,-0.02,0.21,-0.01,0.37,
6.378,0.12,-0.81,-0.02,0.21,-0.01,0.37,
6.386,0.12,-0.81,-0.02,0.25,0.05,0.41,
6.387,0.12,-0.81,-0.02,0.25,0.05,0.41,
6.387,0.01,-0.80,-0.01,0.25,0.05,0.41,
6.387,0.01,-0.80,-0.01,0.25,0.05,0.41,
6.395,0.01,-0.80,-0.01,0.28,0.08,0.44,
6.396,0.01,-0.80,-0.01,0.28,0.08,0.44,
6.397,-0.12,-0.78,-0.05,0.28,0.08,0.44,
6.397,-0.12,-0.78,-0.05,0.28,0.08,0.44,
6.405,-0.12,-0.78,-0.05,0.30,0.09,0.45,
6.406,-0.12,-0.78,-0.05,0.30,0.09,0.45,
6.407,-0.31,-0.76,-0.08,0.30,0.09,0.45,
6.408,-0.31,-0.76,-0.08,0.30,0.09,0.45,
6.415,-0.31,-0.76,-0.08,0.29,0.07,0.45,
6.416,-0.31,-0.76,-0.08,0.29,0.07,0.45,
6.416,-0.48,-0.71,-0.17,0.29,0.07,0.45,
6.417,-0.48,-0.71,-0.17,0.29,0.07,0.45,
6.424,-0.48,-0.71,-0.17,0.27,0.01,0.44,
6.425,-0.48,-0.71,-0.17,0.27,0.01,0.44,
6.426,-0.59,-0.65,-0.33,0.27,0.01,0.44,
6.426,-0.59,-0.65,-0.33,0.27,0.01,0.44,
6.434,-0.59,-0.65,-0.33,0.22,-0.07,0.43,
6.435,-0.59,-0.65,-0.33,0.22,-0.07,0.43,
6.436,-0.68,-0.59,-0.58,0.22,-0.07,0.43,
6.437,-0.68,-0.59,-0.58,0.22,-0.07,0.43,
6.443,-0.68,-0.59,-0.58,0.14,-0.18,0.43,
6.443,-0.68,-0.59,-0.58,0.14,-0.18,0.43,
6.444,-0.62,-0.55,-1.01,0.14,-0.18,0.43,
6.444,-0.62,-0.55,-1.01,0.14,-0.18,0.43,
6.453,-0.62,-0.55,-1.01,0.05,-0.30,0.43,
6.453,-0.62,-0.55,-1.01,0.05,-0.30,0.43,
6.454,-0.48,-0.57,-1.44,0.05,-0.30,0.43,
6.454,-0.48,-0.57,-1.44,0.05,-0.30,0.43,
6.469,-0.48,-0.57,-1.44,-0.05,-0.43,0.42,
6.47,-0.48,-0.57,-1.44,-0.05,-0.43,0.42,
6.47,-0.26,-0.62,-1.84,-0.05,-0.43,0.42,
6.471,-0.26,-0.62,-1.84,-0.05,-0.43,0.42,
6.471,-0.26,-0.62,-1.84,-0.15,-0.57,0.40,
6.471,-0.26,-0.62,-1.84,-0.15,-0.57,0.40,
6.471,0.11,-0.69,-2.12,-0.15,-0.57,0.40,
6.472,0.11,-0.69,-2.12,-0.15,-0.57,0.40,
6.482,0.11,-0.69,-2.12,-0.24,-0.67,0.38,
6.483,0.11,-0.69,-2.12,-0.24,-0.67,0.38,
6.483,0.58,-0.70,-2.16,-0.24,-0.67,0.38,
6.483,0.58,-0.70,-2.16,-0.24,-0.67,0.38,
6.491,0.58,-0.70,-2.16,-0.24,-0.67,0.38,
6.492,0.58,-0.70,-2.16,-0.24,-0.67,0.38,
6.492,0.58,-0.70,-2.16,-0.24,-0.67,0.38,
6.493,0.58,-0.70,-2.16,-0.24,-0.67,0.38,
6.503,0.58,-0.70,-2.16,-0.31,-0.65,0.29,
6.504,0.58,-0.70,-2.16,-0.31,-0.65,0.29,
6.504,1.24,-0.30,-1.37,-0.31,-0.65,0.29,
6.505,1.24,-0.30,-1.37,-0.31,-0.65,0.29,
6.511,1.24,-0.30,-1.37,-0.31,-0.65,0.29,
6.512,1.24,-0.30,-1.37,-0.31,-0.65,0.29,
6.513,1.24,-0.30,-1.37,-0.31,-0.65,0.29,
6.513,1.24,-0.30,-1.37,-0.31,-0.65,0.29,
6.52,1.24,-0.30,-1.37,-0.29,-0.46,0.16,
6.52,1.24,-0.30,-1.37,-0.29,-0.46,0.16,
6.521,-0.74,0.83,-0.17,-0.29,-0.46,0.16,
6.521,-0.74,0.83,-0.17,-0.29,-0.46,0.16,
6.529,-0.74,0.83,-0.17,-0.28,-0.22,-0.01,
6.53,-0.74,0.83,-0.17,-0.28,-0.22,-0.01,
6.53,-1.09,1.43,0.12,-0.28,-0.22,-0.01,
6.531,-1.09,1.43,0.12,-0.28,-0.22,-0.01,
6.538,-1.09,1.43,0.12,-0.32,-0.04,-0.20,
6.539,-1.09,1.43,0.12,-0.32,-0.04,-0.20,
6.539,-1.52,1.82,0.21,-0.32,-0.04,-0.20,
6.54,-1.52,1.82,0.21,-0.32,-0.04,-0.20,
6.549,-1.52,1.82,0.21,-0.46,-0.02,-0.42,
6.55,-1.52,1.82,0.21,-0.46,-0.02,-0.42,
6.551,-1.56,1.91,0.27,-0.46,-0.02,-0.42,
6.551,-1.56,1.91,0.27,-0.46,-0.02,-0.42,
6.557,-1.56,1.91,0.27,-0.66,-0.11,-0.66,
6.558,-1.56,1.91,0.27,-0.66,-0.11,-0.66,
6.559,-1.19,1.73,0.30,-0.66,-0.11,-0.66,
6.559,-1.19,1.73,0.30,-0.66,-0.11,-0.66,
6.567,-1.19,1.73,0.30,-0.85,-0.24,-0.90,
6.568,-1.19,1.73,0.30,-0.85,-0.24,-0.90,
6.569,-0.55,1.36,0.14,-0.85,-0.24,-0.90,
6.57,-0.55,1.36,0.14,-0.85,-0.24,-0.90,
6.583,-0.55,1.36,0.14,-0.76,-0.32,-1.10,
6.584,-0.55,1.36,0.14,-0.76,-0.32,-1.10,
6.584,0.87,0.94,-0.14,-0.76,-0.32,-1.10,
6.585,0.87,0.94,-0.14,-0.76,-0.32,-1.10,
6.585,0.87,0.94,-0.14,-0.57,-0.27,-1.24,
6.585,0.87,0.94,-0.14,-0.57,-0.27,-1.24,
6.586,0.99,0.53,-0.37,-0.57,-0.27,-1.24,
6.586,0.99,0.53,-0.37,-0.57,-0.27,-1.24,
6.595,0.99,0.53,-0.37,-0.44,-0.06,-1.28,
6.596,0.99,0.53,-0.37,-0.44,-0.06,-1.28,
6.596,0.99,0.12,-0.54,-0.44,-0.06,-1.28,
6.596,0.99,0.12,-0.54,-0.44,-0.06,-1.28,
6.605,0.99,0.12,-0.54,-0.20,0.24,-1.22,
6.606,0.99,0.12,-0.54,-0.20,0.24,-1.22,
6.607,0.87,-0.22,-0.64,-0.20,0.24,-1.22,
6.607,0.87,-0.22,-0.64,-0.20,0.24,-1.22,
6.614,0.87,-0.22,-0.64,0.09,0.49,-1.05,
6.615,0.87,-0.22,-0.64,0.09,0.49,-1.05,
6.616,0.63,-0.52,-0.59,0.09,0.49,-1.05,
6.616,0.63,-0.52,-0.59,0.09,0.49,-1.05,
6.624,0.63,-0.52,-0.59,0.36,0.63,-0.78,
6.625,0.63,-0.52,-0.59,0.36,0.63,-0.78,
6.625,0.25,-0.80,-0.55,0.36,0.63,-0.78,
6.626,0.25,-0.80,-0.55,0.36,0.63,-0.78,
6.649,0.25,-0.80,-0.55,0.59,0.64,-0.46,
6.65,0.25,-0.80,-0.55,0.59,0.64,-0.46,
6.651,-0.19,-1.08,-0.48,0.59,0.64,-0.46,
6.651,-0.19,-1.08,-0.48,0.59,0.64,-0.46,
6.651,-0.19,-1.08,-0.48,0.78,0.55,-0.12,
6.652,-0.19,-1.08,-0.48,0.78,0.55,-0.12,
6.652,-0.67,-1.41,-0.31,0.78,0.55,-0.12,
6.653,-0.67,-1.41,-0.31,0.78,0.55,-0.12,
6.654,-0.67,-1.41,-0.31,0.92,0.39,0.22,
6.654,-0.67,-1.41,-0.31,0.92,0.39,0.22,
6.655,-1.09,-1.82,-0.16,0.92,0.39,0.22,
6.655,-1.09,-1.82,-0.16,0.92,0.39,0.22,
6.661,-1.09,-1.82,-0.16,1.04,0.19,0.58,
6.662,-1.09,-1.82,-0.16,1.04,0.19,0.58,
6.662,-1.40,-2.26,-0.13,1.04,0.19,0.58,
6.663,-1.40,-2.26,-0.13,1.04,0.19,0.58,
6.671,-1.40,-2.26,-0.13,1.14,-0.03,0.95,
6.672,-1.40,-2.26,-0.13,1.14,-0.03,0.95,
6.672,-1.61,-2.71,-0.06,1.14,-0.03,0.95,
6.672,-1.61,-2.71,-0.06,1.14,-0.03,0.95,
6.682,-1.61,-2.71,-0.06,1.25,-0.25,1.34,
6.683,-1.61,-2.71,-0.06,1.25,-0.25,1.34,
6.683,-1.71,-3.09,0.02,1.25,-0.25,1.34,
6.684,-1.71,-3.09,0.02,1.25,-0.25,1.34,
6.69,-1.71,-3.09,0.02,1.25,-0.25,1.34,
6.691,-1.71,-3.09,0.02,1.25,-0.25,1.34,
6.691,-1.71,-3.09,0.02,1.25,-0.25,1.34,
6.692,-1.71,-3.09,0.02,1.25,-0.25,1.34,
6.7,-1.71,-3.09,0.02,1.37,-0.44,1.73,
6.702,-1.71,-3.09,0.02,1.37,-0.44,1.73,
6.702,-1.78,-3.66,0.09,1.37,-0.44,1.73,
6.703,-1.78,-3.66,0.09,1.37,-0.44,1.73,
6.71,-1.78,-3.66,0.09,1.51,-0.59,2.10,
6.711,-1.78,-3.66,0.09,1.51,-0.59,2.10,
6.711,-1.78,-3.79,0.10,1.51,-0.59,2.10,
6.712,-1.78,-3.79,0.10,1.51,-0.59,2.10,
6.719,-1.78,-3.79,0.10,1.67,-0.67,2.41,
6.72,-1.78,-3.79,0.10,1.67,-0.67,2.41,
6.721,-1.84,-3.93,0.15,1.67,-0.67,2.41,
6.722,-1.84,-3.93,0.15,1.67,-0.67,2.41,
6.729,-1.84,-3.93,0.15,1.81,-0.71,2.64,
6.73,-1.84,-3.93,0.15,1.81,-0.71,2.64,
6.73,-1.93,-4.07,0.21,1.81,-0.71,2.64,
6.731,-1.93,-4.07,0.21,1.81,-0.71,2.64,
6.738,-1.93,-4.07,0.21,1.92,-0.70,2.77,
6.739,-1.93,-4.07,0.21,1.92,-0.70,2.77,
6.739,-2.03,-4.22,0.33,1.92,-0.70,2.77,
6.74,-2.03,-4.22,0.33,1.92,-0.70,2.77,
6.747,-2.03,-4.22,0.33,1.97,-0.67,2.82,
6.748,-2.03,-4.22,0.33,1.97,-0.67,2.82,
6.748,-2.12,-4.36,0.44,1.97,-0.67,2.82,
6.749,-2.12,-4.36,0.44,1.97,-0.67,2.82,
6.757,-2.12,-4.36,0.44,1.98,-0.64,2.80,
6.758,-2.12,-4.36,0.44,1.98,-0.64,2.80,
6.758,-2.17,-4.48,0.56,1.98,-0.64,2.80,
6.759,-2.17,-4.48,0.56,1.98,-0.64,2.80,
6.767,-2.17,-4.48,0.56,1.96,-0.59,2.75,
6.768,-2.17,-4.48,0.56,1.96,-0.59,2.75,
6.769,-2.22,-4.62,0.71,1.96,-0.59,2.75,
6.77,-2.22,-4.62,0.71,1.96,-0.59,2.75,
6.776,-2.22,-4.62,0.71,1.94,-0.54,2.66,
6.777,-2.22,-4.62,0.71,1.94,-0.54,2.66,
6.777,-2.27,-4.74,0.85,1.94,-0.54,2.66,
6.778,-2.27,-4.74,0.85,1.94,-0.54,2.66,
6.786,-2.27,-4.74,0.85,1.91,-0.49,2.56,
6.787,-2.27,-4.74,0.85,1.91,-0.49,2.56,
6.787,-2.31,-4.87,1.01,1.91,-0.49,2.56,
6.787,-2.31,-4.87,1.01,1.91,-0.49,2.56,
6.795,-2.31,-4.87,1.01,1.88,-0.43,2.45,
6.796,-2.31,-4.87,1.01,1.88,-0.43,2.45,
6.796,-2.33,-4.97,1.12,1.88,-0.43,2.45,
6.796,-2.33,-4.97,1.12,1.88,-0.43,2.45,
6.805,-2.33,-4.97,1.12,1.85,-0.35,2.34,
6.806,-2.33,-4.97,1.12,1.85,-0.35,2.34,
6.807,-2.33,-5.02,1.25,1.85,-0.35,2.34,
6.807,-2.33,-5.02,1.25,1.85,-0.35,2.34,
6.814,-2.33,-5.02,1.25,1.82,-0.28,2.24,
6.815,-2.33,-5.02,1.25,1.82,-0.28,2.24,
6.816,-2.30,-5.01,1.38,1.82,-0.28,2.24,
6.816,-2.30,-5.01,1.38,1.82,-0.28,2.24,
6.824,-2.30,-5.01,1.38,1.80,-0.20,2.13,
6.825,-2.30,-5.01,1.38,1.80,-0.20,2.13,
6.826,-2.24,-4.96,1.52,1.80,-0.20,2.13,
6.826,-2.24,-4.96,1.52,1.80,-0.20,2.13,
6.833,-2.24,-4.96,1.52,1.77,-0.13,2.00,
6.834,-2.24,-4.96,1.52,1.77,-0.13,2.00,
6.835,-2.12,-4.86,1.62,1.77,-0.13,2.00,
6.835,-2.12,-4.86,1.62,1.77,-0.13,2.00,
6.842,-2.12,-4.86,1.62,1.73,-0.06,1.86,
6.843,-2.12,-4.86,1.62,1.73,-0.06,1.86,
6.844,-1.96,-4.71,1.68,1.73,-0.06,1.86,
6.844,-1.96,-4.71,1.68,1.73,-0.06,1.86,
6.852,-1.96,-4.71,1.68,1.68,0.00,1.70,
6.854,-1.96,-4.71,1.68,1.68,0.00,1.70,
6.855,-1.75,-4.54,1.73,1.68,0.00,1.70,
6.855,-1.75,-4.54,1.73,1.68,0.00,1.70,
6.863,-1.75,-4.54,1.73,1.62,0.07,1.51,
6.864,-1.75,-4.54,1.73,1.62,0.07,1.51,
6.865,-1.59,-4.37,1.77,1.62,0.07,1.51,
6.865,-1.59,-4.37,1.77,1.62,0.07,1.51,
6.871,-1.59,-4.37,1.77,1.54,0.14,1.30,
6.872,-1.59,-4.37,1.77,1.54,0.14,1.30,
6.872,-1.46,-4.18,1.82,1.54,0.14,1.30,
6.873,-1.46,-4.18,1.82,1.54,0.14,1.30,
6.881,-1.46,-4.18,1.82,1.44,0.20,1.07,
6.882,-1.46,-4.18,1.82,1.44,0.20,1.07,
6.883,-1.36,-4.01,1.88,1.44,0.20,1.07,
6.883,-1.36,-4.01,1.88,1.44,0.20,1.07,
6.891,-1.36,-4.01,1.88,1.44,0.20,1.07,
6.892,-1.36,-4.01,1.88,1.44,0.20,1.07,
6.892,-1.36,-4.01,1.88,1.44,0.20,1.07,
6.893,-1.36,-4.01,1.88,1.44,0.20,1.07,
6.901,-1.36,-4.01,1.88,1.33,0.26,0.85,
6.902,-1.36,-4.01,1.88,1.33,0.26,0.85,
6.903,-1.44,-3.78,2.04,1.33,0.26,0.85,
6.904,-1.44,-3.78,2.04,1.33,0.26,0.85,
6.909,-1.44,-3.78,2.04,1.23,0.30,0.65,
6.91,-1.44,-3.78,2.04,1.23,0.30,0.65,
6.911,-1.50,-3.57,2.17,1.23,0.30,0.65,
6.911,-1.50,-3.57,2.17,1.23,0.30,0.65,
6.919,-1.50,-3.57,2.17,1.13,0.32,0.49,
6.92,-1.50,-3.57,2.17,1.13,0.32,0.49,
6.92,-1.58,-3.35,2.31,1.13,0.32,0.49,
6.92,-1.58,-3.35,2.31,1.13,0.32,0.49,
6.928,-1.58,-3.35,2.31,1.05,0.32,0.37,
6.929,-1.58,-3.35,2.31,1.05,0.32,0.37,
6.929,-1.63,-3.11,2.42,1.05,0.32,0.37,
6.929,-1.63,-3.11,2.42,1.05,0.32,0.37,
6.938,-1.63,-3.11,2.42,0.99,0.29,0.30,
6.939,-1.63,-3.11,2.42,0.99,0.29,0.30,
6.939,-1.66,-2.90,2.48,0.99,0.29,0.30,
6.939,-1.66,-2.90,2.48,0.99,0.29,0.30,
6.947,-1.66,-2.90,2.48,0.94,0.26,0.26,
6.948,-1.66,-2.90,2.48,0.94,0.26,0.26,
6.948,-1.66,-2.72,2.46,0.94,0.26,0.26,
6.948,-1.66,-2.72,2.46,0.94,0.26,0.26,
6.958,-1.66,-2.72,2.46,0.89,0.21,0.26,
6.959,-1.66,-2.72,2.46,0.89,0.21,0.26,
6.959,-1.65,-2.60,2.40,0.89,0.21,0.26,
6.96,-1.65,-2.60,2.40,0.89,0.21,0.26,
6.967,-1.65,-2.60,2.40,0.84,0.17,0.28,
6.968,-1.65,-2.60,2.40,0.84,0.17,0.28,
6.968,-1.61,-2.49,2.34,0.84,0.17,0.28,
6.969,-1.61,-2.49,2.34,0.84,0.17,0.28,
6.976,-1.61,-2.49,2.34,0.78,0.13,0.31,
6.977,-1.61,-2.49,2.34,0.78,0.13,0.31,
6.977,-1.58,-2.42,2.28,0.78,0.13,0.31,
6.978,-1.58,-2.42,2.28,0.78,0.13,0.31,
6.989,-1.58,-2.42,2.28,0.72,0.09,0.34,
6.99,-1.58,-2.42,2.28,0.72,0.09,0.34,
6.99,-1.56,-2.35,2.25,0.72,0.09,0.34,
6.991,-1.56,-2.35,2.25,0.72,0.09,0.34,
6.996,-1.56,-2.35,2.25,0.67,0.05,0.38,
6.997,-1.56,-2.35,2.25,0.67,0.05,0.38,
6.998,-1.54,-2.30,2.25,0.67,0.05,0.38,
6.998,-1.54,-2.30,2.25,0.67,0.05,0.38,
7.005,-1.54,-2.30,2.25,0.63,0.02,0.42,
7.006,-1.54,-2.30,2.25,0.63,0.02,0.42,
7.007,-1.56,-2.25,2.27,0.63,0.02,0.42,
7.007,-1.56,-2.25,2.27,0.63,0.02,0.42,
7.014,-1.56,-2.25,2.27,0.62,-0.01,0.47,
7.015,-1.56,-2.25,2.27,0.62,-0.01,0.47,
7.016,-1.61,-2.21,2.28,0.62,-0.01,0.47,
7.016,-1.61,-2.21,2.28,0.62,-0.01,0.47,
7.024,-1.61,-2.21,2.28,0.62,-0.02,0.53,
7.024,-1.61,-2.21,2.28,0.62,-0.02,0.53,
7.025,-1.65,-2.13,2.29,0.62,-0.02,0.53,
7.026,-1.65,-2.13,2.29,0.62,-0.02,0.53,
7.033,-1.65,-2.13,2.29,0.64,-0.03,0.60,
7.034,-1.65,-2.13,2.29,0.64,-0.03,0.60,
7.035,-1.68,-2.03,2.29,0.64,-0.03,0.60,
7.036,-1.68,-2.03,2.29,0.64,-0.03,0.60,
7.042,-1.68,-2.03,2.29,0.67,-0.04,0.68,
7.043,-1.68,-2.03,2.29,0.67,-0.04,0.68,
7.043,-1.68,-1.94,2.30,0.67,-0.04,0.68,
7.044,-1.68,-1.94,2.30,0.67,-0.04,0.68,
7.051,-1.68,-1.94,2.30,0.71,-0.04,0.76,
7.052,-1.68,-1.94,2.30,0.71,-0.04,0.76,
7.053,-1.66,-1.84,2.36,0.71,-0.04,0.76,
7.053,-1.66,-1.84,2.36,0.71,-0.04,0.76,
7.064,-1.66,-1.84,2.36,0.75,-0.05,0.83,
7.065,-1.66,-1.84,2.36,0.75,-0.05,0.83,
7.065,-1.64,-1.73,2.42,0.75,-0.05,0.83,
7.065,-1.64,-1.73,2.42,0.75,-0.05,0.83,
7.072,-1.64,-1.73,2.42,0.80,-0.05,0.88,
7.073,-1.64,-1.73,2.42,0.80,-0.05,0.88,
7.073,-1.61,-1.61,2.52,0.80,-0.05,0.88,
7.073,-1.61,-1.61,2.52,0.80,-0.05,0.88,
7.081,-1.61,-1.61,2.52,0.85,-0.04,0.91,
7.082,-1.61,-1.61,2.52,0.85,-0.04,0.91,
7.082,-1.59,-1.50,2.64,0.85,-0.04,0.91,
7.082,-1.59,-1.50,2.64,0.85,-0.04,0.91,
7.09,-1.59,-1.50,2.64,0.85,-0.04,0.91,
7.091,-1.59,-1.50,2.64,0.85,-0.04,0.91,
7.091,-1.59,-1.50,2.64,0.85,-0.04,0.91,
7.092,-1.59,-1.50,2.64,0.85,-0.04,0.91,
7.1,-1.59,-1.50,2.64,0.92,-0.03,0.91,
7.101,-1.59,-1.50,2.64,0.92,-0.03,0.91,
7.102,-1.58,-1.42,2.92,0.92,-0.03,0.91,
7.103,-1.58,-1.42,2.92,0.92,-0.03,0.91,
7.109,-1.58,-1.42,2.92,1.00,-0.02,0.89,
7.11,-1.58,-1.42,2.92,1.00,-0.02,0.89,
7.11,-1.55,-1.39,2.97,1.00,-0.02,0.89,
7.111,-1.55,-1.39,2.97,1.00,-0.02,0.89,
7.119,-1.55,-1.39,2.97,1.10,0.00,0.86,
7.12,-1.55,-1.39,2.97,1.10,0.00,0.86,
7.121,-1.45,-1.40,3.11,1.10,0.00,0.86,
7.121,-1.45,-1.40,3.11,1.10,0.00,0.86,
7.128,-1.45,-1.40,3.11,1.23,0.04,0.82,
7.129,-1.45,-1.40,3.11,1.23,0.04,0.82,
7.13,-1.04,-1.42,3.28,1.23,0.04,0.82,
7.13,-1.04,-1.42,3.28,1.23,0.04,0.82,
7.138,-1.04,-1.42,3.28,1.36,0.09,0.76,
7.138,-1.04,-1.42,3.28,1.36,0.09,0.76,
7.139,1.03,-1.40,3.39,1.36,0.09,0.76,
7.14,1.03,-1.40,3.39,1.36,0.09,0.76,
7.147,1.03,-1.40,3.39,1.50,0.14,0.59,
7.148,1.03,-1.40,3.39,1.50,0.14,0.59,
7.149,1.28,-1.28,3.61,1.50,0.14,0.59,
7.149,1.28,-1.28,3.61,1.50,0.14,0.59,
7.157,1.28,-1.28,3.61,1.68,0.17,0.18,
7.158,1.28,-1.28,3.61,1.68,0.17,0.18,
7.159,1.15,-0.96,3.74,1.68,0.17,0.18,
7.16,1.15,-0.96,3.74,1.68,0.17,0.18,
7.168,1.15,-0.96,3.74,1.86,0.20,-0.43,
7.169,1.15,-0.96,3.74,1.86,0.20,-0.43,
7.17,-0.54,-0.56,3.77,1.86,0.20,-0.43,
7.17,-0.54,-0.56,3.77,1.86,0.20,-0.43,
7.19,-0.54,-0.56,3.77,2.02,0.21,-0.99,
7.191,-0.54,-0.56,3.77,2.02,0.21,-0.99,
7.191,-2.86,-0.16,3.96,2.02,0.21,-0.99,
7.191,-2.86,-0.16,3.96,2.02,0.21,-0.99,
7.192,-2.86,-0.16,3.96,2.08,0.21,-1.18,
7.192,-2.86,-0.16,3.96,2.08,0.21,-1.18,
7.192,-3.23,0.10,3.84,2.08,0.21,-1.18,
7.193,-3.23,0.10,3.84,2.08,0.21,-1.18,
7.198,-3.23,0.10,3.84,2.01,0.21,-0.83,
7.199,-3.23,0.10,3.84,2.01,0.21,-0.83,
7.2,-3.71,0.07,3.67,2.01,0.21,-0.83,
7.2,-3.71,0.07,3.67,2.01,0.21,-0.83,
7.204,-3.71,0.07,3.67,1.83,0.22,-0.03,
7.205,-3.71,0.07,3.67,1.83,0.22,-0.03,
7.206,-5.23,-0.19,3.57,1.83,0.22,-0.03,
7.206,-5.23,-0.19,3.57,1.83,0.22,-0.03,
7.214,-5.23,-0.19,3.57,1.60,0.24,1.00,
7.215,-5.23,-0.19,3.57,1.60,0.24,1.00,
7.216,-5.27,-0.66,3.43,1.60,0.24,1.00,
