time,ax,ay,az,wx,wy,wz
5.079,1.81,0.2,-1.13,-0.11,0.86,-0.49
5.08,2,0.22,-1.04,-0.11,0.86,-0.49
5.08,2,0.22,-1.04,-0.11,0.86,-0.49
5.088,2,0.22,-1.04,-0.06,0.81,-0.67
5.089,2,0.22,-1.04,-0.06,0.81,-0.67
5.09,2.03,0.34,-0.89,-0.06,0.81,-0.67
5.09,2.03,0.34,-0.89,-0.06,0.81,-0.67
5.098,2.03,0.34,-0.89,-0.01,0.74,-0.85
5.099,2.03,0.34,-0.89,-0.01,0.74,-0.85
5.1,1.93,0.55,-0.77,-0.01,0.74,-0.85
5.1,1.93,0.55,-0.77,-0.01,0.74,-0.85
5.11,1.93,0.55,-0.77,0.04,0.67,-1
5.111,1.93,0.55,-0.77,0.04,0.67,-1
5.112,1.72,0.82,-0.71,0.04,0.67,-1
5.113,1.72,0.82,-0.71,0.04,0.67,-1
5.118,1.72,0.82,-0.71,0.09,0.62,-1.09
5.119,1.72,0.82,-0.71,0.09,0.62,-1.09
5.119,1.46,1.16,-0.69,0.09,0.62,-1.09
5.119,1.46,1.16,-0.69,0.09,0.62,-1.09
5.138,1.46,1.16,-0.69,0.14,0.56,-1.1
5.139,1.46,1.16,-0.69,0.14,0.56,-1.1
5.139,1.21,1.45,-0.72,0.14,0.56,-1.1
5.14,1.21,1.45,-0.72,0.14,0.56,-1.1
5.14,1.21,1.45,-0.72,0.14,0.56,-1.1
5.141,1.21,1.45,-0.72,0.14,0.56,-1.1
5.141,1.21,1.45,-0.72,0.14,0.56,-1.1
5.142,1.21,1.45,-0.72,0.14,0.56,-1.1
5.145,1.21,1.45,-0.72,0.17,0.52,-1.02
5.146,1.21,1.45,-0.72,0.17,0.52,-1.02
5.146,0.77,1.65,-0.85,0.17,0.52,-1.02
5.146,0.77,1.65,-0.85,0.17,0.52,-1.02
5.155,0.77,1.65,-0.85,0.17,0.51,-0.86
5.156,0.77,1.65,-0.85,0.17,0.51,-0.86
5.156,0.59,1.5,-0.84,0.17,0.51,-0.86
5.157,0.59,1.5,-0.84,0.17,0.51,-0.86
5.164,0.59,1.5,-0.84,0.14,0.53,-0.63
5.165,0.59,1.5,-0.84,0.14,0.53,-0.63
5.166,0.45,1.17,-0.79,0.14,0.53,-0.63
5.166,0.45,1.17,-0.79,0.14,0.53,-0.63
5.175,0.45,1.17,-0.79,0.06,0.57,-0.36
5.175,0.45,1.17,-0.79,0.06,0.57,-0.36
5.176,0.35,0.7,-0.75,0.06,0.57,-0.36
5.176,0.35,0.7,-0.75,0.06,0.57,-0.36
5.184,0.35,0.7,-0.75,-0.01,0.61,-0.08
5.184,0.35,0.7,-0.75,-0.01,0.61,-0.08
5.185,0.37,0.17,-0.78,-0.01,0.61,-0.08
5.185,0.37,0.17,-0.78,-0.01,0.61,-0.08
5.194,0.37,0.17,-0.78,-0.08,0.64,0.15
5.195,0.37,0.17,-0.78,-0.08,0.64,0.15
5.195,0.43,-0.27,-0.99,-0.08,0.64,0.15
5.196,0.43,-0.27,-0.99,-0.08,0.64,0.15
5.212,0.43,-0.27,-0.99,-0.15,0.68,0.33
5.213,0.43,-0.27,-0.99,-0.15,0.68,0.33
5.213,0.52,-0.51,-1.38,-0.15,0.68,0.33
5.213,0.52,-0.51,-1.38,-0.15,0.68,0.33
5.214,0.52,-0.51,-1.38,-0.24,0.74,0.42
5.214,0.52,-0.51,-1.38,-0.24,0.74,0.42
5.214,0.64,-0.51,-3.06,-0.24,0.74,0.42
5.214,0.64,-0.51,-3.06,-0.24,0.74,0.42
5.222,0.64,-0.51,-3.06,-0.43,0.88,0.44
5.223,0.64,-0.51,-3.06,-0.43,0.88,0.44
5.223,0.67,-0.32,-3.38,-0.43,0.88,0.44
5.223,0.67,-0.32,-3.38,-0.43,0.88,0.44
5.231,0.67,-0.32,-3.38,-0.8,1.14,0.41
5.232,0.67,-0.32,-3.38,-0.8,1.14,0.41
5.232,0.56,0.01,-3.82,-0.8,1.14,0.41
5.233,0.56,0.01,-3.82,-0.8,1.14,0.41
5.241,0.56,0.01,-3.82,-1.33,1.5,0.36
5.242,0.56,0.01,-3.82,-1.33,1.5,0.36
5.243,0.3,0.39,-4.09,-1.33,1.5,0.36
5.243,0.3,0.39,-4.09,-1.33,1.5,0.36
5.25,0.3,0.39,-4.09,-1.89,1.89,0.35
5.251,0.3,0.39,-4.09,-1.89,1.89,0.35
5.251,-0.11,0.77,-3.94,-1.89,1.89,0.35
5.252,-0.11,0.77,-3.94,-1.89,1.89,0.35
5.26,-0.11,0.77,-3.94,-2.36,2.17,0.38
5.261,-0.11,0.77,-3.94,-2.36,2.17,0.38
5.261,-0.61,1.14,-3.35,-2.36,2.17,0.38
5.261,-0.61,1.14,-3.35,-2.36,2.17,0.38
5.269,-0.61,1.14,-3.35,-2.67,2.24,0.49
5.27,-0.61,1.14,-3.35,-2.67,2.24,0.49
5.27,-1.14,1.42,-1.84,-2.67,2.24,0.49
5.271,-1.14,1.42,-1.84,-2.67,2.24,0.49
5.279,-1.14,1.42,-1.84,-2.74,2.06,0.64
5.279,-1.14,1.42,-1.84,-2.74,2.06,0.64
5.28,-1.51,1.59,-1.71,-2.74,2.06,0.64
5.28,-1.51,1.59,-1.71,-2.74,2.06,0.64
5.291,-1.51,1.59,-1.71,-2.53,1.63,0.83
5.291,-1.51,1.59,-1.71,-2.53,1.63,0.83
5.292,-1.53,1.65,-1.78,-2.53,1.63,0.83
5.292,-1.53,1.65,-1.78,-2.53,1.63,0.83
5.298,-1.53,1.65,-1.78,-2.1,1.07,1.04
5.298,-1.53,1.65,-1.78,-2.1,1.07,1.04
5.298,-1.12,1.6,-2.18,-2.1,1.07,1.04
5.299,-1.12,1.6,-2.18,-2.1,1.07,1.04
5.309,-1.12,1.6,-2.18,-1.63,0.55,1.21
5.31,-1.12,1.6,-2.18,-1.63,0.55,1.21
5.31,0.63,1.46,-2.76,-1.63,0.55,1.21
5.31,0.63,1.46,-2.76,-1.63,0.55,1.21
5.317,0.63,1.46,-2.76,-1.28,0.21,1.25
5.317,0.63,1.46,-2.76,-1.28,0.21,1.25
5.318,2.15,1.26,-3.38,-1.28,0.21,1.25
5.318,2.15,1.26,-3.38,-1.28,0.21,1.25
5.328,2.15,1.26,-3.38,-1.14,0.16,1
5.329,2.15,1.26,-3.38,-1.14,0.16,1
5.329,2.68,0.91,-4,-1.14,0.16,1
5.33,2.68,0.91,-4,-1.14,0.16,1
5.336,2.68,0.91,-4,-1.14,0.16,1
5.336,2.68,0.91,-4,-1.14,0.16,1
5.336,2.68,0.91,-4,-1.14,0.16,1
5.337,2.68,0.91,-4,-1.14,0.16,1
5.345,2.68,0.91,-4,-1.18,0.44,0.41
5.346,2.68,0.91,-4,-1.18,0.44,0.41
5.347,3.11,-0.29,-4.92,-1.18,0.44,0.41
5.347,3.11,-0.29,-4.92,-1.18,0.44,0.41
5.355,3.11,-0.29,-4.92,-1.38,0.97,-0.37
5.356,3.11,-0.29,-4.92,-1.38,0.97,-0.37
5.356,2.77,-0.87,-4.86,-1.38,0.97,-0.37
5.356,2.77,-0.87,-4.86,-1.38,0.97,-0.37
5.365,2.77,-0.87,-4.86,-1.66,1.57,-1.05
5.365,2.77,-0.87,-4.86,-1.66,1.57,-1.05
5.366,2.26,-1.13,-4.44,-1.66,1.57,-1.05
5.366,2.26,-1.13,-4.44,-1.66,1.57,-1.05
5.375,2.26,-1.13,-4.44,-1.89,2,-1.47
5.375,2.26,-1.13,-4.44,-1.89,2,-1.47
5.376,1.88,-1.02,-3.83,-1.89,2,-1.47
5.376,1.88,-1.02,-3.83,-1.89,2,-1.47
5.384,1.88,-1.02,-3.83,-1.94,2.12,-1.61
5.384,1.88,-1.02,-3.83,-1.94,2.12,-1.61
5.385,1.7,-0.6,-3.16,-1.94,2.12,-1.61
5.385,1.7,-0.6,-3.16,-1.94,2.12,-1.61
5.393,1.7,-0.6,-3.16,-1.76,1.94,-1.58
5.394,1.7,-0.6,-3.16,-1.76,1.94,-1.58
5.395,1.63,0.02,-2.58,-1.76,1.94,-1.58
5.395,1.63,0.02,-2.58,-1.76,1.94,-1.58
5.403,1.63,0.02,-2.58,-1.41,1.57,-1.46
5.403,1.63,0.02,-2.58,-1.41,1.57,-1.46
5.404,1.61,1.69,-2.13,-1.41,1.57,-1.46
5.404,1.61,1.69,-2.13,-1.41,1.57,-1.46
5.412,1.61,1.69,-2.13,-0.99,1.15,-1.33
5.413,1.61,1.69,-2.13,-0.99,1.15,-1.33
5.414,1.54,1.89,-1.64,-0.99,1.15,-1.33
5.414,1.54,1.89,-1.64,-0.99,1.15,-1.33
5.435,1.54,1.89,-1.64,-0.6,0.77,-1.23
5.436,1.54,1.89,-1.64,-0.6,0.77,-1.23
5.436,1.43,2.21,-1.13,-0.6,0.77,-1.23
5.437,1.43,2.21,-1.13,-0.6,0.77,-1.23
5.437,1.43,2.21,-1.13,-0.27,0.44,-1.18
5.438,1.43,2.21,-1.13,-0.27,0.44,-1.18
5.438,1.32,2.43,-0.75,-0.27,0.44,-1.18
5.439,1.32,2.43,-0.75,-0.27,0.44,-1.18
5.441,1.32,2.43,-0.75,0.05,0.13,-1.16
5.441,1.32,2.43,-0.75,0.05,0.13,-1.16
5.442,1.21,2.51,-0.5,0.05,0.13,-1.16
5.442,1.21,2.51,-0.5,0.05,0.13,-1.16
5.451,1.21,2.51,-0.5,0.37,-0.19,-1.14
5.451,1.21,2.51,-0.5,0.37,-0.19,-1.14
5.452,1.11,2.41,-0.52,0.37,-0.19,-1.14
5.452,1.11,2.41,-0.52,0.37,-0.19,-1.14
5.46,1.11,2.41,-0.52,0.69,-0.54,-1.11
5.461,1.11,2.41,-0.52,0.69,-0.54,-1.11
5.461,1,2.06,-0.8,0.69,-0.54,-1.11
5.462,1,2.06,-0.8,0.69,-0.54,-1.11
5.469,1,2.06,-0.8,0.63,-0.89,-1.05
5.47,1,2.06,-0.8,0.63,-0.89,-1.05
5.471,0.9,1.55,-1.22,0.63,-0.89,-1.05
5.471,0.9,1.55,-1.22,0.63,-0.89,-1.05
5.479,0.9,1.55,-1.22,0.51,-1.18,-0.94
5.48,0.9,1.55,-1.22,0.51,-1.18,-0.94
5.481,0.84,0.95,-1.79,0.51,-1.18,-0.94
5.481,0.84,0.95,-1.79,0.51,-1.18,-0.94
5.488,0.84,0.95,-1.79,0.57,-1.34,-0.78
5.488,0.84,0.95,-1.79,0.57,-1.34,-0.78
5.489,0.88,0.39,-2.31,0.57,-1.34,-0.78
5.489,0.88,0.39,-2.31,0.57,-1.34,-0.78
5.498,0.88,0.39,-2.31,0.43,-1.35,-0.58
5.499,0.88,0.39,-2.31,0.43,-1.35,-0.58
5.499,0.96,0.08,-2.68,0.43,-1.35,-0.58
5.499,0.96,0.08,-2.68,0.43,-1.35,-0.58
5.508,0.96,0.08,-2.68,0.13,-1.24,-0.36
5.508,0.96,0.08,-2.68,0.13,-1.24,-0.36
5.509,1.06,0.01,-2.83,0.13,-1.24,-0.36
5.509,1.06,0.01,-2.83,0.13,-1.24,-0.36
5.518,1.06,0.01,-2.83,-0.24,-1.04,-0.18
5.519,1.06,0.01,-2.83,-0.24,-1.04,-0.18
5.519,1.09,0.18,-2.75,-0.24,-1.04,-0.18
5.519,1.09,0.18,-2.75,-0.24,-1.04,-0.18
5.528,1.09,0.18,-2.75,-0.6,-0.81,-0.04
5.529,1.09,0.18,-2.75,-0.6,-0.81,-0.04
5.529,1,0.51,-2.56,-0.6,-0.81,-0.04
5.529,1,0.51,-2.56,-0.6,-0.81,-0.04
5.537,1,0.51,-2.56,-0.6,-0.81,-0.04
5.538,1,0.51,-2.56,-0.6,-0.81,-0.04
5.538,1,0.51,-2.56,-0.6,-0.81,-0.04
5.539,1,0.51,-2.56,-0.6,-0.81,-0.04
5.546,1,0.51,-2.56,-0.88,-0.64,0.01
5.547,1,0.51,-2.56,-0.88,-0.64,0.01
5.547,0.74,1.42,-2.26,-0.88,-0.64,0.01
5.548,0.74,1.42,-2.26,-0.88,-0.64,0.01
5.556,0.74,1.42,-2.26,-1.06,-0.56,0
5.556,0.74,1.42,-2.26,-1.06,-0.56,0
5.557,0.61,1.87,-2.18,-1.06,-0.56,0
5.557,0.61,1.87,-2.18,-1.06,-0.56,0
5.565,0.61,1.87,-2.18,-1.17,-0.55,-0.04
5.566,0.61,1.87,-2.18,-1.17,-0.55,-0.04
5.567,0.6,2.3,-2.21,-1.17,-0.55,-0.04
5.567,0.6,2.3,-2.21,-1.17,-0.55,-0.04
5.575,0.6,2.3,-2.21,-1.25,-0.54,-0.08
5.575,0.6,2.3,-2.21,-1.25,-0.54,-0.08
5.576,0.67,2.61,-2.28,-1.25,-0.54,-0.08
5.576,0.67,2.61,-2.28,-1.25,-0.54,-0.08
5.584,0.67,2.61,-2.28,-1.35,-0.52,-0.11
5.584,0.67,2.61,-2.28,-1.35,-0.52,-0.11
5.585,0.88,2.81,-2.31,-1.35,-0.52,-0.11
5.586,0.88,2.81,-2.31,-1.35,-0.52,-0.11
5.594,0.88,2.81,-2.31,-1.48,-0.47,-0.15
5.595,0.88,2.81,-2.31,-1.48,-0.47,-0.15
5.596,1.15,2.88,-2.23,-1.48,-0.47,-0.15
5.596,1.15,2.88,-2.23,-1.48,-0.47,-0.15
5.616,1.15,2.88,-2.23,-1.64,-0.39,-0.23
5.616,1.15,2.88,-2.23,-1.64,-0.39,-0.23
5.617,1.42,2.82,-2.09,-1.64,-0.39,-0.23
5.617,1.42,2.82,-2.09,-1.64,-0.39,-0.23
5.617,1.42,2.82,-2.09,-1.78,-0.28,-0.37
5.618,1.42,2.82,-2.09,-1.78,-0.28,-0.37
5.618,1.64,2.69,-1.97,-1.78,-0.28,-0.37
5.618,1.64,2.69,-1.97,-1.78,-0.28,-0.37
5.623,1.64,2.69,-1.97,-1.87,-0.16,-0.56
5.624,1.64,2.69,-1.97,-1.87,-0.16,-0.56
5.624,1.7,2.45,-1.93,-1.87,-0.16,-0.56
5.625,1.7,2.45,-1.93,-1.87,-0.16,-0.56
5.632,1.7,2.45,-1.93,-1.88,-0.04,-0.78
5.632,1.7,2.45,-1.93,-1.88,-0.04,-0.78
5.633,1.61,2.11,-1.99,-1.88,-0.04,-0.78
5.634,1.61,2.11,-1.99,-1.88,-0.04,-0.78
5.641,1.61,2.11,-1.99,-1.81,0.05,-0.99
5.642,1.61,2.11,-1.99,-1.81,0.05,-0.99
5.643,1.4,1.77,-2.07,-1.81,0.05,-0.99
5.644,1.4,1.77,-2.07,-1.81,0.05,-0.99
5.651,1.4,1.77,-2.07,-1.69,0.08,-1.14
5.652,1.4,1.77,-2.07,-1.69,0.08,-1.14
5.652,1.05,1.45,-2.22,-1.69,0.08,-1.14
5.653,1.05,1.45,-2.22,-1.69,0.08,-1.14
5.66,1.05,1.45,-2.22,-1.53,0.03,-1.19
5.662,1.05,1.45,-2.22,-1.53,0.03,-1.19
5.663,0.67,1.23,-2.35,-1.53,0.03,-1.19
5.664,0.67,1.23,-2.35,-1.53,0.03,-1.19
5.669,0.67,1.23,-2.35,-1.36,-0.12,-1.14
5.67,0.67,1.23,-2.35,-1.36,-0.12,-1.14
5.67,0.29,1.16,-2.38,-1.36,-0.12,-1.14
5.67,0.29,1.16,-2.38,-1.36,-0.12,-1.14
5.679,0.29,1.16,-2.38,-1.19,-0.38,-1.02
5.68,0.29,1.16,-2.38,-1.19,-0.38,-1.02
5.68,0.04,1.2,-2.35,-1.19,-0.38,-1.02
5.681,0.04,1.2,-2.35,-1.19,-0.38,-1.02
5.691,0.04,1.2,-2.35,-1.04,-0.69,-0.85
5.692,0.04,1.2,-2.35,-1.04,-0.69,-0.85
5.692,-0.05,1.3,-2.2,-1.04,-0.69,-0.85
5.693,-0.05,1.3,-2.2,-1.04,-0.69,-0.85
5.697,-0.05,1.3,-2.2,-0.91,-1.01,-0.67
5.698,-0.05,1.3,-2.2,-0.91,-1.01,-0.67
5.698,0.04,1.38,-1.99,-0.91,-1.01,-0.67
5.699,0.04,1.38,-1.99,-0.91,-1.01,-0.67
5.708,0.04,1.38,-1.99,-0.8,-1.26,-0.52
5.708,0.04,1.38,-1.99,-0.8,-1.26,-0.52
5.709,0.24,1.39,-1.84,-0.8,-1.26,-0.52
5.709,0.24,1.39,-1.84,-0.8,-1.26,-0.52
5.717,0.24,1.39,-1.84,-0.7,-1.44,-0.43
5.718,0.24,1.39,-1.84,-0.7,-1.44,-0.43
5.718,0.42,1.35,-1.73,-0.7,-1.44,-0.43
5.718,0.42,1.35,-1.73,-0.7,-1.44,-0.43
5.728,0.42,1.35,-1.73,-0.59,-1.53,-0.44
5.729,0.42,1.35,-1.73,-0.59,-1.53,-0.44
5.73,0.51,1.28,-1.66,-0.59,-1.53,-0.44
5.73,0.51,1.28,-1.66,-0.59,-1.53,-0.44
5.738,0.51,1.28,-1.66,-0.48,-1.53,-0.52
5.739,0.51,1.28,-1.66,-0.48,-1.53,-0.52
5.739,0.52,1.26,-1.61,-0.48,-1.53,-0.52
5.739,0.52,1.26,-1.61,-0.48,-1.53,-0.52
5.746,0.52,1.26,-1.61,-0.48,-1.53,-0.52
5.747,0.52,1.26,-1.61,-0.48,-1.53,-0.52
5.747,0.52,1.26,-1.61,-0.48,-1.53,-0.52
5.748,0.52,1.26,-1.61,-0.48,-1.53,-0.52
5.755,0.52,1.26,-1.61,-0.37,-1.48,-0.63
5.755,0.52,1.26,-1.61,-0.37,-1.48,-0.63
5.756,0.44,1.38,-1.45,-0.37,-1.48,-0.63
5.756,0.44,1.38,-1.45,-0.37,-1.48,-0.63
5.765,0.44,1.38,-1.45,-0.27,-1.43,-0.77
5.765,0.44,1.38,-1.45,-0.27,-1.43,-0.77
5.766,0.41,1.45,-1.29,-0.27,-1.43,-0.77
5.766,0.41,1.45,-1.29,-0.27,-1.43,-0.77
5.775,0.41,1.45,-1.29,-0.17,-1.41,-0.92
5.776,0.41,1.45,-1.29,-0.17,-1.41,-0.92
5.776,0.38,1.51,-1.17,-0.17,-1.41,-0.92
5.776,0.38,1.51,-1.17,-0.17,-1.41,-0.92
5.784,0.38,1.51,-1.17,-0.09,-1.42,-1.04
5.785,0.38,1.51,-1.17,-0.09,-1.42,-1.04
5.786,0.32,1.59,-1.2,-0.09,-1.42,-1.04
5.786,0.32,1.59,-1.2,-0.09,-1.42,-1.04
5.794,0.32,1.59,-1.2,-0.03,-1.43,-1.14
5.795,0.32,1.59,-1.2,-0.03,-1.43,-1.14
5.795,0.2,1.67,-1.35,-0.03,-1.43,-1.14
5.796,0.2,1.67,-1.35,-0.03,-1.43,-1.14
5.803,0.2,1.67,-1.35,-0.01,-1.43,-1.19
5.803,0.2,1.67,-1.35,-0.01,-1.43,-1.19
5.804,0.03,1.78,-1.55,-0.01,-1.43,-1.19
5.804,0.03,1.78,-1.55,-0.01,-1.43,-1.19
5.813,0.03,1.78,-1.55,-0.05,-1.43,-1.19
5.814,0.03,1.78,-1.55,-0.05,-1.43,-1.19
5.814,-0.18,1.88,-1.68,-0.05,-1.43,-1.19
5.815,-0.18,1.88,-1.68,-0.05,-1.43,-1.19
5.831,-0.18,1.88,-1.68,-0.16,-1.42,-1.14
5.832,-0.18,1.88,-1.68,-0.16,-1.42,-1.14
5.833,-0.37,2,-1.67,-0.16,-1.42,-1.14
5.833,-0.37,2,-1.67,-0.16,-1.42,-1.14
5.834,-0.37,2,-1.67,-0.33,-1.41,-1.04
5.834,-0.37,2,-1.67,-0.33,-1.41,-1.04
5.834,-0.44,2.08,-1.59,-0.33,-1.41,-1.04
5.835,-0.44,2.08,-1.59,-0.33,-1.41,-1.04
5.841,-0.44,2.08,-1.59,-0.52,-1.39,-0.89
5.842,-0.44,2.08,-1.59,-0.52,-1.39,-0.89
5.842,-0.4,2.14,-1.54,-0.52,-1.39,-0.89
5.842,-0.4,2.14,-1.54,-0.52,-1.39,-0.89
5.851,-0.4,2.14,-1.54,-0.7,-1.35,-0.73
5.852,-0.4,2.14,-1.54,-0.7,-1.35,-0.73
5.852,-0.28,2.22,-1.57,-0.7,-1.35,-0.73
5.853,-0.28,2.22,-1.57,-0.7,-1.35,-0.73
5.86,-0.28,2.22,-1.57,-0.84,-1.3,-0.6
5.861,-0.28,2.22,-1.57,-0.84,-1.3,-0.6
5.861,-0.09,2.29,-1.67,-0.84,-1.3,-0.6
5.862,-0.09,2.29,-1.67,-0.84,-1.3,-0.6
5.87,-0.09,2.29,-1.67,-0.96,-1.22,-0.52
5.871,-0.09,2.29,-1.67,-0.96,-1.22,-0.52
5.871,0.13,2.44,-1.71,-0.96,-1.22,-0.52
5.871,0.13,2.44,-1.71,-0.96,-1.22,-0.52
5.879,0.13,2.44,-1.71,-1.06,-1.12,-0.5
5.88,0.13,2.44,-1.71,-1.06,-1.12,-0.5
5.88,0.36,2.64,-1.71,-1.06,-1.12,-0.5
5.88,0.36,2.64,-1.71,-1.06,-1.12,-0.5
5.888,0.36,2.64,-1.71,-1.17,-0.98,-0.54
5.889,0.36,2.64,-1.71,-1.17,-0.98,-0.54
5.89,0.61,2.87,-1.67,-1.17,-0.98,-0.54
5.89,0.61,2.87,-1.67,-1.17,-0.98,-0.54
5.898,0.61,2.87,-1.67,-1.28,-0.81,-0.64
5.899,0.61,2.87,-1.67,-1.28,-0.81,-0.64
5.9,0.89,3.12,-1.64,-1.28,-0.81,-0.64
5.9,0.89,3.12,-1.64,-1.28,-0.81,-0.64
5.91,0.89,3.12,-1.64,-1.39,-0.68,-0.73
5.911,0.89,3.12,-1.64,-1.39,-0.68,-0.73
5.912,1.14,3.36,-1.68,-1.39,-0.68,-0.73
5.912,1.14,3.36,-1.68,-1.39,-0.68,-0.73
5.918,1.14,3.36,-1.68,-1.5,-0.6,-0.78
5.919,1.14,3.36,-1.68,-1.5,-0.6,-0.78
5.919,1.38,3.58,-1.75,-1.5,-0.6,-0.78
5.92,1.38,3.58,-1.75,-1.5,-0.6,-0.78
5.938,1.38,3.58,-1.75,-1.62,-0.42,-0.9
5.939,1.38,3.58,-1.75,-1.62,-0.42,-0.9
5.94,1.6,3.77,-1.81,-1.62,-0.42,-0.9
5.94,1.6,3.77,-1.81,-1.62,-0.42,-0.9
5.94,1.6,3.77,-1.81,-1.74,-0.12,-1.07
5.94,1.6,3.77,-1.81,-1.74,-0.12,-1.07
5.941,1.75,3.9,-1.86,-1.74,-0.12,-1.07
5.941,1.75,3.9,-1.86,-1.74,-0.12,-1.07
5.945,1.75,3.9,-1.86,-1.74,-0.12,-1.07
5.946,1.75,3.9,-1.86,-1.74,-0.12,-1.07
5.946,1.75,3.9,-1.86,-1.74,-0.12,-1.07
5.946,1.75,3.9,-1.86,-1.74,-0.12,-1.07
5.955,1.75,3.9,-1.86,-1.88,0.16,-1.22
5.956,1.75,3.9,-1.86,-1.88,0.16,-1.22
5.957,1.75,4.03,-1.96,-1.88,0.16,-1.22
5.957,1.75,4.03,-1.96,-1.88,0.16,-1.22
5.965,1.75,4.03,-1.96,-2,0.41,-1.32
5.965,1.75,4.03,-1.96,-2,0.41,-1.32
5.966,1.66,4.04,-1.92,-2,0.41,-1.32
5.967,1.66,4.04,-1.92,-2,0.41,-1.32
5.974,1.66,4.04,-1.92,-2.11,0.59,-1.37
5.976,1.66,4.04,-1.92,-2.11,0.59,-1.37
5.976,1.51,4.05,-1.87,-2.11,0.59,-1.37
5.977,1.51,4.05,-1.87,-2.11,0.59,-1.37
5.984,1.51,4.05,-1.87,-2.17,0.66,-1.36
5.985,1.51,4.05,-1.87,-2.17,0.66,-1.36
5.985,1.41,4.08,-1.87,-2.17,0.66,-1.36
5.986,1.41,4.08,-1.87,-2.17,0.66,-1.36
5.993,1.41,4.08,-1.87,-2.19,0.66,-1.28
5.994,1.41,4.08,-1.87,-2.19,0.66,-1.28
5.995,1.37,4.05,-1.93,-2.19,0.66,-1.28
5.995,1.37,4.05,-1.93,-2.19,0.66,-1.28
6.008,1.37,4.05,-1.93,-2.16,0.62,-1.17
6.009,1.37,4.05,-1.93,-2.16,0.62,-1.17
6.009,1.37,4.02,-2.02,-2.16,0.62,-1.17
6.009,1.37,4.02,-2.02,-2.16,0.62,-1.17
6.012,1.37,4.02,-2.02,-2.09,0.54,-1.07
6.013,1.37,4.02,-2.02,-2.09,0.54,-1.07
6.013,1.45,4,-2.09,-2.09,0.54,-1.07
6.014,1.45,4,-2.09,-2.09,0.54,-1.07
6.026,1.45,4,-2.09,-2,0.44,-0.97
6.027,1.45,4,-2.09,-2,0.44,-0.97
6.027,1.53,4.01,-2.12,-2,0.44,-0.97
6.028,1.53,4.01,-2.12,-2,0.44,-0.97
6.031,1.53,4.01,-2.12,-1.9,0.34,-0.89
6.031,1.53,4.01,-2.12,-1.9,0.34,-0.89
6.031,1.62,4.06,-2.1,-1.9,0.34,-0.89
6.032,1.62,4.06,-2.1,-1.9,0.34,-0.89
6.041,1.62,4.06,-2.1,-1.82,0.27,-0.81
6.042,1.62,4.06,-2.1,-1.82,0.27,-0.81
6.042,1.69,4.13,-2.05,-1.82,0.27,-0.81
6.042,1.69,4.13,-2.05,-1.82,0.27,-0.81
6.051,1.69,4.13,-2.05,-1.74,0.24,-0.74
6.051,1.69,4.13,-2.05,-1.74,0.24,-0.74
6.052,1.72,4.23,-1.91,-1.74,0.24,-0.74
6.052,1.72,4.23,-1.91,-1.74,0.24,-0.74
6.06,1.72,4.23,-1.91,-1.68,0.24,-0.68
6.061,1.72,4.23,-1.91,-1.68,0.24,-0.68
6.062,1.73,4.33,-1.69,-1.68,0.24,-0.68
6.062,1.73,4.33,-1.69,-1.68,0.24,-0.68
6.07,1.73,4.33,-1.69,-1.63,0.27,-0.66
