time,ax,ay,az,wx,wy,wz
5.315,0.97,-0.13,1.3,1.06,0.1,-0.4
5.316,0.97,-0.13,1.3,1.06,0.1,-0.4
5.323,0.97,-0.13,1.3,0.77,0.08,-0.35
5.324,0.97,-0.13,1.3,0.77,0.08,-0.35
5.325,0.8,0.02,1.4,0.77,0.08,-0.35
5.325,0.8,0.02,1.4,0.77,0.08,-0.35
5.333,0.8,0.02,1.4,0.55,0.06,-0.28
5.334,0.8,0.02,1.4,0.55,0.06,-0.28
5.335,0.66,0.11,1.53,0.55,0.06,-0.28
5.336,0.66,0.11,1.53,0.55,0.06,-0.28
5.343,0.66,0.11,1.53,0.42,0.03,-0.19
5.344,0.66,0.11,1.53,0.42,0.03,-0.19
5.345,0.55,0.12,1.64,0.42,0.03,-0.19
5.346,0.55,0.12,1.64,0.42,0.03,-0.19
5.352,0.55,0.12,1.64,0.36,-0.01,-0.09
5.352,0.55,0.12,1.64,0.36,-0.01,-0.09
5.353,0.48,0.13,1.73,0.36,-0.01,-0.09
5.353,0.48,0.13,1.73,0.36,-0.01,-0.09
5.362,0.48,0.13,1.73,0.38,-0.05,0.01
5.363,0.48,0.13,1.73,0.38,-0.05,0.01
5.363,0.45,0.19,1.73,0.38,-0.05,0.01
5.364,0.45,0.19,1.73,0.38,-0.05,0.01
5.371,0.45,0.19,1.73,0.42,-0.1,0.11
5.372,0.45,0.19,1.73,0.42,-0.1,0.11
5.373,0.48,0.26,1.59,0.42,-0.1,0.11
5.373,0.48,0.26,1.59,0.42,-0.1,0.11
5.383,0.48,0.26,1.59,0.48,-0.17,0.18
5.384,0.48,0.26,1.59,0.48,-0.17,0.18
5.384,0.49,0.37,1.38,0.48,-0.17,0.18
5.384,0.49,0.37,1.38,0.48,-0.17,0.18
5.391,0.49,0.37,1.38,0.51,-0.22,0.22
5.391,0.49,0.37,1.38,0.51,-0.22,0.22
5.392,0.51,0.49,1.12,0.51,-0.22,0.22
5.392,0.51,0.49,1.12,0.51,-0.22,0.22
5.4,0.51,0.49,1.12,0.5,-0.26,0.23
5.401,0.51,0.49,1.12,0.5,-0.26,0.23
5.401,0.53,0.55,0.86,0.5,-0.26,0.23
5.402,0.53,0.55,0.86,0.5,-0.26,0.23
5.409,0.53,0.55,0.86,0.44,-0.29,0.21
5.41,0.53,0.55,0.86,0.44,-0.29,0.21
5.411,0.55,0.58,0.68,0.44,-0.29,0.21
5.411,0.55,0.58,0.68,0.44,-0.29,0.21
5.421,0.55,0.58,0.68,0.33,-0.32,0.17
5.423,0.55,0.58,0.68,0.33,-0.32,0.17
5.423,0.58,0.57,0.57,0.33,-0.32,0.17
5.424,0.58,0.57,0.57,0.33,-0.32,0.17
5.43,0.58,0.57,0.57,0.18,-0.34,0.12
5.431,0.58,0.57,0.57,0.18,-0.34,0.12
5.432,0.62,0.58,0.49,0.18,-0.34,0.12
5.432,0.62,0.58,0.49,0.18,-0.34,0.12
5.439,0.62,0.58,0.49,0.18,-0.34,0.12
5.44,0.62,0.58,0.49,0.18,-0.34,0.12
5.441,0.62,0.58,0.49,0.18,-0.34,0.12
5.442,0.62,0.58,0.49,0.18,-0.34,0.12
5.448,0.62,0.58,0.49,0.03,-0.35,0.06
5.45,0.62,0.58,0.49,0.03,-0.35,0.06
5.451,0.75,0.77,0.38,0.03,-0.35,0.06
5.452,0.75,0.77,0.38,0.03,-0.35,0.06
5.457,0.75,0.77,0.38,-0.1,-0.34,0
5.459,0.75,0.77,0.38,-0.1,-0.34,0
5.46,0.75,0.89,0.17,-0.1,-0.34,0
5.461,0.75,0.89,0.17,-0.1,-0.34,0
5.472,0.75,0.89,0.17,-0.2,-0.33,-0.08
5.474,0.75,0.89,0.17,-0.2,-0.33,-0.08
5.475,0.74,0.97,-0.16,-0.2,-0.33,-0.08
5.476,0.74,0.97,-0.16,-0.2,-0.33,-0.08
5.477,0.74,0.97,-0.16,-0.28,-0.32,-0.16
5.477,0.74,0.97,-0.16,-0.28,-0.32,-0.16
5.478,0.68,1.03,-0.67,-0.28,-0.32,-0.16
5.479,0.68,1.03,-0.67,-0.28,-0.32,-0.16
5.486,0.68,1.03,-0.67,-0.39,-0.32,-0.23
5.487,0.68,1.03,-0.67,-0.39,-0.32,-0.23
5.488,0.57,1.07,-1.2,-0.39,-0.32,-0.23
5.488,0.57,1.07,-1.2,-0.39,-0.32,-0.23
5.495,0.57,1.07,-1.2,-0.56,-0.33,-0.28
5.496,0.57,1.07,-1.2,-0.56,-0.33,-0.28
5.496,0.45,1.16,-1.7,-0.56,-0.33,-0.28
5.497,0.45,1.16,-1.7,-0.56,-0.33,-0.28
5.505,0.45,1.16,-1.7,-0.8,-0.32,-0.29
5.506,0.45,1.16,-1.7,-0.8,-0.32,-0.29
5.506,0.32,1.27,-2.13,-0.8,-0.32,-0.29
5.507,0.32,1.27,-2.13,-0.8,-0.32,-0.29
5.515,0.32,1.27,-2.13,-1.11,-0.31,-0.27
5.516,0.32,1.27,-2.13,-1.11,-0.31,-0.27
5.516,0.22,1.37,-2.45,-1.11,-0.31,-0.27
5.517,0.22,1.37,-2.45,-1.11,-0.31,-0.27
5.524,0.22,1.37,-2.45,-1.44,-0.31,-0.22
5.525,0.22,1.37,-2.45,-1.44,-0.31,-0.22
5.525,0.18,1.48,-2.72,-1.44,-0.31,-0.22
5.525,0.18,1.48,-2.72,-1.44,-0.31,-0.22
5.533,0.18,1.48,-2.72,-1.76,-0.32,-0.15
5.534,0.18,1.48,-2.72,-1.76,-0.32,-0.15
5.535,0.2,1.53,-2.99,-1.76,-0.32,-0.15
5.535,0.2,1.53,-2.99,-1.76,-0.32,-0.15
5.543,0.2,1.53,-2.99,-2.04,-0.32,-0.08
5.544,0.2,1.53,-2.99,-2.04,-0.32,-0.08
5.545,0.29,1.55,-3.26,-2.04,-0.32,-0.08
5.545,0.29,1.55,-3.26,-2.04,-0.32,-0.08
5.552,0.29,1.55,-3.26,-2.26,-0.3,-0.03
5.553,0.29,1.55,-3.26,-2.26,-0.3,-0.03
5.554,0.39,1.56,-3.43,-2.26,-0.3,-0.03
5.554,0.39,1.56,-3.43,-2.26,-0.3,-0.03
5.562,0.39,1.56,-3.43,-2.42,-0.24,-0.02
5.563,0.39,1.56,-3.43,-2.42,-0.24,-0.02
5.563,0.42,1.57,-3.53,-2.42,-0.24,-0.02
5.564,0.42,1.57,-3.53,-2.42,-0.24,-0.02
5.572,0.42,1.57,-3.53,-2.52,-0.15,-0.05
5.573,0.42,1.57,-3.53,-2.52,-0.15,-0.05
5.573,0.3,1.61,-3.45,-2.52,-0.15,-0.05
5.574,0.3,1.61,-3.45,-2.52,-0.15,-0.05
5.585,0.3,1.61,-3.45,-2.55,-0.04,-0.09
5.586,0.3,1.61,-3.45,-2.55,-0.04,-0.09
5.586,0.02,1.68,-3.18,-2.55,-0.04,-0.09
5.586,0.02,1.68,-3.18,-2.55,-0.04,-0.09
5.59,0.02,1.68,-3.18,-2.48,0.08,-0.11
5.591,0.02,1.68,-3.18,-2.48,0.08,-0.11
5.591,-0.41,1.79,-2.79,-2.48,0.08,-0.11
5.591,-0.41,1.79,-2.79,-2.48,0.08,-0.11
5.6,-0.41,1.79,-2.79,-2.3,0.2,-0.07
5.601,-0.41,1.79,-2.79,-2.3,0.2,-0.07
5.601,-0.83,2,-2.32,-2.3,0.2,-0.07
5.601,-0.83,2,-2.32,-2.3,0.2,-0.07
5.61,-0.83,2,-2.32,-2.01,0.32,0.08
5.611,-0.83,2,-2.32,-2.01,0.32,0.08
5.612,-1.15,2.32,-1.83,-2.01,0.32,0.08
5.613,-1.15,2.32,-1.83,-2.01,0.32,0.08
5.621,-1.15,2.32,-1.83,-1.61,0.45,0.33
5.622,-1.15,2.32,-1.83,-1.61,0.45,0.33
5.623,-1.31,2.64,-1.32,-1.61,0.45,0.33
5.623,-1.31,2.64,-1.32,-1.61,0.45,0.33
5.628,-1.31,2.64,-1.32,-1.61,0.45,0.33
5.629,-1.31,2.64,-1.32,-1.61,0.45,0.33
5.629,-1.31,2.64,-1.32,-1.61,0.45,0.33
5.63,-1.31,2.64,-1.32,-1.61,0.45,0.33
5.638,-1.31,2.64,-1.32,-1.11,0.57,0.66
5.639,-1.31,2.64,-1.32,-1.11,0.57,0.66
5.64,-1.22,2.7,-0.68,-1.11,0.57,0.66
5.641,-1.22,2.7,-0.68,-1.11,0.57,0.66
5.648,-1.22,2.7,-0.68,-0.55,0.67,0.99
5.65,-1.22,2.7,-0.68,-0.55,0.67,0.99
5.651,-1.08,2.31,-0.68,-0.55,0.67,0.99
5.651,-1.08,2.31,-0.68,-0.55,0.67,0.99
5.657,-1.08,2.31,-0.68,0.05,0.74,0.94
5.658,-1.08,2.31,-0.68,0.05,0.74,0.94
5.659,-0.92,1.79,-0.89,0.05,0.74,0.94
5.66,-0.92,1.79,-0.89,0.05,0.74,0.94
5.666,-0.92,1.79,-0.89,0.62,0.76,0.82
5.667,-0.92,1.79,-0.89,0.62,0.76,0.82
5.668,-0.68,1.32,-1.1,0.62,0.76,0.82
5.668,-0.68,1.32,-1.1,0.62,0.76,0.82
5.676,-0.68,1.32,-1.1,1.03,0.75,0.89
5.677,-0.68,1.32,-1.1,1.03,0.75,0.89
5.678,-0.33,0.97,-1.18,1.03,0.75,0.89
5.678,-0.33,0.97,-1.18,1.03,0.75,0.89
5.686,-0.33,0.97,-1.18,1.23,0.71,0.81
5.687,-0.33,0.97,-1.18,1.23,0.71,0.81
5.688,0.12,0.8,-1.09,1.23,0.71,0.81
5.688,0.12,0.8,-1.09,1.23,0.71,0.81
5.7,0.12,0.8,-1.09,1.25,0.67,0.58
5.701,0.12,0.8,-1.09,1.25,0.67,0.58
5.702,0.59,0.72,-0.81,1.25,0.67,0.58
5.702,0.59,0.72,-0.81,1.25,0.67,0.58
5.706,0.59,0.72,-0.81,1.08,0.64,0.25
5.707,0.59,0.72,-0.81,1.08,0.64,0.25
5.707,0.99,0.65,-0.39,1.08,0.64,0.25
5.707,0.99,0.65,-0.39,1.08,0.64,0.25
5.714,0.99,0.65,-0.39,0.94,0.6,-0.16
5.715,0.99,0.65,-0.39,0.94,0.6,-0.16
5.716,1.28,0.56,0.15,0.94,0.6,-0.16
5.717,1.28,0.56,0.15,0.94,0.6,-0.16
5.724,1.28,0.56,0.15,0.77,0.52,-0.6
5.724,1.28,0.56,0.15,0.77,0.52,-0.6
5.725,1.51,0.36,0.71,0.77,0.52,-0.6
5.726,1.51,0.36,0.71,0.77,0.52,-0.6
5.734,1.51,0.36,0.71,0.45,0.4,-1.02
5.735,1.51,0.36,0.71,0.45,0.4,-1.02
5.736,1.73,0.07,1.09,0.45,0.4,-1.02
5.736,1.73,0.07,1.09,0.45,0.4,-1.02
5.743,1.73,0.07,1.09,0.15,0.3,-1.38
5.744,1.73,0.07,1.09,0.15,0.3,-1.38
5.744,1.96,-0.27,1.05,0.15,0.3,-1.38
5.745,1.96,-0.27,1.05,0.15,0.3,-1.38
5.752,1.96,-0.27,1.05,0.24,0.25,-1.65
5.753,1.96,-0.27,1.05,0.24,0.25,-1.65
5.754,2.11,-0.59,0.66,0.24,0.25,-1.65
5.754,2.11,-0.59,0.66,0.24,0.25,-1.65
5.762,2.11,-0.59,0.66,0.63,0.26,-1.85
5.763,2.11,-0.59,0.66,0.63,0.26,-1.85
5.763,2.12,-0.84,0.16,0.63,0.26,-1.85
5.764,2.12,-0.84,0.16,0.63,0.26,-1.85
5.772,2.12,-0.84,0.16,0.81,0.27,-1.96
5.773,2.12,-0.84,0.16,0.81,0.27,-1.96
5.773,1.96,-0.92,-0.33,0.81,0.27,-1.96
5.774,1.96,-0.92,-0.33,0.81,0.27,-1.96
5.785,1.96,-0.92,-0.33,0.76,0.26,-1.98
5.785,1.96,-0.92,-0.33,0.76,0.26,-1.98
5.786,1.64,-0.86,-0.77,0.76,0.26,-1.98
5.786,1.64,-0.86,-0.77,0.76,0.26,-1.98
5.79,1.64,-0.86,-0.77,0.52,0.23,-1.9
5.791,1.64,-0.86,-0.77,0.52,0.23,-1.9
5.791,1.25,-0.64,-1.14,0.52,0.23,-1.9
5.791,1.25,-0.64,-1.14,0.52,0.23,-1.9
5.801,1.25,-0.64,-1.14,0.16,0.18,-1.72
5.802,1.25,-0.64,-1.14,0.16,0.18,-1.72
5.803,0.84,-0.25,-1.42,0.16,0.18,-1.72
5.803,0.84,-0.25,-1.42,0.16,0.18,-1.72
5.81,0.84,-0.25,-1.42,-0.25,0.1,-1.43
5.811,0.84,-0.25,-1.42,-0.25,0.1,-1.43
5.812,0.44,0.18,-1.48,-0.25,0.1,-1.43
5.812,0.44,0.18,-1.48,-0.25,0.1,-1.43
5.82,0.44,0.18,-1.48,-0.63,-0.01,-1.08
5.821,0.44,0.18,-1.48,-0.63,-0.01,-1.08
5.821,0.1,0.54,-1.32,-0.63,-0.01,-1.08
5.822,0.1,0.54,-1.32,-0.63,-0.01,-1.08
5.831,0.1,0.54,-1.32,-0.63,-0.01,-1.08
5.833,0.1,0.54,-1.32,-0.63,-0.01,-1.08
5.834,0.1,0.54,-1.32,-0.63,-0.01,-1.08
5.835,0.1,0.54,-1.32,-0.63,-0.01,-1.08
5.838,0.1,0.54,-1.32,-0.94,-0.12,-0.68
5.839,0.1,0.54,-1.32,-0.94,-0.12,-0.68
5.84,-0.18,0.25,-0.9,-0.94,-0.12,-0.68
5.841,-0.18,0.25,-0.9,-0.94,-0.12,-0.68
5.848,-0.18,0.25,-0.9,-1.14,-0.24,-0.29
5.849,-0.18,0.25,-0.9,-1.14,-0.24,-0.29
5.849,-0.04,-1.46,-0.83,-1.14,-0.24,-0.29
5.85,-0.04,-1.46,-0.83,-1.14,-0.24,-0.29
5.857,-0.04,-1.46,-0.83,-1.21,-0.34,0.08
5.858,-0.04,-1.46,-0.83,-1.21,-0.34,0.08
5.859,0.28,-1.76,-0.86,-1.21,-0.34,0.08
5.86,0.28,-1.76,-0.86,-1.21,-0.34,0.08
5.866,0.28,-1.76,-0.86,-1.16,-0.41,0.38
5.868,0.28,-1.76,-0.86,-1.16,-0.41,0.38
5.869,0.67,-2.16,-1,-1.16,-0.41,0.38
5.87,0.67,-2.16,-1,-1.16,-0.41,0.38
5.876,0.67,-2.16,-1,-1.06,-0.46,0.54
5.877,0.67,-2.16,-1,-1.06,-0.46,0.54
5.878,1,-2.47,-1.23,-1.06,-0.46,0.54
5.879,1,-2.47,-1.23,-1.06,-0.46,0.54
5.891,1,-2.47,-1.23,-0.95,-0.47,0.56
5.892,1,-2.47,-1.23,-0.95,-0.47,0.56
5.892,1.14,-2.75,-1.65,-0.95,-0.47,0.56
5.893,1.14,-2.75,-1.65,-0.95,-0.47,0.56
5.895,1.14,-2.75,-1.65,-0.9,-0.45,0.45
5.895,1.14,-2.75,-1.65,-0.9,-0.45,0.45
5.896,1.06,-3.12,-3.4,-0.9,-0.45,0.45
5.896,1.06,-3.12,-3.4,-0.9,-0.45,0.45
5.908,1.06,-3.12,-3.4,-0.95,-0.41,0.28
5.908,1.06,-3.12,-3.4,-0.95,-0.41,0.28
5.909,0.77,-3.63,-3.62,-0.95,-0.41,0.28
5.909,0.77,-3.63,-3.62,-0.95,-0.41,0.28
5.915,0.77,-3.63,-3.62,-1.15,-0.37,0.13
5.916,0.77,-3.63,-3.62,-1.15,-0.37,0.13
5.916,0.37,-4.26,-3.92,-1.15,-0.37,0.13
5.917,0.37,-4.26,-3.92,-1.15,-0.37,0.13
5.923,0.37,-4.26,-3.92,-1.46,-0.34,0.04
5.924,0.37,-4.26,-3.92,-1.46,-0.34,0.04
5.925,-0.11,-5.7,-4.03,-1.46,-0.34,0.04
5.925,-0.11,-5.7,-4.03,-1.46,-0.34,0.04
5.933,-0.11,-5.7,-4.03,-1.76,-0.32,0.06
5.935,-0.11,-5.7,-4.03,-1.76,-0.32,0.06
5.935,-0.65,-5.9,-3.77,-1.76,-0.32,0.06
5.936,-0.65,-5.9,-3.77,-1.76,-0.32,0.06
5.944,-0.65,-5.9,-3.77,-1.91,-0.32,0.17
5.945,-0.65,-5.9,-3.77,-1.91,-0.32,0.17
5.946,-1.21,-5.93,-2.01,-1.91,-0.32,0.17
5.947,-1.21,-5.93,-2.01,-1.91,-0.32,0.17
5.953,-1.21,-5.93,-2.01,-1.85,-0.34,0.36
5.954,-1.21,-5.93,-2.01,-1.85,-0.34,0.36
5.955,-1.78,-5.71,-1.58,-1.85,-0.34,0.36
5.956,-1.78,-5.71,-1.58,-1.85,-0.34,0.36
5.961,-1.78,-5.71,-1.58,-1.58,-0.39,0.57
5.962,-1.78,-5.71,-1.58,-1.58,-0.39,0.57
5.963,-2.28,-5.15,0.22,-1.58,-0.39,0.57
5.963,-2.28,-5.15,0.22,-1.58,-0.39,0.57
5.971,-2.28,-5.15,0.22,-1.13,-0.45,0.81
5.972,-2.28,-5.15,0.22,-1.13,-0.45,0.81
5.972,-2.63,-3.45,0.44,-1.13,-0.45,0.81
5.973,-2.63,-3.45,0.44,-1.13,-0.45,0.81
5.998,-2.63,-3.45,0.44,-0.56,-0.5,1.04
5.999,-2.63,-3.45,0.44,-0.56,-0.5,1.04
5.999,-2.8,-1.87,0.6,-0.56,-0.5,1.04
5.999,-2.8,-1.87,0.6,-0.56,-0.5,1.04
5.999,-2.8,-1.87,0.6,0.02,-0.51,1.26
6,-2.8,-1.87,0.6,0.02,-0.51,1.26
6,-2.84,-1.48,0.5,0.02,-0.51,1.26
6,-2.84,-1.48,0.5,0.02,-0.51,1.26
6,-2.84,-1.48,0.5,0.5,-0.53,1.41
6.001,-2.84,-1.48,0.5,0.5,-0.53,1.41
6.001,-2.78,-0.87,0.11,0.5,-0.53,1.41
6.001,-2.78,-0.87,0.11,0.5,-0.53,1.41
6.023,-2.78,-0.87,0.11,0.58,-0.53,1.65
6.024,-2.78,-0.87,0.11,0.58,-0.53,1.65
6.025,-2.78,-0.87,0.11,0.58,-0.53,1.65
6.025,-2.78,-0.87,0.11,0.58,-0.53,1.65
6.026,-2.69,-0.26,-0.42,0.58,-0.53,1.65
6.026,-2.69,-0.26,-0.42,0.58,-0.53,1.65
6.026,-2.69,-0.26,-0.42,0.58,-0.53,1.65
6.027,-2.69,-0.26,-0.42,0.58,-0.53,1.65
6.03,-2.69,-0.26,-0.42,0.58,-0.53,1.65
6.03,-2.69,-0.26,-0.42,0.58,-0.53,1.65
6.031,-2.69,-0.26,-0.42,0.58,-0.53,1.65
6.031,-2.69,-0.26,-0.42,0.58,-0.53,1.65
6.038,-2.69,-0.26,-0.42,0.52,-0.47,1.7
6.038,-2.69,-0.26,-0.42,0.52,-0.47,1.7
6.039,-2.2,0.23,-1.79,0.52,-0.47,1.7
6.039,-2.2,0.23,-1.79,0.52,-0.47,1.7
6.047,-2.2,0.23,-1.79,0.42,-0.37,1.68
6.048,-2.2,0.23,-1.79,0.42,-0.37,1.68
6.048,-1.87,-0.07,-1.81,0.42,-0.37,1.68
6.048,-1.87,-0.07,-1.81,0.42,-0.37,1.68
6.057,-1.87,-0.07,-1.81,0.21,-0.24,1.58
6.057,-1.87,-0.07,-1.81,0.21,-0.24,1.58
6.058,-1.41,-0.36,-1.64,0.21,-0.24,1.58
6.058,-1.41,-0.36,-1.64,0.21,-0.24,1.58
6.066,-1.41,-0.36,-1.64,-0.1,-0.08,1.39
6.067,-1.41,-0.36,-1.64,-0.1,-0.08,1.39
6.068,-0.89,-0.48,-1.41,-0.1,-0.08,1.39
6.068,-0.89,-0.48,-1.41,-0.1,-0.08,1.39
6.077,-0.89,-0.48,-1.41,-0.4,0.08,1.1
6.077,-0.89,-0.48,-1.41,-0.4,0.08,1.1
6.078,-0.47,-0.4,-1.24,-0.4,0.08,1.1
